Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"36","531215","R T S Power Corporation","331.45","-17.40","-4.99","81","47","90","A+","31","319.86","10437","31488","-9.44","160.24","51.33","29.81","62.62","95.00","91.00","-","Electrical-Power/Equipmt",
"37","WOMANCART","Womancart Ltd","307.05","0.00","0.00","81","83","91","B+","75","151.99","894","2912","-6.93","210.15","9.89","4.14","65.27","68.00","92.00","2023-10-27","Cosmetics/Personal Care ",
"38","STAR","Strides Pharma Science","1628.50","-14.80","-0.90","81","64","93","A+","36","15111.46","650907","399697","-2.78","251.88","-57.57","20.76","69.57","93.00","93.00","-","Medical-Generic Drugs   ",
"39","505978","Triton Valves","5000.15","3.20","0.06","81","67","94","A-","51","591.64","7730","1546","-10.30","244.62","-53.04","6.79","56.45","87.00","89.00","-","Auto/Truck-Original Eqp ",
"40","504080","Jsl Industries","2689.80","26.60","1.00","81","98","95","A+","31","312.66","422","157","1.00","N/A","37.58","N/A","N/A","89.00","94.00","-","Electrical-Power/Equipmt",
"41","543620","Insolation Energy","3585.00","-100.25","-2.72","81","99","97","A","74","7677.11","94450","26346","-9.92","737.56","-38.89","4.62","60.44","70.00","88.00","2022-10-10","Energy-Solar            ",
"42","NAUKRI","Info Edge (India) (Nse)","8110.20","130.60","1.64","80","57","76","A-","29","103402.85","1889806","233016","-4.27","100.89","-39.65","3.10","26.20","69.00","70.00","-","Internet-Content        ",
"43","AMBER","Amber Enterprises India","5380.05","-102.75","-1.87","80","57","77","A+","32","18511.58","2017868","375065","-5.05","101.50","-31.62","19.20","34.71","86.00","82.00","2018-01-30","Hsehold-Appliances/Wares",
"44","MOTHERSON","Samvardhana Motherson International","204.80","1.89","0.93","80","86","80","A+","51","142773.46","3997666","19519854","-5.62","133.77","-28.82","2.71","31.64","61.00","75.00","-","Auto/Truck-Original Eqp ",
"45","REMUS","Remus Pharmaceuticals Ltd","2647.00","7.00","0.27","80","5","83","B+","37","1555.49","19683","7436","-6.62","120.00","-81.17","4.27","34.56","81.00","79.00","2023-05-29","Medical-Whlsle Drg/Suppl",
"46","PDMJEPAPER","Pudumjee Paper Products","115.65","-1.57","-1.34","80","98","83","B+","35","1113.00","42053","363624","-15.27","170.72","-69.21","0.25","27.08","51.00","69.00","-","Paper & Paper Products  ",
"47","539227","Loyal Equipments","305.95","4.25","1.41","80","51","87","A","16","307.73","6158","20128","-10.54","133.88","-66.95","5.54","44.00","85.00","87.00","-","Bldg-A/C & Heating Prds ",
"48","HERITGFOOD","Heritage Foods","629.50","4.20","0.67","80","81","88","A-","63","5802.53","318406","505808","-13.45","198.76","-20.91","7.69","48.93","73.00","82.00","-","Food-Dairy Products     ",
"49","VMART","V-Mart Retail","4250.00","-190.10","-4.28","80","40","89","A","5","8785.63","154160","36273","-5.56","178.38","43.72","15.03","61.86","86.00","91.00","-","Retail-Department Stores",
"50","543244","Shine Fashions (India)","353.05","16.80","5.00","80","98","93","B+","95","94.08","699","1980","-17.48","290.99","-74.75","-3.02","101.58","54.00","87.00","2020-11-02","Apparel-Clothing Mfg    ",
"51","VINCOFE","Vintage Coffee And Beverages","140.80","7.50","5.63","80","61","96","A+","5","1395.69","100948","716963","5.07","403.02","100.61","21.93","85.26","94.00","95.00","-","Retail-Department Stores",
"52","522017","Fluidomat","640.00","-15.90","-2.42","79","97","54","B-","18","323.16","4082","6378","-15.34","83.67","-73.60","-2.78","4.01","38.00","43.00","-","Electronic-Parts        ",
"53","STYRENIX","Styrenix Performance Materials","2517.90","-21.75","-0.86","79","55","75","B","11","4466.23","118641","47119","-12.57","108.96","-55.77","-0.57","29.34","51.00","74.00","-","Chemicals-Plastics      ",
"54","GENESYS","Genesys International","731.90","-23.85","-3.16","79","74","77","B+","80","2995.34","295558","403823","-14.48","153.14","-42.99","-0.70","22.76","56.00","68.00","-","Computer-Tech Services  ",
"55","SIGNATURE","Signatureglobal (India) Ltd","1490.00","4.95","0.33","79","74","78","A-","98","20866.59","1080298","725032","-9.53","191.62","-32.60","-1.19","9.96","40.00","52.00","2023-09-27","Bldg-Resident/Comml     ",
"56","543744","Rex Sealing And Packing Industries","197.00","0.00","0.00","79","62","81","D","103","43.73","575","2920","-28.83","N/A","-31.51","N/A","N/A","36.00","82.00","2023-01-12","Machinery-Gen Industrial",
"57","531199","Glance Finance","138.75","3.80","2.82","79","61","83","B+","66","30.45","85","616","-2.02","N/A","-34.58","N/A","N/A","90.00","83.00","-","Finance-Investment Mgmt ",
"58","EMKAY","Emkay Global Finl.Svs.","272.50","5.34","2.00","79","93","90","A","93","663.57","7229","26528","2.00","208.50","-40.56","30.83","63.15","93.00","92.00","-","Finance-Invest Bnk/Bkrs ",
"59","517449","Magna Elto.Castings","899.00","-6.10","-0.67","79","91","90","A+","116","383.04","6938","7717","-2.28","133.27","-85.20","14.14","66.83","92.00","94.00","-","Steel-Producers         ",
"60","SURAJEST","Suraj Estate Developers Ltd","794.05","-6.45","-0.81","79","97","90","A+","98","3655.72","127615","160714","-6.25","212.94","362.20","3.53","61.21","75.00","91.00","2023-12-26","Bldg-Resident/Comml     ",
"61","JUBLPHARMA","Jubilant Pharmova","1172.90","-0.55","-0.05","79","59","91","A-","43","18690.83","864451","737020","-5.95","268.14","-80.93","12.67","56.40","90.00","89.00","-","Medical-Diversified     ",
"62","POWERINDIA","Hitachi Energy India","15500.00","-302.65","-1.92","79","86","93","A+","31","66974.79","728841","47022","-6.34","292.08","50.19","22.42","62.70","89.00","88.00","-","Electrical-Power/Equipmt",
"63","IWEL","Inox Wind Energy","11990.00","-53.10","-0.44","79","63","95","A+","123","14509.53","244680","20407","-13.74","412.25","-8.68","1.30","51.76","79.00","89.00","-","Energy-Alternative/Other",
"64","ARVINDFASN","Arvind Fashions","600.00","-1.90","-0.32","78","68","71","A","95","8019.96","560438","934064","-6.21","101.41","-35.31","7.93","21.83","79.00","73.00","-","Apparel-Clothing Mfg    ",
"65","BOMDYEING","Bombay Dyeing & Mnfg.","249.00","8.08","3.35","78","64","72","B+","95","4975.84","675882","2714385","-2.31","79.66","203.25","10.67","27.70","75.00","76.00","-","Apparel-Clothing Mfg    ",
"66","LUPIN","Lupin (Nse)","2180.50","4.20","0.19","78","57","75","B+","36","99270.40","3035583","1392150","-5.69","93.79","-50.25","-0.31","23.80","65.00","73.00","-","Medical-Generic Drugs   ",
"67","GENUSPOWER","Genus Power Infr.","430.00","9.35","2.22","78","79","76","B","31","12781.70","611883","1422984","-9.77","105.70","18.10","2.44","31.26","68.00","75.00","-","Electrical-Power/Equipmt",
"68","543939","Kaka Industries Ltd","315.00","19.35","6.54","78","4","80","B","72","403.86","10364","32900","5.00","99.70","550.46","8.88","37.00","80.00","83.00","2023-07-19","Metal Proc & Fabrication",
"69","TAINWALCHM","Tainwala Chpt.India","230.35","-7.47","-3.14","78","68","81","B-","11","222.69","4428","19224","-22.18","103.35","-78.41","7.09","36.83","74.00","82.00","-","Chemicals-Plastics      ",
"70","EXCELINDUS","Excel Industries","1544.90","-21.95","-1.40","78","77","83","A+","56","1969.69","94914","61437","-9.38","123.90","-76.99","2.39","40.12","72.00","82.00","-","Chemicals-Agricultural  ",
"71","544143","Royal Sense Ltd","213.85","-11.25","-5.00","78","69","84","A+","12","110.30","2019","9440","-8.26","117.42","111.86","39.13","55.66","94.00","93.00","2024-03-19","Medical-Systems/Equip   ",
"72","EFACTOR","E Factor Experiences Ltd","287.90","3.55","1.25","78","99","84","A-","34","372.16","10028","34832","-0.38","153.88","12.54","25.56","56.33","90.00","91.00","2023-10-09","Diversified Operations  ",
"73","CDSL","Central Depository Services (India)","1579.30","34.30","2.22","78","97","84","B+","47","32290.50","7657625","4848746","-5.11","144.85","20.00","7.88","38.79","82.00","83.00","2017-06-30","Financial Svcs-Specialty",
"74","543172","Cospower Engineering","456.00","-24.00","-5.00","78","57","85","A+","103","72.00","1094","2400","-15.08","139.88","66.67","39.86","60.70","96.00","95.00","2020-03-30","Machinery-Gen Industrial",
"75","KFINTECH","Kfin Technologies","1067.00","-2.30","-0.22","78","95","87","B","66","18334.86","1723833","1615589","-10.26","151.27","-73.79","3.76","40.36","78.00","83.00","2022-12-29","Finance-Investment Mgmt ",
"76","526703","Ecoplast","576.95","-4.55","-0.78","78","35","89","A","11","174.45","1313","2275","-9.85","237.30","-46.20","0.82","37.53","59.00","84.00","-","Chemicals-Plastics      ",
"77","530129","Nile","2471.25","117.65","5.00","78","85","91","A+","137","706.55","18628","7538","-11.68","256.63","9.99","2.48","46.26","66.00","86.00","-","Mining-Metal Ores       ",
"78","TIMETECHNO","Time Technoplast","453.15","-0.50","-0.11","78","84","91","A+","11","10294.63","735237","1622503","-4.40","218.02","-33.41","14.63","56.50","88.00","87.00","-","Chemicals-Plastics      ",
"79","INDRAMEDCO","Indraprastha Med. (Nse) Corp.","425.50","-7.35","-1.70","78","95","92","A-","89","3968.07","240366","564903","-12.09","190.50","-73.30","4.62","61.78","88.00","89.00","-","Medical-Hospitals       ",
"80","530585","Swastika Investmart","214.80","-1.95","-0.90","78","0","92","B+","93","320.77","7767","36158","-8.21","29.02","-63.46","-67.71","-67.43","89.00","84.00","-","Finance-Invest Bnk/Bkrs ",
"81","WOCKPHARMA","Wockhardt","1072.00","17.35","1.65","78","37","93","A+","36","16180.76","302774","282438","-4.84","394.56","30.12","5.38","51.94","78.00","89.00","-","Medical-Generic Drugs   ",
"82","NEULANDLAB","Neuland Laboratories","14190.00","-1251.15","-8.10","78","93","95","A+","43","19811.00","533629","37606","-14.13","327.60","16.04","23.23","87.10","94.00","96.00","-","Medical-Diversified     ",
"83","WEL","Wonder Electricals","1522.90","37.85","2.55","78","83","96","A-","32","1990.12","110160","72336","-5.99","466.70","-73.17","2.91","57.33","73.00","80.00","2019-08-06","Hsehold-Appliances/Wares",
"84","SHAKTIPUMP","Shakti Pumps India","4585.00","77.85","1.73","78","91","96","B+","103","9030.08","267076","58250","-10.53","385.19","-35.14","1.90","62.76","56.00","90.00","-","Machinery-Gen Industrial",
"85","504084","Kaycee Industries","4426.80","-90.30","-2.00","78","96","99","A+","31","1433.73","20855","4711","-9.60","2071.68","-93.42","34.30","218.64","97.00","99.00","-","Electrical-Power/Equipmt",
"86","531525","Ace Software Exports","405.00","1.00","0.25","78","64","99","A+","80","258.56","7959","19653","0.00","1823.81","-64.11","11.90","93.25","84.00","94.00","-","Computer-Tech Services  ",
"87","JUSTDIAL","Just Dial","1197.65","3.25","0.27","77","54","60","B-","29","10157.18","629000","525195","-14.15","71.61","-59.88","-2.98","16.58","46.00","56.00","-","Internet-Content        ",
"88","ALKEM","Alkem Laboratories","6154.00","131.00","2.17","77","90","67","B+","43","72014.00","1571165","255308","-4.44","71.60","-0.74","-0.53","13.13","59.00","62.00","-","Medical-Diversified     ",
"89","ROCKINGDCE","Rockingdeals Circular Economy Ltd","582.90","-7.50","-1.27","77","81","68","B","152","334.11","18131","31105","-15.21","130.63","-61.42","-5.33","7.96","24.00","48.00","2023-11-30","Transport-Air Freight   ",
"90","538564","James Warren Tea James Warren Tea","330.00","10.05","3.14","77","49","72","A","120","118.38","3197","9688","-10.63","53.01","-65.15","6.60","28.87","83.00","81.00","-","Agricultural Operations ",
"91","CARTRADE","Cartrade Tech","1045.00","29.15","2.87","77","28","73","A-","24","4804.97","425883","407544","0.30","65.99","7.51","9.97","25.75","82.00","71.00","2021-08-20","Retail-Internet         ",
"92","ADFFOODS","Adf Foods","307.00","-1.10","-0.36","77","87","77","B","126","3384.91","286369","932798","-5.39","47.34","-58.54","16.01","44.18","86.00","82.00","-","Food-Misc Preparation   ",
"93","543787","Macfos","799.00","-15.00","-1.84","77","99","83","C+","24","766.54","10949","13704","-18.39","193.76","-43.08","-0.10","30.11","58.00","71.00","2023-03-01","Retail-Internet         ",
"94","523676","Golkunda Dias.& Jewelr.","280.80","-1.30","-0.46","77","99","84","A+","104","196.45","2889","10290","-7.60","187.86","-17.27","16.36","44.71","89.00","87.00","-","Retail/Whlsle-Jewelry   ",
"95","PRUDENT","Prudent Corporate Advisory Services","2684.55","110.40","4.29","77","95","85","A","66","10658.78","277217","103264","-5.71","135.39","-70.61","5.50","44.88","72.00","85.00","2022-05-20","Finance-Investment Mgmt ",
"96","543578","Olatech Solutions","230.00","5.40","2.40","77","98","85","B","118","97.23","5595","24327","-19.06","173.64","-84.79","2.84","32.39","76.00","82.00","2022-08-29","Computer Sftwr-Enterprse",
"97","ABREL","Aditya Birla Real Estate Ltd","3039.95","183.95","6.44","77","47","87","A+","35","31900.38","1658141","545450","2.46","172.92","81.84","12.13","42.99","83.00","81.00","-","Paper & Paper Products  ",
"98","533018","Simplex Mills","6078.55","-124.05","-2.00","77","26","88","A-","95","18.61","128","21","-17.70","N/A","-76.19","N/A","N/A","89.00","88.00","-","Apparel-Clothing Mfg    ",
"99","533019","Simplex Papers","2621.50","-53.50","-2.00","77","33","89","A+","35","8.03","204","78","-28.43","N/A","-94.87","N/A","N/A","81.00","81.00","-","Paper & Paper Products  ",
"100","EMSLIMITED","Ems Ltd","866.00","7.35","0.86","77","92","89","A+","16","4768.17","409254","472580","-7.38","209.93","23.74","5.35","45.42","74.00","88.00","2023-09-21","Bldg-A/C & Heating Prds ",
"101","511768","Master Trust","947.95","3.60","0.38","77","98","89","B+","93","2120.35","26107","27540","-8.41","214.78","-63.61","5.27","33.32","77.00","70.00","-","Finance-Invest Bnk/Bkrs ",
"102","SHAILY","Shaily Engineering Plastics","941.00","-3.20","-0.34","77","92","90","A","11","4330.86","188592","200417","-13.75","189.21","-69.67","-3.52","48.67","53.00","74.00","-","Chemicals-Plastics      ",
"103","RBMINFRA","Rbm Infracon","850.00","0.00","0.00","77","83","90","B-","70","858.75","48651","57236","-18.97","306.70","-71.35","2.79","34.95","86.00","85.00","2023-01-04","Oil&Gas-Field Services  ",
"104","526479","Sky Industries","172.00","-0.50","-0.29","77","93","91","A","95","136.12","5214","30315","-12.27","196.39","-49.70","20.61","68.96","92.00","92.00","-","Apparel-Clothing Mfg    ",
"105","TECHNOE","Techno Elec.& Engr.Co.","1730.00","-36.00","-2.04","77","89","91","A+","117","20538.58","290079","167676","-5.05","267.92","-38.15","7.95","47.62","76.00","84.00","-","Bldg-Heavy Construction ",
"106","524136","Pee Cee Cosma Sope","848.00","-19.70","-2.27","77","78","92","A+","54","229.59","5926","6988","-13.35","187.18","-86.23","33.29","85.92","96.00","95.00","-","Soap & Clng Preparatns  ",
"107","SOLEX","Solex Energy","1451.05","-4.95","-0.34","77","66","93","B-","74","1572.92","43125","29720","-15.49","338.55","-27.66","3.50","48.02","71.00","81.00","2018-02-05","Energy-Solar            ",
"108","BASF","Basf India (Nse)","8008.00","-244.45","-2.96","77","80","94","A+","83","35721.56","613917","76663","-8.48","239.61","-57.89","15.25","71.14","88.00","93.00","-","Chemicals-Specialty     ",
"109","WABAG","Va Tech Wabag","1897.10","119.20","6.70","77","47","94","A+","6","11056.76","996905","525489","3.80","304.02","260.42","25.67","70.99","91.00","92.00","-","Utility-Water Supply    ",
"110","RSSOFTWARE","Rs Software (India)","280.00","6.45","2.36","77","78","95","B","40","703.24","22506","80380","-23.74","410.83","-44.01","-5.05","27.28","50.00","55.00","-","Computer Sftwr-Desktop  ",
"111","531688","Prithvi Exchange India","457.70","-9.30","-1.99","77","80","96","B","93","385.27","3794","8289","-12.40","572.91","-93.05","8.15","62.28","88.00","89.00","-","Finance-Invest Bnk/Bkrs ",
"112","517035","RIR Power Electronics","3430.00","-53.30","-1.53","77","96","97","A","13","2562.66","67297","19620","-29.69","514.61","-55.80","13.63","92.85","92.00","95.00","-","Elec-Semiconductor Mfg  ",
"113","508941","Panasonic Carbon India","635.00","-2.40","-0.38","76","78","67","A","31","305.95","7628","12013","-14.07","55.27","-87.30","-0.85","18.38","65.00","68.00","-","Electrical-Power/Equipmt",
"114","PFIZER","Pfizer (Nse)","5690.00","-98.40","-1.70","76","80","68","B","43","26480.77","338436","59479","-11.80","50.82","-56.06","-0.84","18.85","61.00","68.00","-","Medical-Diversified     ",
"115","AUROPHARMA","Aurobindo Pharma","1470.50","1.85","0.13","76","72","68","C-","36","85299.49","2012228","1368397","-7.63","75.96","-68.02","-2.88","17.72","48.00","63.00","-","Medical-Generic Drugs   ",
"116","501148","Dalal Street Invs.","567.05","11.10","2.00","76","32","70","B-","66","17.51","72","127","-7.76","N/A","-21.26","N/A","N/A","80.00","68.00","-","Finance-Investment Mgmt ",
"117","ASHOKA","Ashoka Buildcon","247.00","-2.69","-1.08","76","96","73","A-","117","7009.37","572603","2318232","-13.25","106.78","-42.36","3.34","23.93","62.00","70.00","-","Bldg-Heavy Construction ",
"118","ARTEMISMED","Artemis Medicare Services","275.15","-4.25","-1.52","76","94","76","A-","89","3844.60","66361","241182","-9.70","105.29","-64.23","2.42","35.63","68.00","82.00","2017-07-20","Medical-Hospitals       ",
"119","524202","Lactose India","174.05","-3.05","-1.72","76","98","76","B+","43","222.95","2771","15921","-12.98","213.28","31.15","12.29","16.78","78.00","64.00","-","Medical-Diversified     ",
"120","JINDALSAW","Jindal Saw (Nse)","365.20","-1.10","-0.30","76","88","78","B","116","23425.18","806325","2207900","-4.86","122.00","-49.31","5.02","29.94","78.00","77.00","-","Steel-Producers         ",
"121","HPL","Hpl Electric & Power","534.50","-1.00","-0.19","76","97","82","A-","31","3443.27","155891","291657","-22.98","199.16","-57.94","-9.31","22.35","13.00","63.00","-","Electrical-Power/Equipmt",
"122","505712","Him Teknoforge","240.55","-4.90","-2.00","76","62","83","A+","51","213.34","4677","19442","-9.04","140.64","-96.94","5.28","37.94","78.00","87.00","-","Auto/Truck-Original Eqp ",
"123","GREENPLY","Greenply Industries","390.00","1.25","0.32","76","86","83","A-","45","4810.66","140603","360521","-5.33","161.17","-33.00","1.74","30.96","70.00","76.00","-","Bldg-Wood Prds          ",
"124","PROV","Proventus Agrocom Ltd","1725.00","55.00","3.29","76","98","83","B+","120","573.64","3207","1859","-8.73","83.92","-39.75","4.30","41.85","81.00","87.00","2023-06-05","Agricultural Operations ",
"125","EMKAYTOOLS","Emkay Taps","1136.00","-24.00","-2.07","76","97","83","B-","18","1237.84","2311","2034","-7.27","136.73","-11.50","22.85","47.30","90.00","85.00","-","Electronic-Parts        ",
"126","509597","Hardcastle & Waud","1094.00","29.55","2.78","76","97","84","B-","83","72.28","321","293","-19.25","N/A","-17.06","N/A","N/A","73.00","78.00","-","Chemicals-Specialty     ",
"127","PRIMESECU","Prime Securities","331.50","4.10","1.25","76","68","86","B+","93","1098.36","30319","91459","0.47","148.41","165.50","15.34","50.45","87.00","88.00","-","Finance-Invest Bnk/Bkrs ",
"128","KICL","Kalyani Investment","7466.20","355.50","5.00","76","77","87","A+","66","3103.82","16291","2182","4.75","188.58","624.47","16.51","46.37","84.00","85.00","-","Finance-Investment Mgmt ",
"129","KIRLPNU","Kirloskar Pneumatic","1439.50","-53.25","-3.57","76","91","88","B","103","9679.14","169415","117690","-7.28","175.44","39.33","71.72","118.47","82.00","82.00","-","Machinery-Gen Industrial",
"130","EPIGRAL","Epigral Ltd","2200.00","-3.65","-0.17","76","89","89","A","83","9156.17","365541","166155","-8.59","152.68","-58.44","7.99","52.19","82.00","87.00","2021-08-18","Chemicals-Specialty     ",
"131","539176","Hawa Engineers Dt","259.05","-13.10","-4.81","76","67","90","A-","72","95.96","1973","7616","-23.36","198.41","-11.21","47.98","61.56","96.00","91.00","-","Metal Proc & Fabrication",
"132","ZENTEC","Zen Technologies","1905.00","7.35","0.39","76","57","91","A-","101","15948.61","876988","460361","-4.64","191.95","-34.31","10.03","59.13","82.00","90.00","-","Aerospace/Defense       ",
