Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"13","DIXON","Dixon Technologies (India)","15296.75","388.75","2.61","84","95","92","B+","29","89205.00","8911963","582605","-1.94","193.70","-32.91","9.51","59.10","86.00","88.00","2017-09-18","Hsehold-Appliances/Wares",
"14","GET&D","Ge T&D India","1744.20","-2.70","-0.15","84","76","95","B-","42","44728.85","722479","414218","-11.42","400.54","-8.83","2.75","38.06","69.00","81.00","-","Electrical-Power/Equipmt",
"15","BLUESTARCO","Blue Star","1891.05","-19.00","-0.99","83","93","81","B","19","36792.91","953895","504426","-14.03","134.65","-14.10","1.98","25.11","75.00","74.00","-","Bldg-A/C & Heating Prds ",
"16","ARIHANTACA","Arihant Academy","216.85","0.00","0.00","83","63","82","A","10","131.30","2831","13056","-7.72","106.52","-44.85","15.29","37.00","91.00","90.00","2022-12-29","Consumer Svcs-Education ",
"17","HIRECT","Hind Rectifiers","996.20","-52.30","-4.99","83","70","88","A-","12","1796.92","52771","52972","-17.50","158.76","14.67","16.03","45.00","91.00","89.00","-","Elec-Misc Products      ",
"18","STAR","Strides Pharma Science","1558.00","4.25","0.27","83","64","93","A+","30","14287.97","599148","384562","-6.99","232.71","-13.03","11.84","58.01","90.00","92.00","-","Medical-Generic Drugs   ",
"19","INDOTECH","Indo Tech Transformers","2191.95","-88.95","-3.90","83","97","93","A-","42","2422.32","35426","16162","-16.48","378.78","23.45","14.31","48.35","85.00","84.00","-","Electrical-Power/Equipmt",
"20","543620","Insolation Energy","3460.00","-51.15","-1.46","83","99","97","A","71","7314.43","90292","26096","-13.06","575.22","-60.91","-1.03","50.09","72.00","86.00","2022-10-10","Energy-Solar            ",
"21","VOLTAS","Voltas (Nse)","1791.00","-3.65","-0.20","82","50","82","A-","29","59382.28","3562908","1989340","-7.91","121.26","-48.46","0.19","28.01","76.00","76.00","-","Hsehold-Appliances/Wares",
"22","ZOMATO","Zomato","264.00","7.65","2.98","82","76","85","B","24","226469.20","14968986","56700704","-11.48","153.19","184.95","-4.45","26.33","57.00","74.00","2021-07-23","Retail-Internet         ",
"23","543619","Concord Control Systems","1620.70","77.15","5.00","82","99","90","B+","12","923.35","18046","11135","-21.40","186.91","-34.89","-10.57","43.98","66.00","91.00","2022-10-10","Elec-Misc Products      ",
"24","SMSLIFE","Sms Lifesciences India","1428.00","64.80","4.75","82","74","93","A-","43","412.09","10123","7089","-18.38","188.45","-91.61","-7.48","52.26","80.00","90.00","-","Medical-Diversified     ",
"25","543244","Shine Fashions (India)","362.60","-7.40","-2.00","82","98","94","B+","93","103.53","725","2000","-15.25","330.23","-75.00","6.71","117.73","84.00","93.00","2020-11-02","Apparel-Clothing Mfg    ",
"26","LUPIN","Lupin (Nse)","2070.00","-62.05","-2.91","81","57","77","B","30","97251.97","2425106","1171549","-10.47","89.85","-43.51","-2.61","20.45","66.00","75.00","-","Medical-Generic Drugs   ",
"27","AJMERA","Ajmera Real.& Infra Ida. (Nse)","901.95","56.55","6.69","81","87","84","B+","88","3059.93","138471","153524","-4.40","158.12","66.85","20.50","27.73","91.00","81.00","-","Bldg-Resident/Comml     ",
"28","VOLTAMP","Voltamp Transformers","12900.00","254.00","2.01","81","95","85","B-","42","12793.96","253253","19632","-12.84","196.45","-10.58","-7.15","16.92","43.00","60.00","-","Electrical-Power/Equipmt",
"29","SYMPHONY","Symphony","1670.00","35.45","2.17","81","89","87","A+","29","11224.62","354042","212001","-11.22","99.34","-40.35","0.70","39.70","84.00","85.00","-","Hsehold-Appliances/Wares",
"30","HERITGFOOD","Heritage Foods","594.80","-31.30","-5.00","81","81","89","B+","69","5809.96","303973","511051","-18.22","199.14","159.25","6.93","47.05","80.00","86.00","-","Food-Dairy Products     ",
"31","KICL","Kalyani Investment","7793.05","-410.15","-5.00","81","77","92","A+","76","3580.70","31250","4010","-5.33","232.92","382.09","31.61","66.52","94.00","93.00","-","Finance-Investment Mgmt ",
"32","517370","Incap","106.60","-5.60","-4.99","81","87","92","A+","22","57.59","734","6883","-13.19","191.43","18.61","39.76","63.87","96.00","93.00","-","Electronic-Parts        ",
"33","JUBLPHARMA","Jubilant Pharmova","1139.15","11.80","1.05","81","59","92","B+","43","17956.54","818918","718885","-8.66","253.68","-86.83","6.34","48.48","86.00","89.00","-","Medical-Diversified     ",
"34","505978","Triton Valves","5000.00","-0.25","-0.01","81","67","94","A-","52","592.03","7780","1556","-10.31","244.84","-74.68","5.15","54.03","88.00","91.00","-","Auto/Truck-Original Eqp ",
"35","504080","Jsl Industries","2743.55","0.00","0.00","81","98","96","A+","42","322.09","433","158","-1.95","N/A","-93.67","N/A","N/A","92.00","95.00","-","Electrical-Power/Equipmt",
"36","MOTHERSON","Samvardhana Motherson International","197.00","3.51","1.81","80","86","80","A-","52","136145.27","3809850","19339342","-9.21","122.91","-29.22","-2.52","24.38","54.00","72.00","-","Auto/Truck-Original Eqp ",
"37","523676","Golkunda Dias.& Jewelr.","256.50","-3.20","-1.23","80","99","82","A","89","180.85","2652","10338","-15.60","165.00","-57.90","5.48","31.91","85.00","84.00","-","Retail/Whlsle-Jewelry   ",
"38","539227","Loyal Equipments","259.75","-15.55","-5.65","80","51","84","A-","19","280.81","4800","18481","-24.05","113.41","33.60","-5.40","30.51","73.00","84.00","-","Bldg-A/C & Heating Prds ",
"39","505299","KPT Industries","1178.00","48.40","4.28","80","93","90","B","87","384.06","5230","4440","-13.38","237.14","-72.91","-5.27","35.26","72.00","81.00","-","Machinery-Tools & Rel   ",
"40","SHAKTIPUMP","Shakti Pumps India","4470.00","180.05","4.20","80","91","95","B+","120","8594.91","247097","55279","-12.78","361.81","5.54","-2.87","52.09","54.00","89.00","-","Machinery-Gen Industrial",
"41","BFINVEST","Bf Investment","719.80","-7.50","-1.03","79","97","71","A-","76","2739.59","104612","145335","-11.44","62.71","77.38","17.90","23.77","89.00","79.00","-","Finance-Investment Mgmt ",
"42","GENUSPOWER","Genus Power Infr.","395.35","1.10","0.28","79","80","72","B+","42","11979.52","550380","1392133","-17.04","92.79","-62.39","-4.60","22.00","63.00","72.00","-","Electrical-Power/Equipmt",
"43","SIGNATURE","Signatureglobal (India) Ltd","1430.00","-1.35","-0.09","79","74","78","A-","88","20112.04","1023420","715678","-13.18","179.02","-51.71","-4.96","5.33","41.00","50.00","2023-09-27","Bldg-Resident/Comml     ",
"44","ABB","ABB India","7706.00","-471.55","-5.77","79","93","79","B","42","173288.83","2193051","284590","-15.78","112.40","94.50","2.56","16.84","72.00","57.00","-","Electrical-Power/Equipmt",
"45","543744","Rex Sealing And Packing Industries","194.00","3.95","2.08","79","63","81","D+","120","42.19","586","3020","-29.91","N/A","-66.89","N/A","N/A","37.00","83.00","2023-01-12","Machinery-Gen Industrial",
"46","544143","Royal Sense Ltd","210.00","6.75","3.32","79","69","82","A-","8","99.59","1999","9520","-9.91","96.32","-57.98","23.92","39.57","92.00","89.00","2024-03-19","Medical-Systems/Equip   ",
"47","REMUS","Remus Pharmaceuticals Ltd","2481.80","-67.90","-2.66","79","5","82","B+","41","1502.28","18072","7282","-12.45","112.48","-32.71","-0.56","29.24","76.00","81.00","2023-05-29","Medical-Whlsle Drg/Suppl",
"48","542668","Evans Electric","312.00","-28.60","-8.40","79","97","82","B+","120","93.46","1154","3700","-22.21","140.54","8.11","13.46","28.42","87.00","78.00","2019-05-13","Machinery-Gen Industrial",
"49","AMBER","Amber Enterprises India","6320.00","627.55","11.02","79","58","83","A-","29","19226.82","3292575","520977","-2.53","101.43","545.29","21.38","38.49","91.00","87.00","2018-01-30","Hsehold-Appliances/Wares",
"50","509597","Hardcastle & Waud","1010.00","-9.65","-0.95","79","97","85","B-","77","69.23","233","231","-25.45","N/A","3.46","N/A","N/A","74.00","74.00","-","Chemicals-Specialty     ",
"51","PRUDENT","Prudent Corporate Advisory Services","2679.95","86.65","3.34","79","95","87","B+","76","10738.08","265591","99103","-5.87","137.15","-46.11","5.26","44.18","82.00","86.00","2022-05-20","Finance-Investment Mgmt ",
"52","TORNTPOWER","Torrent Power","1959.00","6.45","0.33","79","72","88","A","96","93842.87","1916748","978432","-3.83","182.18","31.57","8.35","33.04","83.00","79.00","-","Utility-Electric Power  ",
"53","NUVAMA","Nuvama Wealth Management Ltd","6883.00","260.45","3.93","79","62","88","B","76","23653.76","995309","144604","-6.93","169.03","21.00","0.46","29.24","76.00","76.00","-","Finance-Investment Mgmt ",
"54","SURAJEST","Suraj Estate Developers Ltd","731.00","-1.45","-0.20","79","97","89","A+","88","3499.13","128328","175551","-13.70","186.34","-21.56","-5.82","45.83","60.00","89.00","2023-12-26","Bldg-Resident/Comml     ",
"55","VMART","V-Mart Retail","4326.00","76.90","1.81","79","40","89","B","5","8407.69","147664","34134","-3.87","166.40","-59.09","8.90","53.01","85.00","90.00","-","Retail-Department Stores",
"56","WOMANCART","Womancart Ltd","303.90","0.00","0.00","79","83","90","B+","59","150.43","817","2688","-7.88","206.97","19.05","2.55","61.77","77.00","92.00","2023-10-27","Cosmetics/Personal Care ",
"57","POWERINDIA","Hitachi Energy India","13800.00","-80.55","-0.58","79","86","91","A-","42","58828.55","656080","47542","-16.62","244.39","-0.40","5.67","40.86","78.00","82.00","-","Electrical-Power/Equipmt",
"58","DPABHUSHAN","D P Abhushan","1856.05","37.70","2.07","79","96","93","B+","89","4111.47","182556","98357","-3.68","252.70","-39.35","16.42","56.39","91.00","88.00","2017-10-23","Retail/Whlsle-Jewelry   ",
"59","MOTILALOFS","Motilal Oswal Finl.Svs.","950.00","22.85","2.46","79","98","94","B","103","55496.79","2360004","2484215","-10.71","311.13","8.74","21.71","61.99","93.00","91.00","-","Finance-Invest Bnk/Bkrs ",
"60","RSSOFTWARE","Rs Software (India)","267.65","12.40","4.86","79","78","95","B-","32","656.20","20808","77744","-27.10","376.66","-50.52","-11.24","17.06","31.00","48.00","-","Computer Sftwr-Desktop  ",
"61","WEL","Wonder Electricals","1508.00","5.50","0.37","79","83","96","A-","29","2013.50","103040","68329","-6.91","473.36","-56.68","4.14","56.44","81.00","85.00","2019-08-06","Hsehold-Appliances/Wares",
"62","517035","RIR Power Electronics","3580.65","170.50","5.00","79","96","97","A","20","2508.85","71735","20034","-26.60","498.32","-39.10","8.08","84.80","92.00","94.00","-","Elec-Semiconductor Mfg  ",
"63","513472","Simplex Castings","337.00","-0.50","-0.15","79","70","97","A-","123","242.93","2668","7916","-5.04","625.81","-60.27","14.04","77.33","91.00","92.00","-","Steel-Producers         ",
"64","ARVINDFASN","Arvind Fashions","576.00","14.65","2.61","78","68","70","A","93","7479.82","531836","923327","-9.96","87.84","-54.54","-0.44","13.02","72.00","68.00","-","Apparel-Clothing Mfg    ",
"65","NAUKRI","Info Edge (India) (Nse)","7850.00","200.95","2.63","78","57","76","A-","27","99119.45","1717753","218822","-7.34","92.57","53.59","-1.80","20.19","61.00","69.00","-","Internet-Content        ",
"66","WHIRLPOOL","Whirlpool Of India (Nse)","2275.00","-73.65","-3.14","78","60","77","A-","29","29797.79","543238","238786","-7.13","98.01","12.42","7.52","37.50","79.00","83.00","-","Hsehold-Appliances/Wares",
"67","538564","James Warren Tea James Warren Tea","328.50","-3.40","-1.02","78","49","78","A-","140","122.80","3066","9334","-11.04","58.73","-17.10","8.54","33.06","89.00","86.00","-","Agricultural Operations ",
"68","PITTIENG","Pitti Engineering","1270.00","-22.25","-1.72","78","95","84","B","42","4582.97","92149","72558","-12.87","107.42","-34.08","-2.39","31.66","66.00","77.00","-","Electrical-Power/Equipmt",
"69","EMSLIMITED","Ems Ltd","791.00","6.80","0.87","78","92","86","A-","19","4354.74","341397","431602","-15.40","183.05","-26.86","-3.65","31.50","63.00","83.00","2023-09-21","Bldg-A/C & Heating Prds ",
"70","526703","Ecoplast","583.00","0.85","0.15","78","35","89","A","16","174.65","1295","2222","-8.91","237.67","-35.33","0.77","36.44","72.00","84.00","-","Chemicals-Plastics      ",
"71","SHILPAMED","Shilpa Medicare Limited","811.00","16.20","2.04","78","76","89","A-","43","7772.43","284354","350621","-15.48","167.79","-59.43","-1.14","39.25","73.00","83.00","-","Medical-Diversified     ",
"72","BASF","Basf India (Nse)","7594.85","302.05","4.14","78","80","92","A-","77","31567.61","355720","46837","-13.20","197.79","-41.52","1.50","49.10","78.00","87.00","-","Chemicals-Specialty     ",
"73","AUROPHARMA","Aurobindo Pharma","1429.55","-18.05","-1.25","77","72","69","D+","30","84076.90","1818772","1272269","-10.20","73.44","-51.03","-4.25","15.51","55.00","67.00","-","Medical-Generic Drugs   ",
"74","CARTRADE","Cartrade Tech","1000.00","18.70","1.91","77","28","73","A","24","4641.55","413195","413195","-5.18","58.31","-59.10","5.45","20.82","80.00","75.00","2021-08-20","Retail-Internet         ",
"75","VHL","Vardhman Holdings","4440.00","-131.55","-2.88","77","53","74","B-","117","1459.24","16708","3763","-18.96","88.52","149.85","11.21","29.44","85.00","83.00","-","Finance-Consumer Loans  ",
"76","OBEROIRLTY","Oberoi Realty","1975.00","24.55","1.26","77","96","75","A-","122","70918.75","1781397","901973","-4.37","85.56","-8.20","6.90","19.24","80.00","71.00","-","Real Estate Dvlpmt/Ops  ",
"77","531199","Glance Finance","131.30","5.15","4.08","77","61","78","B","76","28.46","72","551","-9.82","N/A","-98.19","N/A","N/A","88.00","82.00","-","Finance-Investment Mgmt ",
"78","539176","Hawa Engineers Dt","227.60","-9.60","-4.05","77","68","84","B+","66","83.64","1759","7729","-32.66","160.09","-81.72","25.26","39.45","93.00","87.00","-","Metal Proc & Fabrication",
"79","544001","Sunita Tools Ltd","459.00","0.00","0.00","77","67","84","E","175","258.19","5609","12220","-51.17","293.99","18.66","-27.08","-1.24","1.00","17.00","2023-10-11","Elec-Scientific/Msrng   ",
"80","539495","Rajkot Investment Trust","71.09","3.38","4.99","77","63","86","A+","76","6.77","431","6068","3.51","N/A","52.42","N/A","N/A","97.00","94.00","-","Finance-Investment Mgmt ",
"81","KIRLPNU","Kirloskar Pneumatic","1346.80","-18.00","-1.32","77","91","86","C","120","8849.50","168377","125020","-13.25","151.83","-43.09","48.75","96.27","69.00","75.00","-","Machinery-Gen Industrial",
"82","SMSPHARMA","Sms Pharmaceuticals","304.00","13.65","4.70","77","66","86","C+","30","2457.87","146168","480815","-23.62","159.59","-47.36","-14.50","25.56","25.00","71.00","-","Medical-Generic Drugs   ",
"83","ABREL","Aditya Birla Real Estate Ltd","2832.70","95.20","3.48","77","46","87","A","35","30576.78","1625307","573766","-9.79","161.60","-22.44","5.57","35.34","83.00","80.00","-","Paper & Paper Products  ",
"84","FOCE","Foce India","1640.00","0.00","0.00","77","99","90","A","89","802.45","2834","1728","-8.89","134.29","-88.43","2.55","54.40","86.00","91.00","2021-12-28","Retail/Whlsle-Jewelry   ",
"85","ZENTEC","Zen Technologies","1777.10","20.15","1.15","77","57","90","B+","116","14766.11","785675","442111","-11.04","170.30","-23.16","1.33","45.40","75.00","88.00","-","Aerospace/Defense       ",
"86","GANECOS","Ganesha Ecosphere","2116.95","-76.00","-3.47","77","78","91","A-","93","5558.47","222911","105298","-13.15","170.35","82.21","13.21","62.00","91.00","92.00","-","Apparel-Clothing Mfg    ",
"87","531398","Sce.Ntfd.& Herbal Spp.","244.10","-4.95","-1.99","77","48","94","A","30","160.31","1918","7859","-9.51","219.29","-97.18","17.31","85.50","91.00","96.00","-","Medical-Generic Drugs   ",
"88","537669","Laxmipati Engineering Works","153.44","0.00","0.00","77","63","94","A+","57","88.26","608","3960","0.00","166.85","506.06","117.12","178.85","98.00","97.00","-","Transportation-Equip Mfg",
"89","506003","Sudal Industries","64.68","0.68","1.06","77","64","94","A+","14","53.55","515","7960","-4.87","456.52","9.75","8.17","32.95","86.00","86.00","-","Metal Prds-Distributor  ",
"90","PGEL","Pg Electroplast","587.40","15.50","2.71","77","99","95","A-","16","14962.85","881343","1500413","-15.36","289.83","-37.22","-1.32","71.97","83.00","95.00","-","Chemicals-Plastics      ",
"91","VINCOFE","Vintage Coffee And Beverages","129.00","-2.07","-1.58","77","61","96","A+","5","1610.63","94296","730976","-9.79","394.60","-39.22","19.89","82.16","94.00","95.00","-","Retail-Department Stores",
"92","531169","Skp Securities","264.65","-13.90","-4.99","77","99","97","A+","103","189.67","4104","15507","-18.57","356.27","-71.01","59.64","115.49","98.00","97.00","-","Finance-Invest Bnk/Bkrs ",
"93","WELINV","Welspun Invest & Coml.","925.10","-12.45","-1.33","76","82","71","B-","76","342.58","1796","1941","-17.70","64.48","-42.30","-4.83","15.23","66.00","69.00","-","Finance-Investment Mgmt ",
"94","ADFFOODS","Adf Foods","288.10","6.25","2.22","76","88","72","B","119","3096.52","272437","945632","-11.22","34.79","-49.94","4.46","30.46","83.00","76.00","-","Food-Misc Preparation   ",
"95","501148","Dalal Street Invs.","601.65","11.75","1.99","76","32","76","B+","76","18.58","72","120","-2.13","N/A","90.00","N/A","N/A","89.00","81.00","-","Finance-Investment Mgmt ",
"96","JINDALSAW","Jindal Saw (Nse)","330.00","-3.00","-0.90","76","88","77","C","123","21295.62","718032","2175856","-14.03","101.82","-24.94","-4.95","17.29","56.00","67.00","-","Steel-Producers         ",
"97","ARTEMISMED","Artemis Medicare Services","277.75","7.90","2.93","76","94","79","B+","74","3713.19","64091","230752","-8.84","98.27","-38.80","-1.65","30.00","68.00","81.00","2017-07-20","Medical-Hospitals       ",
"98","543939","Kaka Industries Ltd","303.80","8.80","2.98","76","5","80","B","66","402.97","11654","38360","-7.38","99.26","-40.04","7.44","35.45","84.00","86.00","2023-07-19","Metal Proc & Fabrication",
"99","505712","Him Teknoforge","215.05","-9.15","-4.08","76","62","81","A","52","194.88","3954","18385","-18.68","119.80","-38.89","-4.51","25.41","67.00","84.00","-","Auto/Truck-Original Eqp ",
"100","GREENPLY","Greenply Industries","373.70","9.45","2.59","76","86","82","B+","37","4507.48","130908","350303","-9.29","144.71","-36.41","-4.77","21.84","59.00","75.00","-","Bldg-Wood Prds          ",
"101","PROV","Proventus Agrocom Ltd","1600.00","-25.00","-1.54","76","98","83","B","140","558.19","2442","1526","-15.34","78.96","-16.12","-0.20","36.96","79.00","87.00","2023-06-05","Agricultural Operations ",
"102","526237","Morgan Ventures","72.65","1.08","1.51","76","70","84","B","76","70.85","1094","15065","-9.05","134.20","-44.76","15.56","42.32","91.00","87.00","-","Finance-Investment Mgmt ",
"103","543172","Cospower Engineering","490.50","22.50","4.81","76","57","85","A","120","70.20","1177","2400","-8.66","133.88","-58.33","32.42","55.17","96.00","94.00","2020-03-30","Machinery-Gen Industrial",
"104","GLENMARK","Glenmark Pharms. (Nse)","1682.00","-0.25","-0.01","76","33","85","A-","30","47471.08","1927696","1146074","-8.14","132.97","-64.89","-0.50","36.75","71.00","82.00","-","Medical-Generic Drugs   ",
"105","KFINTECH","Kfin Technologies","996.00","18.60","1.90","76","96","85","B-","76","16759.09","1321865","1327174","-16.23","129.68","-32.10","-5.62","26.94","68.00","77.00","2022-12-29","Finance-Investment Mgmt ",
"106","532067","3B BlackBio Dx Ltd","1373.50","-0.45","-0.03","76","82","86","A-","70","1179.26","8902","6481","-11.39","108.17","26.29","-0.84","34.79","76.00","85.00","-","Chemicals-Agricultural  ",
"107","531215","R T S Power Corporation","301.65","-15.85","-4.99","76","47","87","A-","42","291.12","9919","32882","-17.58","136.85","-49.58","14.97","46.21","91.00","89.00","-","Electrical-Power/Equipmt",
"108","533019","Simplex Papers","2468.00","-49.75","-1.98","76","33","88","A","35","7.55","185","75","-32.62","N/A","-98.67","N/A","N/A","81.00","80.00","-","Paper & Paper Products  ",
"109","UNICHEMLAB","Unichem Laboratories","803.00","-52.75","-6.16","76","27","88","A+","43","6024.99","88234","109881","-11.63","114.47","206.25","35.31","54.56","95.00","92.00","-","Medical-Diversified     ",
"110","SILINV","Sil Investments","716.45","-73.10","-9.26","76","54","88","B+","76","836.61","24492","34185","-21.27","154.69","348.02","32.49","50.97","94.00","91.00","-","Finance-Investment Mgmt ",
"111","517449","Magna Elto.Castings","850.00","12.05","1.44","76","91","89","A+","123","354.62","4220","4965","-7.60","115.97","-41.13","3.62","52.82","91.00","91.00","-","Steel-Producers         ",
"112","UNIVASTU","Univastu India","239.20","-12.59","-5.00","76","87","90","A-","128","286.16","29701","124170","-13.36","156.93","-65.67","19.44","44.53","91.00","87.00","-","Bldg-Heavy Construction ",
"113","INDRAMEDCO","Indraprastha Med. (Nse) Corp.","401.00","5.55","1.40","76","95","91","B+","74","3625.21","188155","469215","-17.15","165.40","-54.53","-5.63","45.89","83.00","86.00","-","Medical-Hospitals       ",
"114","ANANTRAJ","Anant Raj","693.00","3.95","0.57","76","94","92","A","122","23558.00","1212941","1750275","-12.97","213.20","-22.54","4.23","52.42","84.00","90.00","-","Real Estate Dvlpmt/Ops  ",
"115","DHUNINV","Dhunseri Investments","2165.00","-85.60","-3.80","76","37","92","A","76","1372.19","32618","15066","-18.87","173.13","-84.21","9.35","54.58","91.00","93.00","-","Finance-Investment Mgmt ",
"116","530643","Eco Recycling","903.00","22.50","2.56","76","97","92","B","56","1699.10","30646","33938","-25.69","268.10","-20.66","-10.27","33.42","55.00","82.00","-","Pollution Control       ",
"117","IRIS","Iris Business Services","326.40","-4.15","-1.26","76","98","93","A","32","657.96","8236","25234","-15.79","244.32","-54.45","9.73","59.23","84.00","91.00","2017-10-11","Computer Sftwr-Desktop  ",
"118","WOCKPHARMA","Wockhardt","1070.65","50.95","5.00","76","37","94","A","30","15644.54","303153","283149","-4.96","378.17","78.84","1.10","45.04","78.00","88.00","-","Medical-Generic Drugs   ",
"119","521244","MKP Mobility Ltd","250.00","5.00","2.04","76","60","95","E","93","83.57","60","238","-28.28","N/A","-53.36","N/A","N/A","23.00","35.00","-","Apparel-Clothing Mfg    ",
"120","505690","Brady & Morris Engr.","2224.75","-45.40","-2.00","76","93","96","A+","120","510.78","3500","1573","-11.41","431.09","-91.10","33.93","93.78","97.00","96.00","-","Machinery-Gen Industrial",
"121","502901","Jamshri Realty","180.80","-3.65","-1.98","76","51","96","B-","93","128.88","4245","23479","-38.85","410.80","-91.86","-18.16","61.13","34.00","91.00","-","Apparel-Clothing Mfg    ",
"122","531395","Padam Cotton Yarns","153.05","3.00","2.00","76","65","98","A+","63","58.11","8165","53351","2.00","368.61","-80.43","55.53","157.14","98.00","99.00","-","Retail-Apparel/Shoes/Acc",
"123","504084","Kaycee Industries","4166.55","-85.00","-2.00","76","96","99","A+","42","1349.44","17020","4085","-14.92","1944.01","-96.16","21.59","187.78","96.00","99.00","-","Electrical-Power/Equipmt",
"124","531525","Ace Software Exports","414.90","-17.35","-4.01","76","64","99","A+","60","276.64","6711","16174","-7.08","1958.33","-7.42","18.38","101.28","90.00","95.00","-","Computer-Tech Services  ",
"125","KPITTECH","Kpit Technologies Limited","1639.85","-50.05","-2.96","75","50","54","C","60","46327.60","1267032","772651","-14.98","54.87","124.50","-3.81","4.98","46.00","55.00","-","Computer-Tech Services  ",
"126","504746","Indian Link Chain Mfs.","206.00","0.00","0.00","75","76","59","A","58","10.30","18","87","-5.09","N/A","0.00","N/A","N/A","76.00","57.00","-","Financial Svcs-Specialty",
"127","TEJASNET","Tejas Networks","1320.50","50.95","4.01","75","64","69","B","94","22283.14","923550","699394","-11.67","94.94","422.21","2.03","18.38","67.00","60.00","2017-06-27","Computer-Networking     ",
"128","ALKEM","Alkem Laboratories","5858.00","-252.25","-4.13","75","90","73","B+","43","73057.20","1294964","221059","-9.04","74.08","11.49","0.45","14.45","73.00","71.00","-","Medical-Diversified     ",
"129","GENESYS","Genesys International","708.80","20.55","2.99","75","74","73","B-","60","2731.94","285600","402935","-17.18","130.53","87.98","-9.95","11.02","36.00","59.00","-","Computer-Tech Services  ",
"130","DODLA","Dodla Dairy","1257.90","-12.45","-0.98","75","93","73","B-","69","7663.77","83945","66734","-6.55","91.30","422.18","3.93","22.31","75.00","78.00","2021-06-28","Food-Dairy Products     ",
"131","BHARTIARTL","Bharti Airtel","1685.05","-7.20","-0.43","75","93","75","B","46","980051.02","10857874","6443651","-5.28","88.98","-57.10","4.61","24.00","78.00","75.00","-","Telecom Svcs-Wireless   ",
"132","543578","Olatech Solutions","198.00","-9.65","-4.65","75","98","75","B","110","89.89","4484","22644","-30.32","152.98","-34.64","-6.42","21.46","68.00","79.00","2022-08-29","Computer Sftwr-Enterprse",
