Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"35","NUVAMA","Nuvama Wealth Management Ltd","6880.50","177.70","2.65","79","62","83","B-","67","23981.95","1053473","153110","-6.96","155.96","-50.70","0.86","28.42","68.00","78.00","-","Finance-Investment Mgmt ",
"36","ABREL","Aditya Birla Real Estate Ltd","2731.65","36.40","1.35","79","75","86","A+","44","30104.86","1645445","602363","-13.00","152.81","-70.36","1.22","30.75","75.00","77.00","-","Paper & Paper Products  ",
"37","AJMERA","Ajmera Real.& Infra Ida. (Nse)","904.75","-9.10","-1.00","79","87","87","A","79","3307.68","167600","185244","-4.48","167.85","-61.45","26.19","35.24","94.00","86.00","-","Bldg-Resident/Comml     ",
"38","CHOICEIN","Choice International","519.20","23.40","4.72","79","96","87","A+","81","9885.21","327000","629816","4.24","144.66","110.03","7.31","37.77","84.00","83.00","-","Finance-Invest Bnk/Bkrs ",
"39","SJS","S.J.S. Enterprises","1216.15","22.45","1.88","79","92","88","A-","151","3705.01","196246","161367","0.25","116.23","48.01","19.36","53.65","92.00","91.00","2021-11-15","Auto/Truck-Replace Parts",
"40","PPLPHARMA","Piramal Pharma","264.40","11.91","4.72","79","57","89","A","45","33473.81","3119595","11798771","0.19","164.94","204.63","14.87","52.98","92.00","92.00","-","Medical-Diversified     ",
"41","MCX","Multi Cmod.Ex.Of India","6458.60","68.25","1.07","79","68","90","B+","70","32589.51","3359234","520118","-5.99","173.34","-12.80","10.83","50.02","91.00","91.00","-","Financial Svcs-Specialty",
"42","SUPRIYA","Supriya Lifescience","621.95","-3.40","-0.54","79","69","91","A+","59","5033.00","255422","410680","-7.86","160.78","-20.33","8.29","47.64","89.00","90.00","2021-12-28","Medical-Supplies        ",
"43","543244","Shine Fashions (India)","348.25","0.00","0.00","79","98","91","B+","85","97.44","606","1740","-18.60","282.69","0.00","1.36","99.62","62.00","91.00","2020-11-02","Apparel-Clothing Mfg    ",
"44","FOCE","Foce India","1670.00","0.00","0.00","79","99","92","A","86","1152.80","2164","1296","-7.22","138.57","0.00","3.46","54.81","86.00","91.00","2021-12-28","Retail/Whlsle-Jewelry   ",
"45","DPABHUSHAN","D P Abhushan","1779.90","-15.05","-0.84","79","96","92","B","86","4058.56","180026","101144","-7.63","232.40","-63.90","10.57","50.18","89.00","87.00","2017-10-23","Retail/Whlsle-Jewelry   ",
"46","GET&D","Ge T&D India","1783.85","81.60","4.79","79","77","94","C","65","43585.60","781515","438106","-9.40","358.64","18.19","0.40","31.09","63.00","74.00","-","Electrical-Power/Equipmt",
"47","504080","Jsl Industries","2625.00","0.00","0.00","79","98","95","A+","65","308.18","284","108","-6.18","N/A","-96.30","N/A","N/A","89.00","93.00","-","Electrical-Power/Equipmt",
"48","WOCKPHARMA","Wockhardt","1208.35","57.50","5.00","79","37","95","A-","35","17656.69","376231","311359","3.37","417.12","255.80","12.14","59.43","88.00","93.00","-","Medical-Generic Drugs   ",
"49","517035","RIR Power Electronics","3625.00","101.00","2.87","79","96","97","A","15","2592.61","64808","17878","-25.70","497.95","-66.85","5.62","82.73","94.00","94.00","-","Elec-Semiconductor Mfg  ",
"50","513472","Simplex Castings","315.00","-8.50","-2.63","79","70","97","A","117","232.86","2279","7235","-11.24","595.70","-90.06","5.78","63.35","88.00","90.00","-","Steel-Producers         ",
"51","531395","Padam Cotton Yarns","172.20","3.35","1.98","79","63","98","A+","66","65.40","8567","49750","1.98","427.33","-88.54","55.28","172.42","98.00","99.00","-","Retail-Apparel/Shoes/Acc",
"52","531525","Ace Software Exports","495.00","12.85","2.67","79","64","99","A+","55","308.58","7128","14400","1.43","2195.95","14.01","28.15","112.63","95.00","96.00","-","Computer-Tech Services  ",
"53","NAUKRI","Info Edge (India) (Nse)","7440.00","-239.40","-3.12","78","57","77","B+","26","99512.74","1596817","214626","-12.18","88.26","-12.88","-2.04","19.24","61.00","69.00","-","Internet-Content        ",
"54","PITTIENG","Pitti Engineering","1276.80","-4.80","-0.37","78","95","82","B","65","4545.19","83010","65014","-12.40","105.71","-69.53","-2.74","28.31","56.00","78.00","-","Electrical-Power/Equipmt",
"55","509597","Hardcastle & Waud","1029.95","-9.55","-0.92","78","97","87","C+","74","70.58","247","240","-23.97","N/A","-27.50","N/A","N/A","77.00","77.00","-","Chemicals-Specialty     ",
"56","NSIL","Nalwa Sons Investments","6195.80","295.00","5.00","78","60","88","B+","67","3030.65","211704","34169","-26.89","142.83","-67.71","15.05","46.77","91.00","90.00","-","Finance-Investment Mgmt ",
"57","SHILPAMED","Shilpa Medicare Limited","831.80","-12.85","-1.52","78","77","89","B+","45","8259.92","295011","354666","-13.31","169.73","-46.61","3.11","44.33","81.00","85.00","-","Medical-Diversified     ",
"58","KIRLPNU","Kirloskar Pneumatic","1636.30","91.75","5.94","78","91","90","B+","134","10015.02","291011","177847","0.20","185.00","222.29","51.44","114.49","89.00","83.00","-","Machinery-Gen Industrial",
"59","543172","Cospower Engineering","584.30","27.80","5.00","78","57","93","A","134","83.47","1414","2420","5.00","178.11","-58.68","45.72","80.64","98.00","96.00","2020-03-30","Machinery-Gen Industrial",
"60","SMSLIFE","Sms Lifesciences India","1395.00","11.60","0.84","78","73","93","A-","45","418.20","2962","2123","-20.27","184.04","-87.80","-6.94","50.47","63.00","91.00","-","Medical-Diversified     ",
"61","530533","Terai Tea","202.50","1.15","0.57","78","41","94","A+","63","138.51","2217","10946","-7.45","208.39","-98.94","15.21","74.35","95.00","95.00","-","Food-Packaged           ",
"62","WEL","Wonder Electricals","1511.00","-10.60","-0.70","78","83","96","A","47","2039.10","98130","64944","-6.72","477.68","-55.53","5.61","53.02","78.00","83.00","2019-08-06","Hsehold-Appliances/Wares",
"63","V2RETAIL","V2 Retail","1129.60","24.75","2.24","78","68","96","C-","66","3821.57","88143","78030","-23.88","447.90","-31.84","-9.84","53.94","45.00","91.00","-","Retail-Apparel/Shoes/Acc",
"64","BLUESTARCO","Blue Star","1849.20","40.30","2.23","77","93","77","B","18","34844.48","859103","464581","-15.93","103.60","-60.31","-4.34","16.43","55.00","63.00","-","Bldg-A/C & Heating Prds ",
"65","501148","Dalal Street Invs.","625.40","12.25","2.00","77","31","78","A+","67","19.31","78","125","-0.08","N/A","-90.40","N/A","N/A","91.00","83.00","-","Finance-Investment Mgmt ",
"66","539176","Hawa Engineers Dt","228.20","10.85","4.99","77","67","84","C+","88","76.64","1787","7833","-32.49","131.22","-86.25","11.44","26.08","87.00","81.00","-","Metal Proc & Fabrication",
"67","SHARDACROP","Sharda Cropchem","747.80","29.00","4.03","77","45","86","A-","51","6485.01","232667","311135","2.61","126.00","93.63","24.11","56.66","93.00","93.00","-","Chemicals-Agricultural  ",
"68","SMSPHARMA","Sms Pharmaceuticals","292.80","0.15","0.05","77","66","87","B-","35","2477.34","139994","478122","-26.43","158.30","-84.71","-13.79","24.02","22.00","69.00","-","Medical-Generic Drugs   ",
"69","POWERINDIA","Hitachi Energy India","13886.50","190.65","1.39","77","86","91","B-","65","58045.75","697783","50249","-16.09","232.71","-43.65","2.42","35.65","78.00","78.00","-","Electrical-Power/Equipmt",
"70","544073","Manoj Ceramic Ltd","203.00","4.25","2.14","77","55","92","A","139","165.64","5107","25160","-7.69","171.89","-84.10","39.44","55.84","97.00","92.00","2024-01-03","Bldg-Constr Prds/Misc   ",
"71","530643","Eco Recycling","915.00","-12.40","-1.34","77","97","92","B+","30","1789.60","26586","29056","-24.70","244.37","-59.50","-5.37","37.76","61.00","85.00","-","Pollution Control       ",
"72","SARTELE","Sar Televenture Ltd","354.90","1.95","0.55","77","83","93","A-","10","1310.96","117177","330170","-14.21","349.27","-73.50","4.69","40.86","88.00","90.00","2023-11-08","Telecom Svcs-Cable/Satl ",
"73","WABAG","Va Tech Wabag","1725.80","23.65","1.39","77","47","93","B+","4","10585.67","926458","536828","-9.44","257.59","-66.62","14.83","56.56","90.00","90.00","-","Utility-Water Supply    ",
"74","507944","Bajaj Steel Industries","3280.00","133.50","4.24","77","93","94","A","106","1636.18","45566","13892","-6.28","209.09","-47.18","16.24","84.65","94.00","95.00","-","Machinery-Constr/Mining ",
"75","PGEL","Pg Electroplast","627.30","27.35","4.56","77","99","95","B+","14","15696.73","865950","1380440","-9.61","308.95","-32.69","1.22","74.67","83.00","95.00","-","Chemicals-Plastics      ",
"76","543991","Techknowgreen Solutions Ltd","273.00","-0.55","-0.20","76","83","58","D+","30","201.96","3486","12768","-24.17","98.08","-49.87","-4.91","5.80","46.00","51.00","2023-09-27","Pollution Control       ",
"77","SUMICHEM","Sumitomo Chemical India","567.65","2.10","0.37","76","80","72","A+","51","28229.20","526661","927791","-9.65","68.27","-12.98","3.31","23.21","72.00","75.00","-","Chemicals-Agricultural  ",
"78","543939","Kaka Industries Ltd","289.00","5.25","1.85","76","4","73","C+","88","387.60","10895","37700","-11.89","91.66","-33.69","2.17","28.20","72.00","81.00","2023-07-19","Metal Proc & Fabrication",
"79","531199","Glance Finance","136.00","0.55","0.41","76","61","76","B","67","30.56","73","535","-6.59","N/A","-60.37","N/A","N/A","89.00","86.00","-","Finance-Investment Mgmt ",
"80","523606","Sika Interplant Systems","2562.00","-3.35","-0.13","76","92","76","C-","87","1087.71","8644","3374","-27.79","129.68","-51.36","-1.87","11.07","38.00","40.00","-","Aerospace/Defense       ",
"81","CARTRADE","Cartrade Tech","1083.90","34.55","3.29","76","27","78","A+","40","4963.53","449357","414574","-0.61","68.19","-61.46","10.66","27.75","86.00","79.00","2021-08-20","Retail-Internet         ",
"82","MOTHERSON","Samvardhana Motherson International","180.50","-4.56","-2.46","76","87","78","A-","54","130213.68","3258266","18051336","-16.82","113.20","-48.44","-7.05","17.02","31.00","62.00","-","Auto/Truck-Original Eqp ",
"83","ARTEMISMED","Artemis Medicare Services","280.90","0.95","0.34","76","94","79","A-","53","3852.17","62257","221635","-7.81","98.12","-74.09","0.84","32.81","70.00","84.00","2017-07-20","Medical-Hospitals       ",
"84","526703","Ecoplast","518.95","-27.30","-5.00","76","35","82","A-","14","163.88","1103","2125","-18.91","190.56","-16.75","-6.08","25.84","33.00","80.00","-","Chemicals-Plastics      ",
"85","CDSL","Central Depository Services (India)","1533.70","14.70","0.97","76","97","83","A+","70","31747.10","7046166","4594227","-7.85","107.37","-31.15","3.70","33.41","79.00","82.00","2017-06-30","Financial Svcs-Specialty",
"86","EFACTOR","E Factor Experiences Ltd","280.00","1.75","0.63","76","99","84","B+","48","364.17","10586","37808","-6.57","148.44","-87.30","15.88","48.60","89.00","90.00","2023-10-09","Diversified Operations  ",
"87","ZAGGLE","Zaggle Prepaid Ocean Services Ltd","429.95","-7.70","-1.76","76","91","85","A-","125","5365.89","696608","1620206","-12.83","111.07","-89.69","6.39","35.91","85.00","86.00","2023-09-22","Comml Svcs-Consulting   ",
"88","GLENMARK","Glenmark Pharms. (Nse)","1682.45","12.45","0.75","76","32","85","B+","35","47125.40","1612018","958137","-8.11","131.27","-53.92","-2.13","33.18","65.00","81.00","-","Medical-Generic Drugs   ",
"89","EMKAY","Emkay Global Finl.Svs.","277.47","5.44","2.00","76","94","90","A+","81","679.04","5845","21066","-0.51","183.66","-77.76","24.39","60.61","95.00","93.00","-","Finance-Invest Bnk/Bkrs ",
"90","543709","Pngs Gargi Fashion Jewellery","1006.00","12.45","1.25","76","99","90","B","86","1029.12","23093","22955","-5.45","225.75","-32.48","11.25","46.87","85.00","91.00","2022-12-20","Retail/Whlsle-Jewelry   ",
"91","INDRAMEDCO","Indraprastha Med. (Nse) Corp.","411.00","-22.10","-5.10","76","95","92","A-","53","3970.36","176924","430473","-15.08","180.32","-23.03","0.97","55.81","87.00","91.00","-","Medical-Hospitals       ",
"92","531067","Contil India","299.00","1.55","0.52","76","98","93","A+","70","92.03","1850","6188","-9.59","221.74","-23.40","26.37","72.42","95.00","95.00","-","Financial Svcs-Specialty",
"93","IRIS","Iris Business Services","381.15","18.15","5.00","76","98","94","A","32","725.82","8968","23528","-1.66","265.93","-65.13","16.80","69.94","91.00","93.00","2017-10-11","Computer Sftwr-Desktop  ",
"94","502901","Jamshri Realty","173.40","3.40","2.00","76","51","96","B","85","118.78","3833","22106","-41.35","370.78","-69.53","-22.36","43.44","5.00","83.00","-","Apparel-Clothing Mfg    ",
"95","504746","Indian Link Chain Mfs.","206.00","0.00","0.00","75","77","61","A","70","10.30","17","82","-5.09","N/A","0.00","N/A","N/A","79.00","56.00","-","Financial Svcs-Specialty",
"96","AUROPHARMA","Aurobindo Pharma","1397.75","-7.40","-0.53","75","69","65","C-","35","81611.39","1458953","1043787","-12.20","68.35","-55.28","-6.45","11.30","39.00","58.00","-","Medical-Generic Drugs   ",
"97","ALKEM","Alkem Laboratories","5813.25","17.65","0.30","75","90","66","B-","45","69295.09","1189141","204557","-9.73","57.66","-53.69","-5.12","8.13","55.00","60.00","-","Medical-Diversified     ",
"98","530125","Samrat Pharmachem","460.15","-2.05","-0.44","75","60","67","A-","45","142.82","5974","12982","-28.77","44.44","-44.39","-9.19","15.71","68.00","74.00","-","Medical-Diversified     ",
"99","HCG","Healthcare Global Ents.","449.60","2.60","0.58","75","61","67","A-","53","6228.86","155689","346284","-2.62","42.36","-66.75","7.03","19.15","84.00","78.00","-","Medical-Hospitals       ",
"100","SIGNATURE","Signatureglobal (India) Ltd","1367.95","-18.45","-1.33","75","74","73","B+","79","19480.44","944464","690423","-16.94","142.12","-46.09","-7.09","1.29","29.00","42.00","2023-09-27","Bldg-Resident/Comml     ",
"101","STYRENIX","Styrenix Performance Materials","2431.55","-46.90","-1.89","75","55","76","B-","14","4358.60","113918","46850","-15.57","97.01","-58.70","-2.10","23.51","49.00","72.00","-","Chemicals-Plastics      ",
"102","GANESHHOUC","Ganesh Housing Corp.","1053.90","2.75","0.26","75","94","85","B+","109","8765.23","191610","181810","-5.05","190.53","-15.58","19.58","26.64","89.00","80.00","-","Real Estate Dvlpmt/Ops  ",
"103","517449","Magna Elto.Castings","864.00","-8.05","-0.92","75","91","90","A+","117","369.05","2433","2816","-6.08","124.76","4.40","6.44","55.94","88.00","93.00","-","Steel-Producers         ",
"104","522195","Frontier Springs","1965.00","-35.10","-1.75","75","85","90","B+","132","787.84","9990","5084","-18.52","214.90","-19.18","-5.14","28.67","71.00","80.00","-","Steel-Specialty Alloys  ",
"105","531398","Sce.Ntfd.& Herbal Spp.","225.20","4.40","1.99","75","48","92","A","35","142.13","1479","6568","-16.52","183.08","-77.76","0.82","59.73","80.00","94.00","-","Medical-Generic Drugs   ",
"106","GRWRHITECH","Garware Hi-Tech Films","3995.40","239.10","6.37","75","93","92","A-","74","8726.64","364700","91280","-5.28","190.98","-21.78","6.64","58.73","87.00","93.00","-","Chemicals-Specialty     ",
"107","RBMINFRA","Rbm Infracon","799.05","0.00","0.00","75","99","92","B-","98","807.28","39364","49264","-23.83","258.24","-61.43","-5.66","24.43","83.00","83.00","2023-01-04","Oil&Gas-Field Services  ",
"108","526269","Crestchem","211.10","10.05","5.00","75","99","93","C+","118","60.31","859","4067","-39.69","227.44","-30.98","-10.26","36.63","70.00","85.00","-","Food-Misc Preparation   ",
"109","539273","Pecos Hotels","284.95","-14.95","-4.98","75","67","94","B+","161","39.29","222","780","-34.49","N/A","28.21","N/A","N/A","6.00","91.00","-","Leisure-Services        ",
"110","VINCOFE","Vintage Coffee And Beverages","131.31","-0.09","-0.07","75","61","95","A+","7","1614.68","97106","739518","-8.17","395.85","-71.52","20.19","82.62","93.00","95.00","-","Retail-Department Stores",
"111","539399","Bella Casa Fashion & Retail","555.00","3.30","0.60","75","81","95","A-","150","738.62","10350","18648","-8.10","304.37","-87.12","7.35","61.41","90.00","93.00","-","Hsehold/Office Furniture",
"112","ARVINDFASN","Arvind Fashions","569.00","12.75","2.29","74","68","67","A","85","7413.31","528736","929237","-11.05","74.70","-75.47","-3.11","11.19","64.00","63.00","-","Apparel-Clothing Mfg    ",
"113","IGARASHI","Igarashi Motors India","727.85","11.75","1.64","74","46","67","A-","54","2253.93","114236","156950","-8.12","78.13","180.37","4.73","29.83","79.00","82.00","-","Auto/Truck-Original Eqp ",
"114","UDS","Updater Services Ltd","406.65","23.50","6.13","74","87","69","A","48","2565.11","255889","629260","0.46","56.71","141.44","3.28","15.36","79.00","77.00","2023-10-04","Diversified Operations  ",
"115","PAR","Par Drugs and Chemicals","294.03","0.82","0.28","74","61","72","B+","45","360.79","21952","74660","-9.53","54.20","-42.50","20.04","25.46","92.00","80.00","2019-05-16","Medical-Diversified     ",
"116","544143","Royal Sense Ltd","186.00","-4.00","-2.11","74","70","76","A-","6","93.10","1734","9320","-20.21","83.52","-57.08","11.53","28.25","85.00","85.00","2024-03-19","Medical-Systems/Equip   ",
"117","JAGSNPHARM","Jagsonpal Pharmaceuticals","551.50","29.85","5.72","74","81","77","A-","45","1381.59","63229","114650","-0.61","90.66","272.06","21.48","45.44","93.00","91.00","-","Medical-Diversified     ",
"118","MASTER","Master Components Ltd","256.55","0.00","0.00","74","98","77","B","14","102.62","339","1320","-32.49","97.35","-24.24","-20.82","26.06","2.00","42.00","2023-09-29","Chemicals-Plastics      ",
"119","OAL","Oriental Aromatics","574.45","6.50","1.14","74","67","80","B+","80","1911.38","40753","70943","-5.83","93.84","-61.75","9.33","37.74","83.00","86.00","-","Cosmetics/Personal Care ",
"120","FORTIS","Fortis Healthcare (Nse)","624.50","10.40","1.69","74","87","80","B-","53","46361.97","884381","1416142","-0.64","90.12","-7.24","5.31","26.93","83.00","79.00","-","Medical-Hospitals       ",
"121","SYMPHONY","Symphony","1540.95","73.85","5.03","74","89","81","B","47","10074.72","311142","201916","-18.08","78.91","63.99","-9.01","23.25","32.00","77.00","-","Hsehold-Appliances/Wares",
"122","TORNTPOWER","Torrent Power","1807.70","-20.45","-1.12","74","72","82","A","111","87864.00","1743543","964509","-11.26","155.56","-84.27","0.30","22.36","68.00","72.00","-","Utility-Electric Power  ",
"123","532067","3B BlackBio Dx Ltd","1360.00","-4.10","-0.30","74","82","82","A-","51","1170.81","6457","4748","-12.26","106.68","175.46","-1.73","31.86","71.00","83.00","-","Chemicals-Agricultural  ",
"124","PDMJEPAPER","Pudumjee Paper Products","121.00","3.01","2.55","74","98","82","B+","44","1120.32","47784","394907","-11.36","158.75","24.07","1.02","24.24","63.00","71.00","-","Paper & Paper Products  ",
"125","530133","Amco India","97.80","4.65","4.99","74","73","83","D-","14","38.29","1421","14533","-21.13","N/A","-85.38","N/A","N/A","91.00","89.00","-","Chemicals-Plastics      ",
"126","BBTC","Bombay Burmah Trading","2735.90","15.10","0.55","74","66","84","B","118","18983.57","632975","231359","-8.04","116.06","-63.76","2.08","36.48","78.00","87.00","-","Food-Misc Preparation   ",
"127","UNICHEMLAB","Unichem Laboratories","827.15","29.70","3.72","74","27","85","A-","45","5614.53","100634","121664","-8.97","99.86","-52.10","20.79","41.38","94.00","88.00","-","Medical-Diversified     ",
"128","AMBER","Amber Enterprises India","6030.60","-20.05","-0.33","74","82","85","B","47","20436.67","4730499","784416","-15.76","110.38","-62.14","22.49","44.12","94.00","90.00","2018-01-30","Hsehold-Appliances/Wares",
"129","POLICYBZR","Pb Fintech","1672.05","-31.35","-1.84","74","63","85","C+","148","77693.78","2733778","1634986","-14.97","146.66","-83.60","-1.24","26.11","73.00","76.00","2021-11-15","Insurance-Diversified   ",
"130","533019","Simplex Papers","2427.70","0.00","0.00","74","32","87","A","44","7.28","163","67","-33.72","N/A","-92.54","N/A","N/A","54.00","77.00","-","Paper & Paper Products  ",
"131","543787","Macfos","805.00","-2.00","-0.25","74","99","88","C","40","759.95","9520","11826","-17.77","191.23","-23.90","-2.02","25.74","56.00","74.00","2023-03-01","Retail-Internet         ",
"132","530129","Nile","2200.00","48.95","2.28","74","85","89","A-","131","645.75","11640","5291","-21.37","219.60","-70.33","-6.66","28.96","36.00","82.00","-","Mining-Metal Ores       ",
