Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"26","SHILPAMED","Shilpa Medicare Limited","818.80","-8.60","-1.04","81","76","89","A","62","8091.23","341151","416647","-14.66","178.77","-82.33","10.38","56.04","81.00","87.00","-","Medical-Diversified     ",
"27","STAR","Strides Pharma Science","1424.95","54.55","3.98","81","64","89","A+","66","12601.92","643607","451670","-0.42","193.45","17.93","11.63","51.27","86.00","87.00","-","Medical-Generic Drugs   ",
"28","539854","Halder Venture","883.00","0.20","0.02","81","87","93","A","127","279.05","2701","3059","-2.73","311.95","-65.84","4.11","67.43","67.00","93.00","-","Food-Misc Preparation   ",
"29","SMSLIFE","Sms Lifesciences India","1479.80","0.00","0.00","81","73","93","A+","62","447.34","12544","8477","-15.42","213.48","-86.98","15.44","81.79","94.00","94.00","-","Medical-Diversified     ",
"30","543244","Shine Fashions (India)","332.85","15.85","5.00","81","98","94","A-","84","88.70","982","2950","-22.20","343.36","-15.25","-2.93","109.28","80.00","87.00","2020-11-02","Apparel-Clothing Mfg    ",
"31","CARTRADE","Cartrade Tech","976.00","-21.80","-2.18","80","28","75","A-","17","4719.59","424127","434556","-5.64","83.50","-49.28","10.71","25.66","76.00","75.00","2021-08-20","Retail-Internet         ",
"32","SMARTLINK","Smartlink Holdings","305.80","-16.10","-5.00","80","66","78","A-","33","321.09","7367","24090","-14.04","103.73","6.06","16.07","39.96","85.00","86.00","-","Computer-Networking     ",
"33","REMUS","Remus Pharmaceuticals Ltd","2668.00","10.95","0.41","80","4","79","B+","49","1565.53","24060","9018","-5.88","121.42","-80.04","12.66","40.64","82.00","84.00","2023-05-29","Medical-Whlsle Drg/Suppl",
"34","VOLTAS","Voltas (Nse)","1855.05","-2.50","-0.13","80","50","82","A-","27","61463.54","3508016","1891063","-4.62","130.27","-56.54","10.71","40.17","82.00","81.00","-","Hsehold-Appliances/Wares",
"35","POLICYBZR","Pb Fintech","1625.05","-60.85","-3.61","80","62","82","B-","137","76895.58","2608945","1605455","-17.36","154.94","98.84","2.41","34.85","72.00","73.00","2021-11-15","Insurance-Diversified   ",
"36","MOTHERSON","Samvardhana Motherson International","215.62","2.64","1.24","80","86","83","A","57","149859.01","4734627","21958198","0.85","145.37","-0.60","10.32","45.55","64.00","80.00","-","Auto/Truck-Original Eqp ",
"37","VMART","V-Mart Retail","4018.00","65.30","1.65","80","39","83","A+","4","7821.21","121143","30150","-2.00","147.82","-52.26","10.09","53.66","79.00","89.00","-","Retail-Department Stores",
"38","VOLTAMP","Voltamp Transformers","13387.45","-117.30","-0.87","80","95","87","B-","54","13662.76","304832","22770","-9.54","220.62","-61.43","0.12","31.99","63.00","70.00","-","Electrical-Power/Equipmt",
"39","505299","KPT Industries","1110.00","-30.25","-2.65","80","93","88","A","52","387.69","7510","6766","-18.38","240.32","-74.58","5.39","46.23","82.00","84.00","-","Machinery-Tools & Rel   ",
"40","543744","Rex Sealing And Packing Industries","221.85","0.00","0.00","80","62","88","C","103","49.25","532","2400","-19.85","N/A","0.00","N/A","N/A","76.00","92.00","2023-01-12","Machinery-Gen Industrial",
"41","523676","Golkunda Dias.& Jewelr.","278.10","-5.40","-1.90","80","99","89","A+","122","197.43","3739","13444","-8.49","189.29","-63.58","24.71","53.20","92.00","90.00","-","Retail/Whlsle-Jewelry   ",
"42","526703","Ecoplast","577.70","9.00","1.58","80","35","89","A+","6","170.61","1842","3188","-9.73","229.87","-48.27","0.74","40.72","83.00","86.00","-","Chemicals-Plastics      ",
"43","522195","Frontier Springs","2096.00","-24.25","-1.14","80","84","89","B+","115","835.17","16290","7772","-13.09","252.79","-71.05","12.82","48.14","79.00","85.00","-","Steel-Specialty Alloys  ",
"44","POWERINDIA","Hitachi Energy India","13632.65","116.65","0.86","80","86","90","A-","54","57283.51","612624","44938","-5.21","246.93","-67.54","12.59","49.76","71.00","80.00","-","Electrical-Power/Equipmt",
"45","MOTILALOFS","Motilal Oswal Finl.Svs.","757.40","2.60","0.34","80","98","91","A","85","45180.37","1064850","1405928","-8.62","248.96","-66.91","10.60","42.91","81.00","82.00","-","Finance-Invest Bnk/Bkrs ",
"46","505978","Triton Valves","5100.00","35.40","0.70","80","67","93","A","57","599.65","11082","2173","-8.51","249.28","-72.76","20.29","71.69","91.00","93.00","-","Auto/Truck-Original Eqp ",
"47","517035","RIR Power Electronics","4193.30","-220.70","-5.00","80","96","98","A+","9","3247.38","73177","17451","-14.05","678.83","-88.68","75.95","178.12","99.00","98.00","-","Elec-Semiconductor Mfg  ",
"48","543620","Insolation Energy","3500.00","-67.85","-1.90","80","99","98","A-","94","7432.55","93401","26686","-11.39","847.76","-41.92","4.19","70.01","73.00","91.00","2022-10-10","Energy-Solar            ",
"49","LFIC","The Lak.Fin.& Indl.","238.00","-2.44","-1.01","79","61","65","B-","76","72.13","5578","23438","-10.19","95.64","-86.74","4.75","18.80","65.00","65.00","-","Finance-Investment Mgmt ",
"50","NAUKRI","Info Edge (India) (Nse)","8140.75","193.05","2.43","79","57","73","A+","28","102989.48","2129246","261554","-1.45","100.09","-28.70","7.43","30.28","72.00","74.00","-","Internet-Content        ",
"51","NATIONALUM","National Aluminium (Nse)","208.20","5.18","2.55","79","95","74","A","79","37287.30","3289198","15798263","-0.38","129.14","140.02","12.10","21.28","65.00","47.00","-","Metal Proc & Fabrication",
"52","GENUSPOWER","Genus Power Infr.","409.90","-5.05","-1.22","79","79","80","B+","54","12608.51","702183","1713059","-13.99","102.91","-80.73","3.27","34.37","73.00","80.00","-","Electrical-Power/Equipmt",
"53","SYMPHONY","Symphony","1597.15","-3.85","-0.24","79","89","82","A","27","11040.02","586183","367018","-8.67","95.24","-83.35","8.95","45.68","84.00","86.00","-","Hsehold-Appliances/Wares",
"54","PITTIENG","Pitti Engineering","1303.50","23.25","1.82","79","95","82","A","54","4540.41","113114","86777","-9.92","119.13","-70.23","0.33","37.86","63.00","78.00","-","Electrical-Power/Equipmt",
"55","PROV","Proventus Agrocom Ltd","1780.00","61.75","3.59","79","98","83","A-","69","590.22","4790","2691","-5.82","103.34","-70.27","18.95","50.56","93.00","92.00","2023-06-05","Agricultural Operations ",
"56","543597","Virtuoso Optoelectronics","432.00","-5.05","-1.16","79","98","85","A+","27","1151.15","32352","74890","-5.62","140.14","-46.59","35.64","58.75","93.00","92.00","2022-09-15","Hsehold-Appliances/Wares",
"57","NUVAMA","Nuvama Wealth Management Ltd","6902.40","118.50","1.75","79","62","86","A+","76","24230.06","852315","123481","-2.78","223.04","106.22","7.83","39.57","81.00","77.00","-","Finance-Investment Mgmt ",
"58","524136","Pee Cee Cosma Sope","713.95","12.85","1.83","79","78","86","A+","78","185.51","4567","6397","-9.40","132.04","-74.93","27.54","60.17","94.00","92.00","-","Soap & Clng Preparatns  ",
"59","531067","Contil India","230.25","2.70","1.19","79","98","86","A-","64","70.40","1147","4982","-5.94","158.58","42.65","14.75","46.95","85.00","86.00","-","Financial Svcs-Specialty",
"60","GRWRHITECH","Garware Hi-Tech Films","3560.40","155.35","4.56","79","93","90","A+","87","7910.61","381038","107021","-0.82","168.11","67.87","13.54","62.76","86.00","90.00","-","Chemicals-Specialty     ",
"61","543578","Olatech Solutions","247.50","2.50","1.02","79","98","90","B","147","106.06","6863","27731","-12.90","214.96","-93.33","23.86","50.64","92.00","89.00","2022-08-29","Computer Sftwr-Enterprse",
"62","WOMANCART","Womancart Ltd","301.00","0.00","0.00","79","83","91","B","71","149.00","1320","4384","-8.76","204.04","-63.50","7.11","70.08","71.00","93.00","2023-10-27","Cosmetics/Personal Care ",
"63","SMSPHARMA","Sms Pharmaceuticals","350.85","-3.80","-1.07","79","66","92","B","66","3002.18","195229","556445","-11.85","217.08","-70.41","11.28","67.04","85.00","89.00","-","Medical-Generic Drugs   ",
"64","533018","Simplex Mills","6997.30","137.20","2.00","79","26","93","A+","84","20.58","161","23","2.00","N/A","-95.65","N/A","N/A","95.00","95.00","-","Apparel-Clothing Mfg    ",
"65","GET&D","Ge T&D India","1660.45","35.90","2.21","79","76","93","B+","54","41596.12","560988","337853","-12.14","365.49","-53.00","-1.65","40.50","36.00","74.00","-","Electrical-Power/Equipmt",
"66","539273","Pecos Hotels","360.10","-18.95","-5.00","79","66","97","A+","165","49.66","979","2720","-17.21","403.72","-63.24","21.99","146.98","92.00","98.00","-","Leisure-Services        ",
"67","521244","MKP Mobility Ltd","250.00","-2.10","-0.83","79","60","97","D+","84","85.99","62","249","-28.28","N/A","-26.51","N/A","N/A","7.00","41.00","-","Apparel-Clothing Mfg    ",
"68","538564","James Warren Tea James Warren Tea","305.60","2.25","0.74","78","49","61","A","69","112.24","2368","7749","-8.78","45.07","-55.05","11.79","24.28","82.00","76.00","-","Agricultural Operations ",
"69","ALKEM","Alkem Laboratories","6168.00","-29.15","-0.47","78","90","66","A","62","74096.22","1558358","252652","-4.22","79.78","-62.35","6.94","18.37","72.00","67.00","-","Medical-Diversified     ",
"70","ARVINDFASN","Arvind Fashions","597.30","5.90","1.00","78","68","68","A+","84","7880.05","580172","971325","-4.11","97.89","-83.55","12.08","23.06","73.00","71.00","-","Apparel-Clothing Mfg    ",
"71","ALICON","Alicon Castalloy","1362.25","-15.80","-1.15","78","99","71","C+","57","2240.98","47775","35071","-11.65","77.69","-70.24","1.31","28.54","62.00","79.00","-","Auto/Truck-Original Eqp ",
"72","NSIL","Nalwa Sons Investments","4849.95","-69.40","-1.41","78","61","73","B+","76","2526.58","64984","13399","-4.64","109.29","-53.57","9.34","31.86","73.00","76.00","-","Finance-Investment Mgmt ",
"73","LUPIN","Lupin (Nse)","2219.10","30.95","1.41","78","58","77","A","66","99810.93","3274666","1475673","-4.02","94.85","-30.07","4.87","29.35","76.00","74.00","-","Medical-Generic Drugs   ",
"74","513498","Southern Magnesium","315.00","-4.55","-1.42","78","96","80","A+","98","95.86","2115","6715","-32.83","113.82","-78.54","-11.79","18.86","54.00","68.00","-","Mining-Metal Ores       ",
"75","524080","Haryana Leather Chems.","116.90","1.64","1.42","78","81","82","B+","87","56.57","640","5478","-5.73","164.12","70.92","9.99","35.50","66.00","75.00","-","Chemicals-Specialty     ",
"76","543787","Macfos","777.20","-25.45","-3.17","78","99","82","B-","17","755.86","15617","20094","-20.61","189.66","-35.80","-0.36","33.43","46.00","78.00","2023-03-01","Retail-Internet         ",
"77","CDSL","Central Depository Services (India)","1456.00","-12.80","-0.87","78","97","83","A+","64","30697.92","5903109","4054333","-12.52","132.77","-70.28","8.44","36.51","83.00","81.00","2017-06-30","Financial Svcs-Specialty",
"78","526775","Valiant Communications","668.95","-11.00","-1.62","78","72","84","B+","38","518.67","6584","9842","-8.64","189.40","-57.72","0.82","32.72","48.00","71.00","-","Telecom-Infrastructure  ",
"79","EIMCOELECO","Eimco Elecon India","2755.00","67.35","2.51","78","93","85","A-","108","1550.24","23183","8415","-21.26","219.20","-78.57","-9.20","27.73","24.00","71.00","-","Machinery-Constr/Mining ",
"80","SIGNATURE","Signatureglobal (India) Ltd","1593.95","-7.65","-0.48","78","73","86","A","111","22504.24","1165052","730921","-3.22","252.70","-45.19","8.00","23.25","66.00","61.00","2023-09-27","Bldg-Resident/Comml     ",
"81","PRUDENT","Prudent Corporate Advisory Services","2522.60","30.30","1.22","78","95","86","A-","76","10319.87","267229","105934","-7.86","131.71","-80.99","6.68","48.18","76.00","84.00","2022-05-20","Finance-Investment Mgmt ",
"82","KFINTECH","Kfin Technologies","1045.00","7.25","0.70","78","95","86","B+","76","17787.76","1579301","1511293","-12.11","143.86","-69.92","8.34","43.50","89.00","86.00","2022-12-29","Finance-Investment Mgmt ",
"83","526479","Sky Industries","143.45","4.20","3.02","78","93","87","B+","84","109.88","3043","21214","-5.56","150.90","-46.74","10.62","46.19","80.00","87.00","-","Apparel-Clothing Mfg    ",
"84","523411","Adc India Communications","1995.00","-12.00","-0.60","78","96","88","A-","33","923.22","8391","4206","-13.63","192.95","-52.23","2.25","45.87","37.00","83.00","-","Computer-Networking     ",
"85","IIFLSEC","Iifl Securities","339.55","13.05","4.00","78","93","94","A+","85","10088.88","558054","1643510","-2.43","288.92","-47.14","27.08","76.90","93.00","95.00","-","Finance-Invest Bnk/Bkrs ",
"86","543931","Veefin Solutions Ltd","691.40","-2.60","-0.37","78","72","95","A+","13","1566.57","111199","160831","-8.29","273.22","-82.09","18.36","82.16","93.00","96.00","2023-07-05","Computer Sftwr-Financial",
"87","538920","Vintage Coffee And Beverages","125.35","-1.50","-1.18","78","61","96","A+","4","1328.16","56953","454352","-2.38","391.67","-65.70","35.45","91.27","95.00","94.00","-","Retail-Department Stores",
"88","IWEL","Inox Wind Energy","12820.00","-506.65","-3.80","78","63","96","A+","92","16055.95","284809","22216","-7.77","466.85","-87.59","24.66","79.93","95.00","94.00","-","Energy-Alternative/Other",
"89","543378","Cwd","844.95","-3.05","-0.36","77","83","48","B-","8","306.21","3975","4704","-26.14","59.40","-97.87","-2.81","2.85","42.00","49.00","2021-10-13","Elec-Contract Mfg       ",
"90","JUBLFOOD","Jubilant Foodworks","694.35","6.45","0.94","77","88","61","A-","55","45390.74","1760855","2535976","-2.95","63.38","-69.43","8.10","28.79","78.00","81.00","-","Retail-Restaurants      ",
"91","ASTRAMICRO","Astra Microwave Prds.","867.45","-2.35","-0.27","77","96","66","A","14","8258.32","335924","387255","-18.09","106.65","-73.29","-1.43","16.89","31.00","53.00","-","Elec-Misc Products      ",
"92","HEROMOTOCO","Hero Motocorp","5959.75","-91.70","-1.52","77","66","70","A-","121","121016.90","4309513","723103","-4.59","106.96","-40.37","9.45","22.78","70.00","66.00","-","Auto Manufacturers      ",
"93","ICICIGI","Icici Lombard General Ins Co","2220.65","-36.85","-1.63","77","80","73","A+","82","111676.72","1995874","898779","-3.53","78.32","14.22","8.84","29.99","77.00","75.00","2017-09-27","Insurance-Brokers       ",
"94","SANDESH","Sandesh (Nse)","1827.90","9.35","0.51","77","95","74","B+","130","1376.46","29725","16262","-11.19","86.51","-90.55","7.51","31.73","68.00","78.00","-","Media-Books             ",
"95","501148","Dalal Street Invs.","584.80","11.45","2.00","77","32","74","B+","76","18.06","82","141","-4.87","N/A","-82.98","N/A","N/A","84.00","71.00","-","Finance-Investment Mgmt ",
"96","509597","Hardcastle & Waud","1000.00","9.45","0.95","77","98","76","B+","87","67.26","296","296","-26.19","N/A","-66.89","N/A","N/A","68.00","76.00","-","Chemicals-Specialty     ",
"97","523606","Sika Interplant Systems","2628.80","-5.00","-0.19","77","92","80","C","80","1116.73","10749","4089","-25.91","177.64","-33.82","-4.75","20.73","26.00","66.00","-","Aerospace/Defense       ",
"98","GENESYS","Genesys International","788.00","4.90","0.63","77","74","81","A-","109","3103.74","368113","467148","-7.93","162.30","-64.98","5.98","32.36","73.00","74.00","-","Computer-Tech Services  ",
"99","543939","Kaka Industries Ltd","290.00","-2.60","-0.89","77","4","81","B","79","399.69","16136","55640","-3.33","97.64","-58.66","11.82","40.20","76.00","80.00","2023-07-19","Metal Proc & Fabrication",
"100","MASTER","Master Components Ltd","310.00","9.95","3.32","77","98","83","A","6","120.02","775","2500","-18.42","130.81","-60.00","-9.75","51.16","6.00","84.00","2023-09-29","Chemicals-Plastics      ",
"101","JINDALSAW","Jindal Saw (Nse)","752.55","16.70","2.27","77","88","83","B+","117","23529.10","1131328","1503326","-0.29","123.97","-49.86","11.52","35.58","79.00","78.00","-","Steel-Producers         ",
"102","TORNTPOWER","Torrent Power","1908.20","18.80","1.00","77","71","84","A","81","90807.78","2483213","1301338","-3.13","173.05","-47.21","9.89","36.51","77.00","74.00","-","Utility-Electric Power  ",
"103","IITL","Industrial Inv.Tst.","298.00","5.25","1.79","77","76","87","A-","45","660.09","32055","107568","1.79","186.73","-95.44","23.62","41.14","90.00","89.00","-","Finance-Publ Inv Fd-Bal ",
"104","531201","Shilchar Technologies","5480.00","-85.45","-1.54","77","96","88","C+","54","4244.77","50986","9304","-22.29","266.39","-66.92","-8.25","16.43","18.00","33.00","-","Electrical-Power/Equipmt",
"105","507944","Bajaj Steel Industries","2516.00","1.80","0.07","77","93","90","A+","108","1307.38","24448","9717","-10.08","150.41","-69.10","17.68","71.36","91.00","93.00","-","Machinery-Constr/Mining ",
"106","BBOX","Black Box","506.35","-7.55","-1.47","77","89","90","A-","109","8637.37","121948","240838","-13.30","182.36","-49.82","1.25","60.15","86.00","93.00","-","Computer-Tech Services  ",
"107","JUBLPHARMA","Jubilant Pharmova","1181.55","0.00","0.00","77","59","91","A-","62","18819.85","1271706","1076303","-5.26","270.68","-72.57","26.73","67.74","94.00","93.00","-","Medical-Diversified     ",
"108","504080","Jsl Industries","2046.50","-107.70","-5.00","77","98","93","A","54","252.90","268","131","-21.02","N/A","129.01","N/A","N/A","55.00","92.00","-","Electrical-Power/Equipmt",
"109","PGEL","Pg Electroplast","664.95","-8.80","-1.31","77","99","96","A+","6","17627.59","1065860","1602918","-4.19","359.25","-20.53","31.03","123.78","95.00","98.00","-","Chemicals-Plastics      ",
"110","534618","Waaree Renewable Technologies","1900.00","66.45","3.62","77","99","97","B","92","19100.46","572518","301325","-37.45","663.98","10.42","15.58","13.41","83.00","44.00","-","Energy-Alternative/Other",
"111","V2RETAIL","V2 Retail","1258.50","-1.20","-0.10","77","68","98","A","100","4357.18","99979","79443","-6.41","674.25","-80.12","22.45","110.19","94.00","97.00","-","Retail-Apparel/Shoes/Acc",
"112","504084","Kaycee Industries","4097.95","80.35","2.00","77","96","99","A+","54","1275.19","21748","5307","2.00","1831.54","127.74","54.26","256.92","98.00","99.00","-","Electrical-Power/Equipmt",
"113","WHIRLPOOL","Whirlpool Of India (Nse)","2215.10","59.50","2.76","76","60","68","A","27","27348.53","522708","235975","-2.85","81.74","-63.97","2.96","32.75","50.00","75.00","-","Hsehold-Appliances/Wares",
"114","ABB","ABB India","8080.30","9.90","0.12","76","93","68","B","54","171018.23","2572186","318328","-11.69","109.62","-51.85","3.91","20.58","53.00","49.00","-","Electrical-Power/Equipmt",
"115","DODLA","Dodla Dairy","1171.25","-4.90","-0.42","76","93","69","B","77","7095.48","116922","99827","-12.99","80.60","-84.82","-2.94","16.91","42.00","63.00","2021-06-28","Food-Dairy Products     ",
"116","SUBROS","Subros","757.50","8.55","1.14","76","77","70","A-","57","4885.85","161932","213771","-8.45","113.59","-80.03","2.37","17.35","67.00","67.00","-","Auto/Truck-Original Eqp ",
"117","IFBIND","Ifb Industries","1802.10","18.15","1.02","76","65","73","A-","27","7228.39","152620","84690","-17.03","109.88","-72.44","-6.52","20.20","40.00","59.00","-","Hsehold-Appliances/Wares",
"118","ASKAUTOLTD","Ask Automotive Ltd","447.15","-20.55","-4.39","76","56","75","A+","121","9220.38","154667","345895","-7.86","94.79","429.99","9.25","38.60","79.00","83.00","2023-11-15","Auto Manufacturers      ",
"119","TAINWALCHM","Tainwala Chpt.India","223.01","-3.69","-1.63","76","67","76","A","6","212.28","1072","4805","-6.75","93.84","-92.49","6.50","35.76","73.00","82.00","-","Chemicals-Plastics      ",
"120","DICIND","Dic India (Nse)","729.00","7.00","0.97","76","74","76","A+","87","662.72","16981","23293","-5.83","75.88","-95.96","7.34","36.64","74.00","83.00","-","Chemicals-Specialty     ",
"121","532067","3B BlackBio Dx Ltd","1327.25","-14.20","-1.06","76","82","76","B+","50","1151.37","9899","7458","-14.37","103.25","-75.95","2.22","38.05","71.00","86.00","-","Chemicals-Agricultural  ",
"122","519003","Modi Naturals","372.50","0.00","0.00","76","76","77","A+","48","495.65","5593","15015","-5.46","98.14","-92.38","15.29","42.78","84.00","89.00","-","Food-Packaged           ",
"123","GREENPLY","Greenply Industries","377.50","7.95","2.15","76","86","78","A","65","4573.07","217428","575968","-8.36","148.27","-80.31","-0.01","29.32","57.00","77.00","-","Bldg-Wood Prds          ",
"124","GEECEE","Geecee Ventures","424.25","2.30","0.55","76","62","78","C-","120","882.38","21797","51377","-11.15","135.27","-58.48","9.09","33.17","74.00","78.00","-","Real Estate Dvlpmt/Ops  ",
"125","531215","R T S Power Corporation","298.00","7.75","2.67","76","46","80","A","54","266.13","8172","27422","-9.15","116.52","-53.80","19.48","42.01","91.00","87.00","-","Electrical-Power/Equipmt",
"126","ORCHPHARMA","Orchid Pharma","1381.55","10.30","0.75","76","39","81","B","62","6954.84","193322","139931","-13.11","217.38","-79.09","-2.88","54.66","51.00","66.00","-","Medical-Diversified     ",
"127","JCHAC","Johnson Contr.","2296.45","80.25","3.62","76","65","83","A-","27","6026.07","197433","85973","-2.49","132.95","29.79","9.16","47.61","73.00","86.00","-","Hsehold-Appliances/Wares",
"128","530585","Swastika Investmart","183.40","2.45","1.35","76","0","83","B-","85","267.79","6911","37684","-20.19","0.25","-54.04","-78.69","-73.74","84.00","81.00","-","Finance-Invest Bnk/Bkrs ",
"129","TIMETECHNO","Time Technoplast","387.85","-2.50","-0.64","76","84","85","A+","6","8858.17","632573","1630973","-13.19","178.62","-62.08","3.69","42.24","74.00","81.00","-","Chemicals-Plastics      ",
"130","ELECTCAST","Electrosteel (Nse) Castings","213.46","0.84","0.40","76","99","85","B+","131","13143.85","734329","3440123","-9.78","228.37","-70.58","0.31","20.86","63.00","60.00","-","Bldg-Constr Prds/Misc   ",
"131","CHOLAHLDNG","Cholamandalam Financial Holdings","2039.75","-39.60","-1.90","76","93","86","A+","105","39045.41","761410","373286","-3.91","116.35","-26.17","23.82","68.23","90.00","90.00","-","Finance-Consumer Loans  ",
"132","ZENTEC","Zen Technologies","1674.75","-0.25","-0.01","76","57","86","B+","80","14077.37","855260","510679","-14.99","157.69","-81.84","1.06","49.53","74.00","86.00","-","Aerospace/Defense       ",
"133","TECHNOE","Techno Elec.& Engr.Co.","1619.00","14.70","0.92","76","89","89","A-","125","18658.01","274310","169432","-9.89","234.23","-47.46","-1.23","41.60","44.00","82.00","-","Bldg-Heavy Construction ",
