Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"13","DIXON","Dixon Technologies (India)","14195.80","392.85","2.85","83","95","87","B+","30","82592.71","8981683","632700","-2.08","174.52","-36.10","9.37","58.95","73.00","84.00","2017-09-18","Hsehold-Appliances/Wares",
"14","RBMINFRA","Rbm Infracon","934.95","-27.70","-2.88","83","83","95","A-","49","972.56","50207","53700","-6.51","526.73","-54.19","32.61","61.14","94.00","92.00","2023-01-04","Oil&Gas-Field Services  ",
"15","PKTEA","The Peria Krl.Tea","541.80","37.85","7.51","82","63","78","A-","48","156.02","939","1733","-2.26","92.27","2958.05","19.62","39.90","84.00","85.00","-","Food-Packaged           ",
"16","543578","Olatech Solutions","238.40","-12.30","-4.91","82","98","84","B","143","108.53","6633","27824","-16.10","213.37","-53.46","24.87","53.10","92.00","90.00","2022-08-29","Computer Sftwr-Enterprse",
"17","543172","Cospower Engineering","464.85","22.10","4.99","82","57","85","A+","108","66.41","1250","2690","0.00","121.26","327.51","48.41","54.27","96.00","94.00","2020-03-30","Machinery-Gen Industrial",
"18","ZOMATO","Zomato","274.15","0.85","0.31","82","75","86","A-","27","241443.47","18447073","67288249","-8.08","173.30","-52.28","5.72","42.42","75.00","79.00","2021-07-23","Retail-Internet         ",
"19","512589","Sita Enterprises","74.97","3.57","5.00","82","97","88","A+","86","21.42","180","2400","0.00","N/A","-57.50","N/A","N/A","85.00","90.00","-","Finance-Investment Mgmt ",
"20","STAR","Strides Pharma Science","1401.00","2.00","0.14","82","64","89","A+","47","12864.92","624224","445556","-3.04","199.57","-35.31","12.27","52.94","87.00","87.00","-","Medical-Generic Drugs   ",
"21","505978","Triton Valves","5080.00","8.25","0.16","82","67","94","A","45","600.50","10988","2163","-8.87","249.78","-49.24","18.13","69.88","91.00","92.00","-","Auto/Truck-Original Eqp ",
"22","NAUKRI","Info Edge (India) (Nse)","8195.95","95.25","1.18","81","57","77","A+","23","104972.11","2133357","260294","-0.78","103.94","-34.84","8.76","32.07","75.00","75.00","-","Internet-Content        ",
"23","VOLTAMP","Voltamp Transformers","12959.95","-219.25","-1.66","81","95","85","C","44","13333.40","285909","22061","-12.43","212.89","14.02","-2.80","27.89","50.00","62.00","-","Electrical-Power/Equipmt",
"24","523676","Golkunda Dias.& Jewelr.","270.95","-4.20","-1.53","81","99","88","A+","93","191.61","3321","12258","-10.84","180.77","-62.82","19.38","47.32","89.00","88.00","-","Retail/Whlsle-Jewelry   ",
"25","524136","Pee Cee Cosma Sope","720.30","18.35","2.61","81","77","88","A+","67","185.74","4611","6401","-8.59","132.32","-65.05","25.35","59.31","93.00","90.00","-","Soap & Clng Preparatns  ",
"26","EIMCOELECO","Eimco Elecon India","2981.65","141.95","5.00","81","93","89","A-","120","1637.94","21098","7076","-14.79","228.33","-8.11","-3.85","34.28","42.00","76.00","-","Machinery-Constr/Mining ",
"27","DPABHUSHAN","D P Abhushan","1651.90","9.35","0.57","81","96","89","B","93","3713.97","133938","81081","-6.91","218.60","-38.65","15.43","52.15","82.00","83.00","2017-10-23","Retail/Whlsle-Jewelry   ",
"28","530129","Nile","2164.80","-44.15","-2.00","81","85","91","A+","98","663.13","20639","9534","-22.63","234.71","10.72","-3.32","44.36","63.00","85.00","-","Mining-Metal Ores       ",
"29","POWERINDIA","Hitachi Energy India","14278.90","-266.40","-1.83","81","86","92","A","44","61645.89","641537","44929","-3.85","273.35","-6.58","20.13","59.53","86.00","88.00","-","Electrical-Power/Equipmt",
"30","BASF","Basf India (Nse)","7916.15","530.90","7.19","81","79","93","A","82","31967.79","594677","75122","-4.00","203.92","467.81","11.76","63.77","84.00","91.00","-","Chemicals-Specialty     ",
"31","539854","Halder Venture","865.00","-15.00","-1.70","81","87","93","A","107","278.17","2553","2951","-4.71","310.64","-97.66","3.14","65.12","68.00","92.00","-","Food-Misc Preparation   ",
"32","SMSPHARMA","Sms Pharmaceuticals","374.25","23.45","6.68","81","66","93","B+","47","2969.59","209818","560635","-5.97","213.63","59.47","8.55","63.44","84.00","88.00","-","Medical-Generic Drugs   ",
"33","538564","James Warren Tea James Warren Tea","319.50","14.40","4.72","80","49","68","A+","90","112.89","2596","8126","-4.63","45.91","72.72","11.10","24.77","81.00","79.00","-","Agricultural Operations ",
"34","NATIONALUM","National Aluminium (Nse)","224.23","13.94","6.63","80","95","78","A+","78","38622.53","3958270","17652722","-1.39","137.35","300.24","15.62","24.80","80.00","67.00","-","Metal Proc & Fabrication",
"35","GENESYS","Genesys International","775.35","4.10","0.53","80","74","80","B+","96","3056.77","363843","469263","-9.41","158.33","-39.69","3.56","29.63","68.00","73.00","-","Computer-Tech Services  ",
"36","PITTIENG","Pitti Engineering","1290.95","-18.40","-1.41","80","95","82","A","44","4643.61","110925","85925","-10.78","124.11","-67.92","2.05","40.09","65.00","81.00","-","Electrical-Power/Equipmt",
"37","MOTHERSON","Samvardhana Motherson International","210.75","-0.64","-0.30","80","86","82","A","45","148740.24","4498731","21346290","-2.88","143.54","-51.14","9.16","43.32","69.00","82.00","-","Auto/Truck-Original Eqp ",
"38","VOLTAS","Voltas (Nse)","1854.55","9.45","0.51","80","50","82","A-","30","61051.59","3464188","1867940","-4.65","128.72","-48.40","9.01","38.18","78.00","78.00","-","Hsehold-Appliances/Wares",
"39","517449","Magna Elto.Castings","795.00","-5.00","-0.63","80","91","84","A+","106","338.56","6767","8512","-12.64","106.19","-87.32","13.98","54.16","90.00","91.00","-","Steel-Producers         ",
"40","NUVAMA","Nuvama Wealth Management Ltd","6520.05","-239.20","-3.54","80","62","85","B+","86","24142.01","874815","134173","-8.17","221.87","90.41","6.13","38.03","80.00","77.00","-","Finance-Investment Mgmt ",
"41","ZENTEC","Zen Technologies","1707.70","-8.60","-0.50","80","57","86","B+","92","14424.47","839715","491723","-13.31","164.05","-16.01","2.74","51.90","75.00","86.00","-","Aerospace/Defense       ",
"42","NEWGEN","Newgen Software Techs","1318.70","-22.65","-1.69","80","94","87","A","31","18818.07","443591","336385","-14.81","208.32","-23.05","20.81","46.71","89.00","87.00","2018-01-29","Comp Sftwr-Spec Enterprs",
"43","TIPSMUSIC","Tips Music Ltd","705.75","11.20","1.61","80","97","87","A+","40","8878.57","325590","461339","-10.09","131.40","-46.49","0.89","41.05","78.00","83.00","-","Leisure-Movies & Related",
"44","PROV","Proventus Agrocom Ltd","1750.00","40.00","2.34","80","98","87","B+","90","587.38","4798","2742","-7.41","92.13","-82.49","16.03","48.98","89.00","90.00","2023-06-05","Agricultural Operations ",
"45","543744","Rex Sealing And Packing Industries","221.85","0.00","0.00","80","62","87","C","108","49.25","528","2380","-19.85","N/A","0.00","N/A","N/A","78.00","91.00","2023-01-12","Machinery-Gen Industrial",
"46","526703","Ecoplast","588.90","19.05","3.34","80","35","90","A+","10","170.95","1801","3059","-7.98","230.54","-53.35","0.33","40.00","65.00","86.00","-","Chemicals-Plastics      ",
"47","MOTILALOFS","Motilal Oswal Finl.Svs.","742.80","-19.30","-2.53","80","98","90","A-","95","45617.32","1065098","1433896","-10.38","252.33","13.54","10.26","43.05","81.00","80.00","-","Finance-Invest Bnk/Bkrs ",
"48","526479","Sky Industries","162.65","14.75","9.97","80","93","92","A","87","116.71","3986","24504","0.00","166.49","302.76","16.42","54.11","88.00","88.00","-","Apparel-Clothing Mfg    ",
"49","SMSLIFE","Sms Lifesciences India","1449.00","-6.00","-0.41","80","73","93","A+","52","439.85","11909","8219","-17.18","208.23","-71.30","11.40","76.72","90.00","94.00","-","Medical-Diversified     ",
"50","CARTRADE","Cartrade Tech","990.85","26.40","2.74","79","28","72","A-","27","4561.85","434832","438847","-4.20","77.37","-74.63","6.34","21.12","73.00","67.00","2021-08-20","Retail-Internet         ",
"51","NSIL","Nalwa Sons Investments","5047.95","129.70","2.64","79","61","73","A","86","2526.01","71499","14164","-1.01","109.24","60.40","8.77","31.21","73.00","77.00","-","Finance-Investment Mgmt ",
"52","ROCKINGDCE","Rockingdeals Circular Economy Ltd","607.10","-0.70","-0.12","79","81","75","B","146","343.95","20268","33385","-11.69","137.42","-53.57","-3.07","14.98","33.00","61.00","2023-11-30","Transport-Air Freight   ",
"53","544143","Royal Sense Ltd","197.90","0.00","0.00","79","69","77","A-","15","96.97","1417","7160","-0.70","91.15","570.39","31.22","41.94","93.00","82.00","2024-03-19","Medical-Systems/Equip   ",
"54","LUPIN","Lupin (Nse)","2194.40","3.30","0.15","79","58","77","A-","47","99945.49","3291999","1500182","-5.09","95.11","-47.56","4.21","28.79","74.00","74.00","-","Medical-Generic Drugs   ",
"55","TORNTPOWER","Torrent Power","1861.70","-16.30","-0.87","79","72","83","A","91","90259.87","2355441","1265210","-5.49","171.41","-62.07","8.32","34.78","79.00","72.00","-","Utility-Electric Power  ",
"56","NETWEB","Netweb Technologies India Ltd","2508.70","-11.05","-0.44","79","99","85","B+","21","14203.08","392484","156449","-14.23","241.15","-16.95","0.19","27.54","35.00","65.00","2023-07-27","Computer Sftwr-Database ",
"57","522195","Frontier Springs","2060.50","11.85","0.58","79","84","88","B+","115","806.96","15942","7737","-14.56","240.87","-70.30","7.63","42.07","81.00","84.00","-","Steel-Specialty Alloys  ",
"58","530627","Vipul Organics","311.75","51.00","19.56","79","72","89","A+","82","339.29","11242","36060","-0.37","113.73","858.95","13.51","35.98","88.00","85.00","-","Chemicals-Specialty     ",
"59","531067","Contil India","254.60","12.10","4.99","79","98","90","A+","70","75.03","1021","4010","0.00","175.57","206.88","21.41","55.40","91.00","89.00","-","Financial Svcs-Specialty",
"60","543931","Veefin Solutions Ltd","677.10","2.95","0.44","79","72","94","A+","16","1521.76","100135","147888","-10.19","262.54","-68.90","13.13","75.08","90.00","95.00","2023-07-05","Computer Sftwr-Financial",
"61","507944","Bajaj Steel Industries","3350.35","419.00","14.29","79","93","95","A+","120","1524.30","42757","12762","-1.46","191.95","652.80","34.76","97.62","95.00","95.00","-","Machinery-Constr/Mining ",
"62","543244","Shine Fashions (India)","349.45","16.60","4.99","79","98","95","A-","87","93.13","807","2310","-18.32","365.52","-35.06","0.93","117.84","79.00","88.00","2020-11-02","Apparel-Clothing Mfg    ",
"63","543620","Insolation Energy","3444.70","44.40","1.31","79","99","98","B+","59","7083.51","92869","26960","-12.79","783.19","38.35","-1.10","59.92","39.00","88.00","2022-10-10","Energy-Solar            ",
"64","BOMDYEING","Bombay Dyeing & Mnfg.","226.75","2.05","0.91","78","64","63","A","87","4640.84","538507","2374893","-6.76","67.56","72.75","3.58","22.07","57.00","71.00","-","Apparel-Clothing Mfg    ",
"65","ALKEM","Alkem Laboratories","6151.25","98.45","1.63","78","90","66","A","52","72370.30","1551321","252196","-4.48","75.60","-56.21","3.79","15.31","67.00","62.00","-","Medical-Diversified     ",
"66","ARVINDFASN","Arvind Fashions","600.30","7.65","1.29","78","68","70","A+","87","7896.71","581298","968346","-3.63","98.31","-66.34","11.39","22.83","76.00","71.00","-","Apparel-Clothing Mfg    ",
"67","ABB","ABB India","8268.10","213.10","2.65","78","93","71","B+","44","170691.89","2556058","309147","-9.64","109.22","19.35","3.54","19.75","45.00","49.00","-","Electrical-Power/Equipmt",
"68","WHIRLPOOL","Whirlpool Of India (Nse)","2284.35","-5.25","-0.23","78","60","74","A+","30","29048.61","591098","258760","-2.41","93.04","74.85","8.91","40.21","77.00","82.00","-","Hsehold-Appliances/Wares",
"69","IFBIND","Ifb Industries","1843.05","35.50","1.96","78","65","76","A-","30","7324.01","154545","83853","-15.15","112.65","-58.11","-5.77","21.11","30.00","61.00","-","Hsehold-Appliances/Wares",
"70","REMUS","Remus Pharmaceuticals Ltd","2640.00","19.80","0.76","78","4","77","B+","51","1543.82","23417","8870","-6.87","118.35","-92.11","9.75","37.74","83.00","83.00","2023-05-29","Medical-Whlsle Drg/Suppl",
"71","543597","Virtuoso Optoelectronics","404.30","-9.85","-2.38","78","98","78","A+","30","1090.83","29930","74030","-11.67","127.55","-72.98","26.44","49.52","89.00","89.00","2022-09-15","Hsehold-Appliances/Wares",
"72","513498","Southern Magnesium","330.30","6.45","1.99","78","96","80","A+","98","97.16","2198","6656","-29.57","116.69","-92.79","-11.52","19.90","52.00","73.00","-","Mining-Metal Ores       ",
"73","SYMPHONY","Symphony","1648.45","78.20","4.98","78","89","83","A-","30","10827.97","623688","378348","-5.74","91.49","-46.27","5.50","41.96","79.00","85.00","-","Hsehold-Appliances/Wares",
"74","509597","Hardcastle & Waud","1101.90","51.90","4.94","78","98","84","A-","82","71.30","334","303","-18.66","N/A","10.89","N/A","N/A","54.00","79.00","-","Chemicals-Specialty     ",
"75","SIGNATURE","Signatureglobal (India) Ltd","1612.90","15.15","0.95","78","74","85","A","104","22450.15","1176107","729188","-2.07","251.85","-31.05","7.40","22.20","70.00","66.00","2023-09-27","Bldg-Resident/Comml     ",
"76","TIMETECHNO","Time Technoplast","389.50","-1.80","-0.46","78","84","85","A+","10","8879.73","615375","1579909","-12.82","179.30","-49.88","3.31","41.52","68.00","79.00","-","Chemicals-Plastics      ",
"77","PRUDENT","Prudent Corporate Advisory Services","2571.95","-30.70","-1.18","78","95","88","A","86","10776.79","275008","106926","-9.66","141.97","-69.06","10.32","53.47","82.00","89.00","2022-05-20","Finance-Investment Mgmt ",
"78","505299","KPT Industries","1137.75","18.65","1.67","78","93","89","A-","69","380.49","7563","6647","-16.34","234.01","-80.40","2.54","42.47","72.00","80.00","-","Machinery-Tools & Rel   ",
"79","IITL","Industrial Inv.Tst.","304.50","0.00","0.00","78","76","89","A-","46","686.59","32652","107230","-1.93","198.24","-96.53","26.21","46.01","92.00","91.00","-","Finance-Publ Inv Fd-Bal ",
"80","JUBLPHARMA","Jubilant Pharmova","1170.30","19.50","1.69","78","59","90","A-","52","18330.06","1190008","1016840","-6.16","261.04","-79.93","21.23","61.78","90.00","90.00","-","Medical-Diversified     ",
"81","SHAILY","Shaily Engineering Plastics","1009.95","0.10","0.01","78","92","91","A","10","4631.98","208427","206374","-7.43","209.32","-66.09","6.39","69.51","74.00","85.00","-","Chemicals-Plastics      ",
"82","INDRAMEDCO","Indraprastha Med. (Nse) Corp.","436.20","8.75","2.05","78","95","92","A+","97","3918.56","333126","763699","-9.88","186.88","-80.01","14.46","69.33","91.00","93.00","-","Medical-Hospitals       ",
"83","533018","Simplex Mills","7241.15","141.95","2.00","78","26","93","A+","87","21.30","167","23","0.00","N/A","-69.57","N/A","N/A","96.00","95.00","-","Apparel-Clothing Mfg    ",
"84","PGEL","Pg Electroplast","632.05","-11.05","-1.72","78","99","95","A+","10","16825.68","1025119","1621895","-8.93","338.36","-28.58","22.22","110.62","93.00","97.00","-","Chemicals-Plastics      ",
"85","505690","Brady & Morris Engr.","1986.85","94.60","5.00","78","93","95","A-","108","425.76","3684","1854","-0.36","352.31","-42.23","37.94","79.04","94.00","94.00","-","Machinery-Gen Industrial",
"86","IIFLSEC","Iifl Securities","378.75","33.70","9.77","78","93","96","A+","95","10662.08","655478","1730635","-0.21","302.39","78.61","31.09","84.75","94.00","96.00","-","Finance-Invest Bnk/Bkrs ",
"87","531525","Ace Software Exports","383.90","7.00","1.86","78","64","99","A","96","241.22","8777","22864","-4.54","1805.46","-89.88","8.01","100.25","82.00","95.00","-","Computer-Tech Services  ",
"88","504084","Kaycee Industries","4263.45","83.55","2.00","78","96","99","A+","44","1326.70","20891","4900","0.00","1909.57","-92.08","54.50","259.21","98.00","99.00","-","Electrical-Power/Equipmt",
"89","HEROMOTOCO","Hero Motocorp","5750.10","37.70","0.66","77","66","66","B","109","114236.57","4293709","746719","-7.94","95.37","-0.51","3.04","15.41","51.00","54.00","-","Auto Manufacturers      ",
"90","SUBROS","Subros","759.55","1.50","0.20","77","76","67","A-","45","4945.22","160192","210904","-8.20","116.18","-43.96","3.12","18.23","62.00","65.00","-","Auto/Truck-Original Eqp ",
"91","501148","Dalal Street Invs.","563.50","-11.50","-2.00","77","32","72","B","86","18.11","82","145","-8.34","N/A","-42.76","N/A","N/A","86.00","73.00","-","Finance-Investment Mgmt ",
"92","SANDESH","Sandesh (Nse)","1829.05","25.55","1.42","77","95","72","B+","136","1365.07","29623","16196","-11.14","84.96","-82.79","6.01","29.90","69.00","77.00","-","Media-Books             ",
"93","543939","Kaka Industries Ltd","285.60","-4.55","-1.57","77","4","79","B","78","396.34","15508","54300","-4.80","95.98","-76.06","9.51","38.33","83.00","84.00","2023-07-19","Metal Proc & Fabrication",
"94","JINDALSAW","Jindal Saw (Nse)","735.25","-8.05","-1.08","77","88","81","B+","106","23767.31","1055733","1435883","-3.24","126.24","-55.85","11.38","36.18","83.00","81.00","-","Steel-Producers         ",
"95","531215","R T S Power Corporation","294.75","2.45","0.84","77","46","82","A","44","268.01","8172","27725","-10.14","118.05","-61.94","18.66","41.98","86.00","82.00","-","Electrical-Power/Equipmt",
"96","MASTER","Master Components Ltd","310.00","0.00","0.00","77","98","85","A","10","124.00","763","2460","-18.42","138.46","0.00","-7.01","55.70","13.00","85.00","2023-09-29","Chemicals-Plastics      ",
"97","508905","Smifs Capital Markets","93.16","-1.90","-2.00","77","78","88","A","95","53.09","4162","44674","-6.69","134.25","-97.39","41.86","56.92","96.00","92.00","-","Finance-Invest Bnk/Bkrs ",
"98","CENTURYTEX","Century Text. (Nse)","2890.80","40.75","1.43","77","47","88","A+","35","31833.92","1601489","553995","-1.55","172.35","-8.61","17.52","49.60","84.00","85.00","-","Paper & Paper Products  ",
"99","SHILPAMED","Shilpa Medicare Limited","835.70","22.20","2.73","77","76","89","A","52","7955.30","345340","413234","-12.90","174.09","-59.79","7.54","52.14","77.00","85.00","-","Medical-Diversified     ",
"100","KFINTECH","Kfin Technologies","1137.35","116.15","11.37","77","95","89","A-","86","17504.08","1912844","1681843","-4.34","139.97","453.90","5.36","40.21","78.00","82.00","2022-12-29","Finance-Investment Mgmt ",
"101","533019","Simplex Papers","2929.25","-59.75","-2.00","77","34","90","A+","35","8.97","243","83","-20.03","N/A","-90.36","N/A","N/A","93.00","91.00","-","Paper & Paper Products  ",
"102","WABAG","Va Tech Wabag","1538.00","27.50","1.82","77","47","91","A","6","9393.80","880533","572518","-1.61","246.88","-24.20","12.13","53.79","77.00","86.00","-","Utility-Water Supply    ",
"103","GRWRHITECH","Garware Hi-Tech Films","3947.70","85.95","2.23","77","93","92","A+","82","8971.62","458285","116089","-1.18","204.07","5.78","26.37","82.57","93.00","95.00","-","Chemicals-Specialty     ",
"104","NEULANDLAB","Neuland Laboratories","12508.25","121.85","0.98","77","92","92","A-","52","15891.75","597369","47758","-8.23","243.01","-44.29","7.45","59.52","87.00","91.00","-","Medical-Diversified     ",
"105","WOMANCART","Womancart Ltd","311.05","10.05","3.34","77","83","92","B","54","126.66","1254","4032","-5.71","204.04","19.05","6.63","69.36","78.00","94.00","2023-10-27","Cosmetics/Personal Care ",
"106","538920","Vintage Coffee And Beverages","125.20","-1.15","-0.91","77","61","95","A+","4","1322.92","57882","462313","-2.49","389.73","-54.54","31.71","88.31","94.00","95.00","-","Retail-Department Stores",
"107","IWEL","Inox Wind Energy","12750.30","18.10","0.14","77","63","95","A+","111","15339.75","276580","21692","-8.27","441.57","-90.67","16.86","69.97","92.00","93.00","-","Energy-Alternative/Other",
"108","V2RETAIL","V2 Retail","1358.15","24.10","1.81","77","68","98","A+","56","4614.35","109710","80779","-1.51","719.94","-57.48","27.00","118.71","94.00","96.00","-","Retail-Apparel/Shoes/Acc",
"109","522017","Fluidomat","662.00","12.10","1.86","76","97","62","C","24","320.21","4834","7302","-12.43","113.01","-77.13","-3.87","3.61","28.00","38.00","-","Electronic-Parts        ",
"110","AUROPHARMA","Aurobindo Pharma","1438.30","-22.40","-1.53","76","72","65","C-","47","85588.11","2013489","1399909","-9.65","75.01","85.95","-2.15","19.54","52.00","62.00","-","Medical-Generic Drugs   ",
"111","AMBER","Amber Enterprises India","4845.70","36.60","0.76","76","57","66","B+","30","16236.96","1381141","285024","-9.61","76.74","-6.26","9.18","21.75","68.00","69.00","2018-01-30","Hsehold-Appliances/Wares",
"112","519003","Modi Naturals","379.00","1.00","0.26","76","76","77","A+","48","502.97","5563","14679","-3.81","101.06","-73.54","15.25","44.31","88.00","90.00","-","Food-Packaged           ",
"113","DICIND","Dic India (Nse)","733.90","3.95","0.54","76","74","78","A+","82","670.02","16527","22519","-5.19","77.82","-92.61","7.27","37.56","81.00","85.00","-","Chemicals-Specialty     ",
"114","523606","Sika Interplant Systems","2642.85","-6.80","-0.26","76","92","78","C","92","1123.45","10571","4000","-25.51","174.86","22.08","-3.80","20.76","15.00","55.00","-","Aerospace/Defense       ",
"115","GREENPLY","Greenply Industries","382.10","0.70","0.18","76","86","79","A-","76","4719.71","219396","574186","-7.25","156.23","-69.47","2.42","32.63","66.00","77.00","-","Bldg-Wood Prds          ",
"116","QUICKHEAL","Quick Heal Technologies","655.05","-7.05","-1.06","76","64","80","A-","96","3562.63","219939","335759","-13.70","138.12","-80.66","3.94","28.86","71.00","73.00","-","Computer-Tech Services  ",
"117","526945","Tyroon Tea","152.70","25.00","19.58","76","42","81","A","48","43.44","1296","8487","-0.33","N/A","1095.93","N/A","N/A","80.00","78.00","-","Food-Packaged           ",
"118","526775","Valiant Communications","669.15","9.65","1.46","76","72","82","B+","68","503.07","6148","9188","-8.61","180.70","-16.85","-2.57","27.93","33.00","64.00","-","Telecom-Infrastructure  ",
"119","ARTEMISMED","Artemis Medicare Services","284.55","0.15","0.05","76","94","83","A+","97","3913.40","78538","276007","-6.61","108.96","-77.23","6.80","42.46","82.00","84.00","2017-07-20","Medical-Hospitals       ",
"120","CHOLAHLDNG","Cholamandalam Financial Holdings","2100.15","56.45","2.76","76","93","84","A+","113","38375.99","786040","374278","-2.54","112.64","63.97","20.18","64.16","89.00","91.00","-","Finance-Consumer Loans  ",
"121","539227","Loyal Equipments","302.10","6.10","2.06","76","51","84","A+","14","301.92","6547","21671","-11.67","131.25","-54.84","11.33","44.57","87.00","87.00","-","Bldg-A/C & Heating Prds ",
"122","UNIVASTU","Univastu India","224.10","1.37","0.62","76","87","85","B+","127","253.13","21633","96535","-6.52","139.24","12.08","12.82","34.84","83.00","72.00","-","Bldg-Heavy Construction ",
"123","SENCO","Senco Gold Ltd","1477.60","46.50","3.25","76","94","87","A+","93","11122.80","679093","459592","-4.30","145.89","41.61","25.56","54.86","90.00","89.00","2023-07-14","Retail/Whlsle-Jewelry   ",
"124","BBOX","Black Box","505.10","4.30","0.86","76","89","87","B+","96","8417.20","121889","241317","-13.51","171.51","-50.65","-2.21","54.84","71.00","91.00","-","Computer-Tech Services  ",
"125","EMKAY","Emkay Global Finl.Svs.","228.21","10.86","5.00","76","94","88","A+","95","539.85","5480","24012","0.00","161.87","27.66","16.05","38.60","86.00","84.00","-","Finance-Invest Bnk/Bkrs ",
"126","509470","Bombay Oxygen Investments","33798.00","-0.25","0.00","76","55","88","A+","99","506.97","3008","89","-12.89","N/A","-83.15","N/A","N/A","68.00","88.00","-","Chemicals-Basic         ",
"127","512229","Veritas India","1126.25","22.05","2.00","76","78","90","A","12","2960.36","20013","17770","-29.08","397.39","375.31","11.16","12.62","67.00","24.00","-","Elec-Misc Products      ",
"128","FOCE","Foce India","1746.75","1.25","0.07","76","99","91","A","93","854.07","6582","3768","-2.96","149.36","-4.46","23.20","74.73","93.00","93.00","2021-12-28","Retail/Whlsle-Jewelry   ",
"129","530643","Eco Recycling","920.70","43.80","4.99","76","97","92","B-","74","1692.15","29503","32044","-24.23","322.20","-71.24","-5.00","41.73","54.00","82.00","-","Pollution Control       ",
"130","544001","Sunita Tools Ltd","604.30","28.70","4.99","76","67","92","C+","169","323.77","6671","11040","-35.71","394.08","-32.07","-17.20","30.53","2.00","72.00","2023-10-11","Elec-Scientific/Msrng   ",
"131","SARTELE","Sar Televenture Ltd","355.10","-0.55","-0.15","76","83","93","B","13","1320.99","181051","509860","-14.16","352.71","-71.07","17.03","52.84","90.00","91.00","2023-11-08","Telecom Svcs-Cable/Satl ",
"132","SOLEX","Solex Energy","1561.00","141.90","10.00","76","66","95","B+","59","1533.05","44332","28400","0.00","327.44","31.16","6.67","55.57","75.00","84.00","2018-02-05","Energy-Solar            ",
"133","539273","Pecos Hotels","360.10","0.00","0.00","76","66","96","A+","162","47.17","792","2200","-17.21","N/A","0.00","N/A","N/A","83.00","96.00","-","Leisure-Services        ",
