Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"19","543620","Insolation Energy","4272.00","-336.50","-7.30","82","99","97","A+","60","9600.43","109607","25657","-10.06","674.54","82.99","25.92","82.16","93.00","93.00","2022-10-10","Energy-Solar            ",
"20","EXCELINDUS","Excel Industries","1589.90","-34.70","-2.14","81","77","82","A+","42","2042.28","55464","34885","-6.74","132.15","-52.30","4.75","39.27","74.00","80.00","-","Chemicals-Agricultural  ",
"21","531201","Shilchar Technologies","7813.60","372.05","5.00","81","96","86","A","87","5675.67","130979","16763","-6.40","236.55","-0.86","16.40","37.23","86.00","80.00","-","Electrical-Power/Equipmt",
"22","542668","Evans Electric","377.90","-41.95","-9.99","81","49","87","A-","124","115.21","3050","8070","-24.99","160.05","-56.63","31.16","51.13","95.00","88.00","2019-05-13","Machinery-Gen Industrial",
"23","MCX","Multi Cmod.Ex.Of India","6390.00","-23.10","-0.36","81","68","88","A-","47","32705.53","3437616","537968","-6.99","163.91","-66.29","7.08","46.56","85.00","88.00","-","Financial Svcs-Specialty",
"24","543709","Pngs Gargi Fashion Jewellery","1030.00","-1.60","-0.16","81","99","88","B","89","1068.53","22636","21977","-3.20","196.18","-4.45","15.10","49.14","82.00","90.00","2022-12-20","Retail/Whlsle-Jewelry   ",
"25","522231","Conart Engineers","194.00","0.20","0.10","81","81","90","C","95","60.85","3473","17903","-11.05","272.69","21.10","18.21","43.93","90.00","84.00","-","Bldg-Heavy Construction ",
"26","539854","Halder Venture","883.00","-7.20","-0.81","81","86","92","A","129","281.39","1480","1676","-3.96","315.40","73.87","7.57","48.33","78.00","80.00","-","Food-Misc Preparation   ",
"27","JUBLPHARMA","Jubilant Pharmova","1222.00","-17.00","-1.37","81","58","92","B+","41","19734.92","857282","701540","-6.71","211.74","-79.74","9.17","55.06","88.00","90.00","-","Medical-Diversified     ",
"28","PGEL","Pg Electroplast","649.95","-39.75","-5.76","81","99","96","A-","14","18044.90","865525","1331680","-6.48","370.13","254.11","12.94","92.17","89.00","95.00","-","Chemicals-Plastics      ",
"29","513472","Simplex Castings","336.00","14.95","4.66","81","70","97","A","102","231.09","2351","6996","-5.33","555.20","487.14","2.63","55.28","78.00","86.00","-","Steel-Producers         ",
"30","543991","Techknowgreen Solutions Ltd","292.90","-15.40","-5.00","80","83","63","C+","23","227.62","3749","12800","-18.64","123.24","3.13","8.02","19.16","74.00","72.00","2023-09-27","Pollution Control       ",
"31","REMUS","Remus Pharmaceuticals Ltd","2480.00","-56.65","-2.23","80","4","77","B-","27","1494.59","12440","5016","-12.51","111.39","7.66","-1.44","25.17","59.00","72.00","2023-05-29","Medical-Whlsle Drg/Suppl",
"32","ARIHANTACA","Arihant Academy","212.00","0.00","0.00","80","63","80","B+","11","128.37","1740","8208","-9.79","101.90","-31.77","6.73","29.65","81.00","87.00","2022-12-29","Consumer Svcs-Education ",
"33","524818","Dynamic Industries","104.80","0.30","0.29","80","66","80","B+","70","31.65","2114","20169","-5.46","N/A","-89.72","N/A","N/A","80.00","83.00","-","Chemicals-Specialty     ",
"34","VOLTAS","Voltas (Nse)","1750.00","-16.00","-0.91","80","78","82","B","36","58434.29","2829986","1617135","-10.02","117.72","-19.52","-2.41","21.99","58.00","66.00","-","Hsehold-Appliances/Wares",
"35","531199","Glance Finance","159.15","7.55","4.98","80","61","83","B+","58","34.20","101","632","4.98","N/A","287.34","N/A","N/A","92.00","90.00","-","Finance-Investment Mgmt ",
"36","CHOICEIN","Choice International","521.00","-2.95","-0.56","80","95","86","A+","65","10446.46","348899","669672","-3.50","143.81","-38.37","10.26","42.04","84.00","83.00","-","Finance-Invest Bnk/Bkrs ",
"37","HIRECT","Hind Rectifiers","1177.30","-16.95","-1.42","80","71","86","B","7","2049.69","65400","55551","-7.97","133.23","33.28","24.10","57.11","92.00","91.00","-","Elec-Misc Products      ",
"38","PRIMESECU","Prime Securities","348.90","16.10","4.84","80","96","87","B+","65","1116.48","35809","102633","2.65","127.79","560.19","9.74","45.11","83.00","87.00","-","Finance-Invest Bnk/Bkrs ",
"39","ZENTEC","Zen Technologies","1794.90","-29.15","-1.60","80","68","88","B+","85","15330.05","690351","384618","-10.15","165.10","-31.78","4.14","42.86","69.00","84.00","-","Aerospace/Defense       ",
"40","PDMJEPAPER","Pudumjee Paper Products","138.01","-4.60","-3.23","80","96","89","A","45","1354.08","79961","579389","-8.45","208.68","86.49","20.27","45.97","90.00","85.00","-","Paper & Paper Products  ",
"41","539273","Pecos Hotels","299.00","13.25","4.64","80","67","92","A-","164","37.43","281","940","-31.26","N/A","485.11","N/A","N/A","2.00","85.00","-","Leisure-Services        ",
"42","SARTELE","Sar Televenture Ltd","347.80","-9.60","-2.69","80","83","92","B+","15","1327.49","97401","280050","-15.93","354.93","-55.54","3.54","39.94","84.00","88.00","2023-11-08","Telecom Svcs-Cable/Satl ",
"43","517035","RIR Power Electronics","3447.35","-181.40","-5.00","80","96","96","A","9","2669.67","53613","15552","-29.34","410.16","-58.89","3.45","79.31","91.00","93.00","-","Elec-Semiconductor Mfg  ",
"44","TARIL","Transformers And Rtf. (India)","989.80","-32.05","-3.14","80","98","96","A+","87","15336.23","271862","274664","-4.83","490.49","-33.59","34.11","76.85","95.00","89.00","-","Electrical-Power/Equipmt",
"45","WEL","Wonder Electricals","1569.80","-7.30","-0.46","80","82","96","A-","36","2113.47","76857","48960","-4.56","498.75","87.68","8.41","52.15","79.00","84.00","2019-08-06","Hsehold-Appliances/Wares",
"46","531395","Padam Cotton Yarns","193.80","3.80","2.00","80","63","98","A+","51","73.59","9124","47078","2.00","493.38","-80.45","55.25","187.49","99.00","99.00","-","Retail-Apparel/Shoes/Acc",
"47","EUREKAFORB","Eureka Forbes","599.85","-0.75","-0.12","79","54","67","B","23","11620.35","208529","347636","-6.86","51.23","40.96","9.86","23.35","84.00","78.00","-","Pollution Control       ",
"48","INDHOTEL","Indian Hotels","728.90","-4.00","-0.55","79","54","75","B-","96","104323.33","2486522","3411335","-1.88","81.77","138.70","7.05","20.35","80.00","73.00","-","Leisure-Lodging         ",
"49","CDSL","Central Depository Services (India)","1555.95","-40.80","-2.56","79","97","80","A+","47","33372.07","6818117","4381964","-7.32","96.89","-29.17","8.28","37.53","81.00","82.00","2017-06-30","Financial Svcs-Specialty",
"50","539227","Loyal Equipments","296.90","2.90","0.99","79","50","80","A-","18","299.88","2959","9965","-13.19","113.66","5.14","1.56","36.06","72.00","84.00","-","Bldg-A/C & Heating Prds ",
"51","ABREL","Aditya Birla Real Estate Ltd","2700.00","-84.95","-3.05","79","75","85","A+","45","31106.78","1269634","470235","-14.01","141.11","-79.60","2.47","32.08","76.00","75.00","-","Paper & Paper Products  ",
"52","NUVAMA","Nuvama Wealth Management Ltd","6800.00","-193.15","-2.76","79","63","85","B","58","25020.79","896811","131884","-9.21","167.05","-40.43","3.60","30.87","72.00","78.00","-","Finance-Investment Mgmt ",
"53","539686","K P Energy","565.15","-29.70","-4.99","79","96","88","A+","95","3967.06","189964","336130","-13.98","63.35","-14.73","22.45","89.20","93.00","86.00","-","Bldg-Heavy Construction ",
"54","SHILPAMED","Shilpa Medicare Limited","888.00","36.00","4.23","79","77","88","B+","41","8331.79","255146","287327","-7.45","172.07","70.63","2.09","41.27","74.00","83.00","-","Medical-Diversified     ",
"55","DPABHUSHAN","D P Abhushan","1720.05","26.05","1.54","79","96","89","B","89","3830.30","175247","101885","-10.74","213.70","-59.05","0.88","37.53","78.00","76.00","2017-10-23","Retail/Whlsle-Jewelry   ",
"56","INDOTECH","Indo Tech Transformers","2358.30","-124.10","-5.00","79","97","94","B+","87","2636.31","37681","15978","-12.30","350.81","-3.19","19.05","51.79","89.00","86.00","-","Electrical-Power/Equipmt",
"57","LUPIN","Lupin (Nse)","2083.00","-21.60","-1.03","78","59","68","B","37","96010.80","2400228","1152294","-9.90","82.45","15.88","-4.34","15.68","40.00","66.00","-","Medical-Generic Drugs   ",
"58","NATCOPHARM","Natco Pharma","1397.00","-10.15","-0.72","78","85","75","B","41","25203.46","994668","712003","-14.77","91.31","-50.61","-2.61","18.88","44.00","66.00","-","Medical-Diversified     ",
"59","URBAN","Urban Enviro Waste Mgmt Ltd","526.30","0.00","0.00","78","97","78","A","23","227.89","8939","16984","-8.47","98.27","-81.16","17.00","34.71","87.00","84.00","2023-06-22","Pollution Control       ",
"60","KEC","Kec International","997.80","-22.85","-2.24","78","67","78","B","95","27169.70","1612635","1616191","-7.18","81.21","-72.93","3.90","23.98","76.00","72.00","-","Bldg-Heavy Construction ",
"61","CARTRADE","Cartrade Tech","1214.95","-23.45","-1.89","78","66","79","A+","61","5857.76","515571","424356","-4.90","98.49","-13.53","25.78","47.98","92.00","89.00","2021-08-20","Retail-Internet         ",
"62","ORCHPHARMA","Orchid Pharma","1454.00","-45.35","-3.02","78","38","82","B+","41","7604.55","120063","82574","-8.55","187.78","36.22","7.57","48.52","77.00","77.00","-","Medical-Diversified     ",
"63","POLICYBZR","Pb Fintech","1667.45","-11.25","-0.67","78","63","82","B-","144","76567.19","2840588","1703552","-15.21","131.47","-80.01","-2.36","21.68","52.00","66.00","2021-11-15","Insurance-Diversified   ",
"64","PKTEA","The Peria Krl.Tea","535.00","-11.35","-2.08","78","57","83","B","52","169.15","1924","3596","-10.27","106.29","-3.92","17.12","41.10","89.00","88.00","-","Food-Packaged           ",
"65","TECHNOE","Techno Elec.& Engr.Co.","1579.40","-37.65","-2.33","78","88","85","A","95","18806.29","280454","177570","-13.32","180.42","-61.88","0.66","28.47","52.00","64.00","-","Bldg-Heavy Construction ",
"66","AJMERA","Ajmera Real.& Infra Ida. (Nse)","936.05","-12.45","-1.31","78","91","85","A+","92","3433.10","186742","199500","-6.38","159.39","-53.47","25.11","37.16","92.00","87.00","-","Bldg-Resident/Comml     ",
"67","ALLETEC","All E Technologies","560.00","52.20","10.28","78","95","86","B+","57","1025.45","28887","51584","5.66","136.08","101.61","16.49","55.01","89.00","92.00","2022-12-21","Computer-Tech Services  ",
"68","539176","Hawa Engineers Dt","246.90","-5.00","-1.98","78","67","88","B-","98","88.82","1951","7900","-26.95","159.69","-93.15","21.81","42.89","94.00","88.00","-","Metal Proc & Fabrication",
"69","530643","Eco Recycling","975.00","-26.95","-2.69","78","97","91","A-","23","1933.46","26448","27126","-19.76","224.10","-36.73","3.58","44.89","77.00","87.00","-","Pollution Control       ",
"70","543931","Veefin Solutions Ltd","622.50","-29.10","-4.47","78","73","92","A","19","1470.86","59354","95348","-17.43","250.42","-63.71","0.24","49.62","72.00","90.00","2023-07-05","Computer Sftwr-Financial",
"71","ANANTRAJ","Anant Raj","734.30","-1.60","-0.22","78","94","92","A-","116","25159.76","1086206","1479240","-7.78","198.90","-60.15","5.56","53.96","83.00","89.00","-","Real Estate Dvlpmt/Ops  ",
"72","IIFLSEC","Iifl Securities","351.40","-21.05","-5.65","78","94","95","A-","65","11517.16","528904","1505135","-21.73","244.86","-49.35","3.96","68.45","88.00","93.00","-","Finance-Invest Bnk/Bkrs ",
"73","ORIANA","Oriana Power Ltd","2582.00","98.45","3.96","78","83","96","B+","60","5046.32","175937","68140","-13.47","677.32","88.00","16.46","39.94","87.00","71.00","2023-08-11","Energy-Solar            ",
"74","504746","Indian Link Chain Mfs.","216.00","10.00","4.85","77","76","57","A","47","10.30","13","62","-0.48","N/A","-95.16","N/A","N/A","67.00","52.00","-","Financial Svcs-Specialty",
"75","HCG","Healthcare Global Ents.","466.00","-1.60","-0.34","77","62","68","A-","44","6515.91","146012","313331","-10.30","48.92","-20.03","9.17","23.52","85.00","77.00","-","Medical-Hospitals       ",
"76","538564","James Warren Tea James Warren Tea","340.00","-10.60","-3.02","77","48","73","B","123","129.72","1846","5430","-10.29","67.67","-22.47","10.29","37.87","86.00","87.00","-","Agricultural Operations ",
"77","ARTEMISMED","Artemis Medicare Services","281.50","1.50","0.54","77","94","77","A-","44","3852.86","54302","192902","-7.61","98.16","-61.82","0.38","30.64","62.00","79.00","2017-07-20","Medical-Hospitals       ",
"78","TI","Tilaknagar Inds.","345.65","-2.10","-0.60","77","96","79","A","59","6710.05","809740","2342659","-5.17","91.02","-49.71","15.17","38.50","92.00","86.00","-","Beverages-Alcoholic     ",
"79","PITTIENG","Pitti Engineering","1329.00","-0.55","-0.04","77","95","81","B","87","4715.25","78968","59419","-8.82","113.41","36.95","1.61","30.18","61.00","75.00","-","Electrical-Power/Equipmt",
"80","MONARCH","Monarch Networth Capital","449.00","-8.05","-1.76","77","98","82","A","65","3586.06","162966","362954","-10.02","116.12","-25.88","8.41","39.43","83.00","88.00","-","Finance-Invest Bnk/Bkrs ",
"81","543597","Virtuoso Optoelectronics","435.85","10.75","2.53","77","98","82","A-","36","1119.67","26975","61890","-4.77","133.57","-23.25","14.71","44.91","91.00","88.00","2022-09-15","Hsehold-Appliances/Wares",
"82","519566","Simran Farms","237.20","-4.80","-1.98","77","85","83","A+","91","91.77","1864","7859","-12.03","129.38","-84.93","8.04","48.17","88.00","91.00","-","Food-Meat Products      ",
"83","501148","Dalal Street Invs.","683.40","0.00","0.00","77","31","83","A+","58","21.53","79","115","0.00","N/A","35.65","N/A","N/A","93.00","87.00","-","Finance-Investment Mgmt ",
"84","GANESHHOUC","Ganesh Housing Corp.","1100.10","-13.05","-1.17","77","93","87","A","116","9282.22","238342","216655","-7.94","206.99","-20.11","22.00","30.68","91.00","80.00","-","Real Estate Dvlpmt/Ops  ",
"85","AMIORG","Ami Organics","1955.00","-83.85","-4.11","77","62","87","A+","70","8345.83","702087","359124","-8.22","102.98","-42.04","23.77","53.84","94.00","90.00","2021-09-14","Chemicals-Specialty     ",
"86","505299","KPT Industries","1215.20","-24.80","-2.00","77","94","87","B-","118","421.60","3281","2700","-10.65","193.63","-70.89","5.17","42.02","79.00","84.00","-","Machinery-Tools & Rel   ",
"87","531067","Contil India","265.20","-5.40","-2.00","77","98","88","A+","47","83.72","1644","6198","-19.81","157.71","-83.17","9.89","52.70","87.00","90.00","-","Financial Svcs-Specialty",
"88","544073","Manoj Ceramic Ltd","195.60","-8.40","-4.12","77","56","89","A","150","170.01","4972","25420","-11.05","179.07","-44.93","32.94","57.20","96.00","92.00","2024-01-03","Bldg-Constr Prds/Misc   ",
"89","508905","Smifs Capital Markets","105.65","5.03","5.00","77","78","89","A+","65","56.20","3346","31667","4.66","130.73","8.43","18.92","54.01","94.00","93.00","-","Finance-Invest Bnk/Bkrs ",
"90","SUPRIYA","Supriya Lifescience","637.00","-11.30","-1.74","77","68","89","A+","67","5217.71","274319","430642","-7.66","170.35","-47.63","9.83","48.88","88.00","88.00","2021-12-28","Medical-Supplies        ",
"91","ARROWGREEN","Arrow Greentech","980.00","-51.55","-5.00","77","40","89","A-","55","1556.40","74494","76014","-10.83","207.88","24.99","23.30","68.68","90.00","92.00","-","Containers/Packaging    ",
"92","522195","Frontier Springs","2150.00","12.30","0.58","77","85","89","B+","132","842.04","8561","3982","-10.85","176.74","58.04","2.17","35.48","71.00","82.00","-","Steel-Specialty Alloys  ",
"93","543244","Shine Fashions (India)","350.10","0.00","0.00","77","98","89","B+","78","97.96","459","1310","-18.17","221.19","-61.83","2.57","95.61","53.00","87.00","2020-11-02","Apparel-Clothing Mfg    ",
"94","504080","Jsl Industries","2325.40","-47.45","-2.00","77","98","90","A+","87","278.57","198","85","-16.89","N/A","-96.47","N/A","N/A","56.00","85.00","-","Electrical-Power/Equipmt",
"95","BASF","Basf India (Nse)","7889.00","-273.25","-3.35","77","80","91","A-","70","35331.12","340907","43213","-9.84","192.55","-37.45","9.48","56.91","85.00","89.00","-","Chemicals-Specialty     ",
"96","544001","Sunita Tools Ltd","601.70","11.75","1.99","77","99","91","B","176","331.85","8944","14865","-35.99","280.61","12.68","3.07","23.15","64.00","67.00","2023-10-11","Elec-Scientific/Msrng   ",
"97","KIRLPNU","Kirloskar Pneumatic","1580.00","-73.05","-4.42","77","91","91","B+","124","10718.54","322958","204404","-8.93","203.31","-1.72","42.56","119.08","89.00","81.00","-","Machinery-Gen Industrial",
"98","POWERINDIA","Hitachi Energy India","13352.50","-686.85","-4.89","77","86","91","B-","87","59501.57","698509","52313","-19.32","226.52","96.13","2.83","35.22","74.00","72.00","-","Electrical-Power/Equipmt",
"99","GRWRHITECH","Garware Hi-Tech Films","4030.00","38.15","0.96","77","92","92","A","70","9273.87","354652","88003","-6.60","207.66","-57.62","9.69","62.82","87.00","93.00","-","Chemicals-Specialty     ",
"100","517449","Magna Elto.Castings","1082.00","38.45","3.68","77","94","92","A+","102","441.63","3073","2840","3.68","168.96","1043.10","25.01","81.20","95.00","95.00","-","Steel-Producers         ",
"101","VINCOFE","Vintage Coffee And Beverages","126.90","-0.41","-0.32","77","61","94","A-","21","1564.42","90625","714144","-11.26","380.42","-73.57","16.45","76.94","88.00","92.00","-","Retail-Department Stores",
"102","507944","Bajaj Steel Industries","3401.00","-44.85","-1.30","77","93","95","A-","76","1791.84","51964","15279","-8.67","234.35","125.75","18.39","92.73","94.00","96.00","-","Machinery-Constr/Mining ",
"103","NPST","Network People Services Technologies","3416.00","56.70","1.69","77","99","95","B","19","6513.68","121207","35482","-4.50","408.98","-31.66","16.10","71.59","86.00","93.00","2021-08-10","Computer Sftwr-Financial",
"104","SIMPLEXINF","Simplex Infr. (Nse)","270.80","-11.30","-4.01","77","50","96","A+","95","1612.00","59282","218914","-12.04","326.78","-74.39","22.55","87.97","96.00","95.00","-","Bldg-Heavy Construction ",
"105","TECHLABS","Trident Techlabs Ltd","929.05","44.20","5.00","77","83","98","B-","57","1529.11","32907","35420","-6.91","642.01","-5.77","12.51","62.19","87.00","88.00","2023-12-29","Computer-Tech Services  ",
"106","CHAMBLFERT","Chambal Fert.&Chems.","480.45","-2.20","-0.46","76","71","61","B-","42","19337.47","1385990","2884775","-16.35","60.86","-51.71","-3.34","9.44","27.00","48.00","-","Chemicals-Agricultural  ",
"107","NAUKRI","Info Edge (India) (Nse)","7940.00","285.40","3.73","76","19","70","B","40","99191.37","1833981","230980","-6.28","71.15","144.79","-2.67","17.27","54.00","64.00","-","Internet-Content        ",
"108","513353","Cochin Minerals & Rutile","387.20","-10.60","-2.66","76","34","75","A-","70","311.48","8564","22119","-6.68","66.44","-19.79","20.93","31.73","91.00","83.00","-","Chemicals-Specialty     ",
"109","BEL","Bharat Electronics","299.45","1.70","0.57","76","88","76","B","85","217648.67","7468674","24941305","-12.06","117.26","-19.22","4.29","19.10","65.00","51.00","-","Aerospace/Defense       ",
"110","PRIVISCL","Privi Speciality Chemicals","1898.00","-11.05","-0.58","76","70","78","A","70","7457.32","114865","60519","-5.90","95.80","-23.40","19.81","40.87","90.00","85.00","-","Chemicals-Specialty     ",
"111","PARADEEP","Paradeep Phosphates","107.00","-2.59","-2.36","76","70","78","A+","42","8933.89","558281","5217576","-10.50","76.90","-25.79","21.62","36.27","90.00","85.00","2022-05-27","Chemicals-Agricultural  ",
"112","SELAN","Selan Exploration Tech.","906.00","-1.70","-0.19","76","92","78","A-","82","1379.70","52578","58033","-15.97","124.93","-62.39","3.32","29.30","60.00","74.00","-","Oil&Gas-Intl Expl&Prod  ",
"113","NEWGEN","Newgen Software Techs","1280.00","16.50","1.31","76","93","79","B-","32","17725.89","552585","431707","-17.31","119.26","-73.86","2.05","28.39","76.00","75.00","2018-01-29","Comp Sftwr-Spec Enterprs",
"114","509597","Hardcastle & Waud","1093.00","2.55","0.23","76","97","79","C-","70","74.04","271","248","-19.32","N/A","-83.87","N/A","N/A","73.00","77.00","-","Chemicals-Specialty     ",
"115","VIJAYA","Vijaya Diagnostic Centre","1065.25","-54.20","-4.84","76","79","81","A-","28","11488.80","376317","353266","-6.45","92.74","5.59","17.58","42.61","89.00","86.00","2021-09-14","Medical-Services        ",
"116","523323","Kovai Medical Cntr & Hosp","5454.00","-142.20","-2.54","76","91","81","C+","44","6123.36","26348","4831","-5.48","83.48","120.31","2.56","25.25","70.00","74.00","-","Medical-Hospitals       ",
"117","MASTER","Master Components Ltd","302.85","0.00","0.00","76","97","83","A","14","121.14","512","1690","-20.30","132.96","-11.24","-4.90","45.77","39.00","72.00","2023-09-29","Chemicals-Plastics      ",
"118","FOCE","Foce India","1600.10","0.00","0.00","76","99","86","A","89","1104.55","1994","1246","-11.11","128.59","0.00","-1.00","47.79","68.00","86.00","2021-12-28","Retail/Whlsle-Jewelry   ",
"119","TIMETECHNO","Time Technoplast","404.50","-0.60","-0.15","76","85","88","A+","14","9192.89","506366","1251833","-14.66","150.45","-28.12","-1.38","31.09","60.00","74.00","-","Chemicals-Plastics      ",
"120","531215","R T S Power Corporation","348.55","-18.30","-4.99","76","45","88","A-","87","336.37","10748","30836","-13.25","173.67","-42.66","21.49","60.97","95.00","91.00","-","Electrical-Power/Equipmt",
"121","NEULANDLAB","Neuland Laboratories","13808.05","15.50","0.11","76","92","88","B-","41","17695.84","571363","41379","-16.44","179.99","33.75","3.91","54.34","75.00","91.00","-","Medical-Diversified     ",
"122","NSIL","Nalwa Sons Investments","7389.10","351.85","5.00","76","60","91","B","58","3614.33","239747","32446","-12.81","160.64","-74.54","30.67","70.09","94.00","93.00","-","Finance-Investment Mgmt ",
"123","DEEPAKFERT","Deepak Fert.& Petrochem.","1280.50","-49.85","-3.75","76","96","92","A+","70","16794.07","1650858","1289229","-8.79","195.63","-40.87","21.50","74.63","90.00","94.00","-","Chemicals-Specialty     ",
"124","543928","Cosmic Crf Ltd","1531.60","28.85","1.92","76","69","93","B+","49","1231.95","27069","17674","-30.70","433.84","123.49","-6.92","12.13","19.00","48.00","2023-06-30","Transportation-Equip Mfg",
"125","SOLEX","Solex Energy","1693.45","-89.10","-5.00","76","67","95","A-","60","1925.69","50756","29972","-5.22","436.91","55.56","24.64","67.20","92.00","90.00","2018-02-05","Energy-Solar            ",
"126","543971","Bondada Engineering Ltd","596.70","-31.40","-5.00","76","72","97","B","26","6784.11","141444","237043","-20.86","748.67","85.28","7.13","51.81","78.00","81.00","2023-08-30","Telecom-Cable/Satl Eqp  ",
"127","531525","Ace Software Exports","496.90","6.90","1.41","76","65","99","A+","57","313.60","6751","13586","-2.57","2233.33","-67.66","23.43","104.13","92.00","95.00","-","Computer-Tech Services  ",
"128","APOLLOHOSP","Apollo Hosps.Enterprise","7155.00","-266.40","-3.59","75","93","63","B+","44","106708.60","2682810","374956","-5.17","42.71","66.85","5.86","14.69","74.00","70.00","-","Medical-Hospitals       ",
"129","ASKAUTOLTD","Ask Automotive Ltd","435.80","-5.25","-1.19","75","97","70","A-","157","8694.99","172505","395836","-10.20","83.69","-59.27","1.06","23.27","66.00","71.00","2023-11-15","Auto Manufacturers      ",
"130","519421","KSE Ltd","2655.00","-45.10","-1.67","75","65","70","B+","123","864.03","3045","1147","-11.20","78.73","133.04","9.41","21.73","72.00","69.00","-","Agricultural Operations ",
"131","501430","Bombay Cycle & Mtr.Ag.","1980.00","-107.60","-5.15","75","62","73","B-","169","83.50","487","246","-19.97","N/A","28.05","N/A","N/A","84.00","69.00","-","Retail/Whlsle-Automobile",
