Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"11","TARIL","Transformers And Rtf. (India)","837.00","5.45","0.66","83","98","94","A","46","12480.15","205920","246021","-6.88","423.15","-45.71","16.01","53.72","89.00","80.00","-","Electrical-Power/Equipmt",
"12","543620","Insolation Energy","3354.05","-106.70","-3.08","83","99","96","A-","83","7209.43","85589","25518","-15.72","565.53","-54.54","-3.01","45.43","70.00","85.00","2022-10-10","Energy-Solar            ",
"13","ARIHANTACA","Arihant Academy","212.00","0.00","0.00","82","63","83","A-","11","128.37","2686","12672","-9.79","101.90","-55.81","10.78","32.80","90.00","90.00","2022-12-29","Consumer Svcs-Education ",
"14","543709","Pngs Gargi Fashion Jewellery","948.00","-13.20","-1.37","82","99","90","B+","90","995.61","21164","22325","-10.90","215.15","144.12","7.99","43.51","87.00","91.00","2022-12-20","Retail/Whlsle-Jewelry   ",
"15","505978","Triton Valves","4900.00","35.65","0.73","82","68","94","B+","43","575.94","6889","1406","-12.10","235.47","-42.03","0.63","47.56","86.00","91.00","-","Auto/Truck-Original Eqp ",
"16","DYCL","Dynamic Cables","711.60","55.00","8.38","81","87","77","B+","97","1590.88","61755","86783","1.84","94.52","1017.61","18.38","29.63","91.00","83.00","2017-12-14","Telecom-Fiber Optics    ",
"17","LUPIN","Lupin (Nse)","2215.10","58.40","2.71","81","57","80","B+","29","98387.58","2484974","1121834","-4.19","92.05","-6.17","-1.57","21.10","73.00","78.00","-","Medical-Generic Drugs   ",
"18","539495","Rajkot Investment Trust","60.97","-3.20","-4.99","81","63","87","A+","77","6.42","387","6346","-17.43","N/A","-99.86","N/A","N/A","97.00","94.00","-","Finance-Investment Mgmt ",
"19","SYMPHONY","Symphony","1635.95","34.95","2.18","81","89","87","A+","32","10994.23","321220","196351","-13.03","95.24","-64.39","-1.31","35.56","76.00","86.00","-","Hsehold-Appliances/Wares",
"20","543744","Rex Sealing And Packing Industries","207.75","3.75","1.84","81","63","87","C","114","45.29","681","3280","-24.95","N/A","-39.02","N/A","N/A","70.00","87.00","2023-01-12","Machinery-Gen Industrial",
"21","JUBLPHARMA","Jubilant Pharmova","1094.20","35.85","3.39","81","59","90","B-","38","16857.50","778162","711170","-12.26","218.01","-72.61","-1.55","37.98","84.00","86.00","-","Medical-Diversified     ",
"22","WOMANCART","Womancart Ltd","288.70","0.00","0.00","81","83","90","B-","79","142.91","758","2624","-12.49","191.62","-39.02","-2.26","52.25","51.00","90.00","2023-10-27","Cosmetics/Personal Care ",
"23","AMBER","Amber Enterprises India","6264.85","93.65","1.52","80","82","87","B+","32","20843.85","4649195","742108","-12.49","115.76","22.97","28.03","48.47","95.00","92.00","2018-01-30","Hsehold-Appliances/Wares",
"24","PPLPHARMA","Piramal Pharma","245.15","0.72","0.29","80","57","90","A-","38","32405.26","2750988","11221654","-5.68","171.59","-41.93","13.26","49.55","91.00","91.00","-","Medical-Diversified     ",
"25","GET&D","Ge T&D India","1629.05","-50.35","-3.00","80","77","94","C","46","43000.53","724487","444730","-17.27","370.49","-51.42","-1.29","30.98","70.00","76.00","-","Electrical-Power/Equipmt",
"26","WEL","Wonder Electricals","1449.50","-27.80","-1.88","80","83","96","A-","32","1979.73","93874","64763","-10.52","460.86","-67.80","2.60","51.17","74.00","84.00","2019-08-06","Hsehold-Appliances/Wares",
"27","NAUKRI","Info Edge (India) (Nse)","7753.45","155.80","2.05","79","58","77","B+","23","98453.39","1697835","218978","-8.48","88.81","-63.25","-2.87","18.66","65.00","73.00","-","Internet-Content        ",
"28","MOTHERSON","Samvardhana Motherson International","190.95","1.28","0.67","79","87","80","A","43","133457.41","3556015","18622757","-12.00","118.51","-65.71","-4.70","20.87","55.00","70.00","-","Auto/Truck-Original Eqp ",
"29","501148","Dalal Street Invs.","624.00","-1.90","-0.30","79","32","82","A+","77","19.72","79","126","-0.30","N/A","-98.41","N/A","N/A","93.00","87.00","-","Finance-Investment Mgmt ",
"30","BLUESTARCO","Blue Star","1853.35","4.20","0.23","79","93","82","B","19","35619.81","890171","480304","-15.74","127.17","-77.33","-1.87","20.02","72.00","69.00","-","Bldg-A/C & Heating Prds ",
"31","544143","Royal Sense Ltd","200.00","-4.45","-2.18","79","70","83","A-","9","100.18","1896","9480","-14.20","97.48","-57.81","22.41","39.06","94.00","90.00","2024-03-19","Medical-Systems/Equip   ",
"32","AJMERA","Ajmera Real.& Infra Ida. (Nse)","879.45","54.70","6.63","79","87","83","B","88","2985.18","145460","165399","-6.79","141.74","188.05","15.72","23.33","91.00","81.00","-","Bldg-Resident/Comml     ",
"33","ABREL","Aditya Birla Real Estate Ltd","2800.30","161.45","6.12","79","75","86","A","45","29474.90","1625681","580538","-10.82","147.52","44.69","0.43","29.13","78.00","76.00","-","Paper & Paper Products  ",
"34","HIRECT","Hind Rectifiers","1022.55","-4.70","-0.46","79","71","87","B","13","1760.50","53699","52515","-15.32","150.55","-42.46","12.12","40.67","90.00","88.00","-","Elec-Misc Products      ",
"35","509597","Hardcastle & Waud","1079.95","50.80","4.94","79","97","87","B-","82","69.88","253","234","-20.28","N/A","-38.03","N/A","N/A","73.00","79.00","-","Chemicals-Specialty     ",
"36","526731","Bright Brothers","279.90","13.30","4.99","79","53","88","A+","16","151.43","4256","15205","-16.06","99.33","-32.65","-9.27","37.00","79.00","91.00","-","Chemicals-Plastics      ",
"37","517370","Incap","103.60","3.84","3.85","79","87","90","A","21","51.21","731","7052","-15.63","155.79","-55.08","20.19","43.94","94.00","91.00","-","Electronic-Parts        ",
"38","TAINWALCHM","Tainwala Chpt.India","281.96","3.15","1.13","79","68","90","B","16","261.08","13372","47424","-14.89","134.29","-52.02","21.98","57.23","94.00","92.00","-","Chemicals-Plastics      ",
"39","543172","Cospower Engineering","532.00","-0.90","-0.17","79","57","91","A","114","79.94","1271","2390","-0.93","166.32","-79.08","45.43","74.89","97.00","96.00","2020-03-30","Machinery-Gen Industrial",
"40","VMART","V-Mart Retail","4433.50","87.80","2.02","79","40","91","B","6","8598.84","145525","32824","-1.48","172.46","-13.82","10.25","54.66","88.00","92.00","-","Retail-Department Stores",
"41","DPABHUSHAN","D P Abhushan","1779.95","46.10","2.66","79","96","92","B-","90","3920.41","180152","101212","-7.63","233.37","-28.14","8.75","47.07","90.00","87.00","2017-10-23","Retail/Whlsle-Jewelry   ",
"42","543244","Shine Fashions (India)","348.25","0.00","0.00","79","98","93","B+","98","97.44","627","1800","-18.60","282.69","-72.22","1.36","99.62","72.00","92.00","2020-11-02","Apparel-Clothing Mfg    ",
"43","RSSOFTWARE","Rs Software (India)","261.00","10.70","4.27","79","78","94","B-","34","643.47","18692","71615","-28.91","367.41","-73.79","-12.09","13.26","33.00","45.00","-","Computer Sftwr-Desktop  ",
"44","V2RETAIL","V2 Retail","1167.60","-61.45","-5.00","79","69","97","B","61","4251.16","85559","73278","-21.32","558.65","20.84","0.94","74.11","86.00","95.00","-","Retail-Apparel/Shoes/Acc",
"45","ARVINDFASN","Arvind Fashions","556.05","1.80","0.32","78","68","71","A","98","7385.21","507907","913419","-13.08","78.19","-48.74","-2.68","11.14","70.00","69.00","-","Apparel-Clothing Mfg    ",
"46","VOLTAS","Voltas (Nse)","1762.10","7.25","0.41","78","50","82","B+","32","58065.35","3013501","1710176","-9.40","116.34","-68.35","-2.72","24.14","74.00","75.00","-","Hsehold-Appliances/Wares",
"47","PITTIENG","Pitti Engineering","1285.00","28.60","2.28","78","95","82","B-","46","4455.82","90229","70217","-11.84","101.67","-32.41","-4.93","26.91","60.00","78.00","-","Electrical-Power/Equipmt",
"48","GREENPLY","Greenply Industries","381.00","3.05","0.81","78","86","84","A-","40","4677.02","129278","339312","-7.51","140.73","8.54","-1.26","25.68","69.00","81.00","-","Bldg-Wood Prds          ",
"49","PRUDENT","Prudent Corporate Advisory Services","2640.90","77.75","3.03","78","95","86","B+","77","10613.24","236184","89433","-7.24","134.39","-79.44","3.68","40.85","83.00","85.00","2022-05-20","Finance-Investment Mgmt ",
"50","TORNTPOWER","Torrent Power","1843.00","-80.80","-4.20","78","72","88","A","93","92461.10","1857031","1007613","-9.52","169.14","-69.62","5.94","29.82","84.00","80.00","-","Utility-Electric Power  ",
"51","SHILPAMED","Shilpa Medicare Limited","806.80","24.30","3.11","78","77","88","B+","38","7652.15","285560","353942","-15.91","149.88","-72.71","-3.54","35.43","68.00","83.00","-","Medical-Diversified     ",
"52","531398","Sce.Ntfd.& Herbal Spp.","229.85","-4.65","-1.98","78","48","94","A","29","150.95","1686","7335","-14.79","200.64","-11.55","8.31","71.99","89.00","95.00","-","Medical-Generic Drugs   ",
"53","VINCOFE","Vintage Coffee And Beverages","126.93","0.12","0.09","78","61","95","A+","6","1558.28","93019","732839","-11.24","378.53","-37.28","15.99","76.24","93.00","94.00","-","Retail-Department Stores",
"54","WOCKPHARMA","Wockhardt","1120.05","53.30","5.00","78","37","95","A-","29","16366.40","332684","297026","-2.33","386.21","10.66","4.90","49.83","85.00","91.00","-","Medical-Generic Drugs   ",
"55","504080","Jsl Industries","2634.95","-53.75","-2.00","78","98","96","A+","46","315.65","300","114","-5.83","N/A","-98.25","N/A","N/A","92.00","95.00","-","Electrical-Power/Equipmt",
"56","CARTRADE","Cartrade Tech","1053.35","70.95","7.22","77","28","74","A","25","4646.75","428319","406626","-0.12","57.46","69.54","4.67","20.34","79.00","78.00","2021-08-20","Retail-Internet         ",
"57","WHIRLPOOL","Whirlpool Of India (Nse)","2148.00","-40.75","-1.86","77","61","75","B-","32","27769.11","542432","252529","-12.32","84.53","-66.17","-0.27","27.15","69.00","79.00","-","Hsehold-Appliances/Wares",
"58","538564","James Warren Tea James Warren Tea","318.30","4.30","1.37","77","49","76","B-","146","116.18","2444","7679","-13.80","50.17","-74.62","1.64","25.45","85.00","85.00","-","Agricultural Operations ",
"59","THERMAX","Thermax","5417.95","-13.20","-0.24","77","90","80","A","114","64715.41","587723","108477","-7.23","117.22","74.99","11.89","21.09","87.00","71.00","-","Machinery-Gen Industrial",
"60","VOLTAMP","Voltamp Transformers","10171.40","-2049.05","-16.77","77","95","82","C","46","12363.43","206551","20307","-31.27","156.78","519.97","-10.05","12.05","39.00","50.00","-","Electrical-Power/Equipmt",
"61","EFACTOR","E Factor Experiences Ltd","278.00","3.40","1.24","77","99","84","B+","42","359.40","10266","36928","-7.24","145.18","-63.17","16.53","48.10","92.00","90.00","2023-10-09","Diversified Operations  ",
"62","DEEPAKFERT","Deepak Fert.& Petrochem.","1118.90","-14.80","-1.31","77","88","86","A+","82","14311.60","1422251","1271115","-4.45","151.93","7.74","8.33","55.13","87.00","93.00","-","Chemicals-Specialty     ",
"63","PRIMESECU","Prime Securities","330.00","24.00","7.84","77","96","86","B","102","1026.57","36760","111393","-2.91","119.20","78.86","4.49","37.79","85.00","88.00","-","Finance-Invest Bnk/Bkrs ",
"64","NUVAMA","Nuvama Wealth Management Ltd","6627.45","-52.00","-0.78","77","62","86","B","77","23895.06","1003707","151447","-10.39","155.07","11.84","0.70","29.13","82.00","79.00","-","Finance-Investment Mgmt ",
"65","SMSPHARMA","Sms Pharmaceuticals","287.40","6.80","2.42","77","66","86","B-","29","2375.34","138965","483525","-27.79","147.66","-77.28","-17.48","20.12","19.00","69.00","-","Medical-Generic Drugs   ",
"66","526703","Ecoplast","585.00","18.30","3.23","77","35","87","A","16","170.01","1282","2191","-8.59","209.67","-25.65","-2.21","31.67","71.00","85.00","-","Chemicals-Plastics      ",
"67","ZENTEC","Zen Technologies","1718.65","20.75","1.22","77","56","88","B+","108","14269.83","742845","432226","-13.97","151.50","-48.70","-2.29","38.84","67.00","85.00","-","Aerospace/Defense       ",
"68","KICL","Kalyani Investment","6683.25","-351.70","-5.00","77","76","89","C+","77","3070.76","31712","4745","-18.81","176.09","-64.53","10.89","41.04","88.00","88.00","-","Finance-Investment Mgmt ",
"69","FOCE","Foce India","1665.00","0.00","0.00","77","99","92","A","90","814.69","2404","1444","-7.50","137.86","-86.15","3.37","54.94","89.00","92.00","2021-12-28","Retail/Whlsle-Jewelry   ",
"70","MOTILALOFS","Motilal Oswal Finl.Svs.","935.90","63.90","7.33","77","98","93","B","102","52195.65","2411342","2576495","-12.04","276.04","34.95","11.63","50.00","91.00","89.00","-","Finance-Invest Bnk/Bkrs ",
"71","SMSLIFE","Sms Lifesciences India","1437.00","7.00","0.49","77","74","94","A-","38","432.29","3341","2325","-17.87","193.60","-59.83","-3.46","57.58","88.00","92.00","-","Medical-Diversified     ",
"72","PGEL","Pg Electroplast","580.20","14.20","2.51","77","99","94","B+","16","14808.48","869899","1499309","-16.40","285.81","-62.14","-3.78","67.51","79.00","94.00","-","Chemicals-Plastics      ",
"73","538713","Atishay","167.00","-4.35","-2.54","77","81","95","A","52","188.16","6757","40461","-17.73","339.36","-55.83","18.41","66.81","92.00","93.00","-","Computer-Tech Services  ",
"74","521244","MKP Mobility Ltd","237.00","-4.00","-1.66","77","61","95","E","98","82.20","50","211","-32.01","N/A","-95.73","N/A","N/A","19.00","36.00","-","Apparel-Clothing Mfg    ",
"75","513472","Simplex Castings","313.50","-7.00","-2.18","77","70","97","A","127","230.70","2460","7847","-11.67","589.25","-35.68","6.14","64.97","89.00","91.00","-","Steel-Producers         ",
"76","517035","RIR Power Electronics","3445.00","-175.00","-4.83","77","96","97","A","18","2663.23","68194","19795","-29.39","535.14","-63.78","11.28","91.68","95.00","95.00","-","Elec-Semiconductor Mfg  ",
"77","531395","Padam Cotton Yarns","162.35","3.15","1.98","77","63","98","A+","61","61.66","8311","51193","1.98","397.19","-94.23","55.66","164.83","98.00","99.00","-","Retail-Apparel/Shoes/Acc",
"78","PAR","Par Drugs and Chemicals","300.11","25.66","9.35","76","61","64","B","38","337.71","18947","63135","-7.66","44.33","414.98","13.96","18.04","89.00","75.00","2019-05-16","Medical-Diversified     ",
"79","JAGSNPHARM","Jagsonpal Pharmaceuticals","466.95","15.85","3.51","76","81","64","B+","38","1194.74","49352","105690","-6.59","64.88","-68.70","6.83","26.26","85.00","82.00","-","Medical-Diversified     ",
"80","ALKEM","Alkem Laboratories","6069.40","126.85","2.13","76","90","71","B","38","71052.10","1293268","213080","-5.75","67.02","-55.41","-2.52","11.10","69.00","70.00","-","Medical-Diversified     ",
"81","EIMCOELECO","Eimco Elecon India","2575.95","-11.95","-0.46","76","93","73","D+","130","1492.70","21501","8347","-26.38","104.01","-34.17","-10.24","16.34","21.00","62.00","-","Machinery-Constr/Mining ",
"82","531199","Glance Finance","127.50","3.15","2.53","76","61","74","B","77","28.05","67","529","-12.43","N/A","-52.17","N/A","N/A","85.00","83.00","-","Finance-Investment Mgmt ",
"83","ARTEMISMED","Artemis Medicare Services","272.75","7.75","2.92","76","94","77","A-","62","3646.45","61842","226736","-10.49","87.54","-33.90","-4.04","26.71","69.00","82.00","2017-07-20","Medical-Hospitals       ",
"84","OBEROIRLTY","Oberoi Realty","1994.20","52.45","2.70","76","95","77","A-","128","70602.42","1805331","905291","-3.44","81.29","-50.05","5.72","18.21","82.00","72.00","-","Real Estate Dvlpmt/Ops  ",
"85","MASTER","Master Components Ltd","256.55","0.00","0.00","76","98","77","B","16","102.62","318","1240","-32.49","97.35","222.58","-21.39","26.38","5.00","59.00","2023-09-29","Chemicals-Plastics      ",
"86","539176","Hawa Engineers Dt","205.50","-4.50","-2.14","76","68","81","B","80","74.05","1594","7758","-39.20","130.26","-64.02","9.02","22.56","87.00","79.00","-","Metal Proc & Fabrication",
"87","543578","Olatech Solutions","194.50","0.50","0.26","76","98","81","B-","109","83.98","4379","22514","-31.55","136.35","-58.91","-13.27","12.92","55.00","70.00","2022-08-29","Computer Sftwr-Enterprse",
"88","UNICHEMLAB","Unichem Laboratories","801.75","36.15","4.72","76","27","83","B","38","5390.28","94234","117536","-11.77","91.88","17.15","18.52","37.00","93.00","88.00","-","Medical-Diversified     ",
"89","GLENMARK","Glenmark Pharms. (Nse)","1717.50","53.70","3.23","76","33","86","A-","29","46950.44","1879617","1094391","-6.20","130.41","-64.36","-2.24","33.98","73.00","83.00","-","Medical-Generic Drugs   ",
"90","BASF","Basf India (Nse)","7285.00","178.55","2.51","76","79","92","B+","82","30760.98","333005","45711","-16.74","187.01","-54.86","-1.42","43.39","67.00","87.00","-","Chemicals-Specialty     ",
"91","530643","Eco Recycling","891.00","-15.65","-1.73","76","97","93","B+","58","1749.56","28508","31995","-26.67","257.16","-75.14","-7.78","36.04","65.00","84.00","-","Pollution Control       ",
"92","SHAKTIPUMP","Shakti Pumps India","4451.35","211.95","5.00","76","91","95","B","114","8493.64","242024","54371","-13.14","356.36","52.42","-3.78","47.66","47.00","88.00","-","Machinery-Gen Industrial",
"93","502901","Jamshri Realty","170.25","-3.45","-1.99","76","51","96","B-","98","121.36","3704","21755","-42.42","381.03","-94.71","-22.05","49.05","15.00","89.00","-","Apparel-Clothing Mfg    ",
"94","531525","Ace Software Exports","451.90","16.45","3.78","76","64","99","A+","52","278.69","6740","14914","1.21","1973.57","179.69","18.05","97.54","92.00","95.00","-","Computer-Tech Services  ",
"95","504746","Indian Link Chain Mfs.","206.00","0.00","0.00","75","77","63","A","55","10.30","17","82","-5.09","N/A","-97.56","N/A","N/A","80.00","62.00","-","Financial Svcs-Specialty",
"96","HCG","Healthcare Global Ents.","439.20","11.05","2.58","75","61","66","A-","62","5966.18","150363","342356","-4.87","36.35","-51.62","3.86","14.51","81.00","74.00","-","Medical-Hospitals       ",
"97","IGARASHI","Igarashi Motors India","712.00","43.10","6.44","75","47","68","A-","43","2105.36","114909","161389","-10.12","66.39","-49.84","-1.76","21.81","80.00","80.00","-","Auto/Truck-Original Eqp ",
"98","ADFFOODS","Adf Foods","284.65","13.85","5.11","75","88","68","B","131","2975.12","270604","950656","-12.28","29.50","-62.88","-0.86","24.11","77.00","74.00","-","Food-Misc Preparation   ",
"99","AUROPHARMA","Aurobindo Pharma","1428.95","0.80","0.06","75","73","71","D+","29","82947.24","1625271","1137388","-10.24","71.11","-10.05","-5.31","13.52","56.00","66.00","-","Medical-Generic Drugs   ",
"100","ABB","ABB India","7397.65","-124.00","-1.65","75","93","75","C","46","159389.78","2080730","281269","-19.15","89.51","4.57","-5.64","6.82","50.00","37.00","-","Electrical-Power/Equipmt",
"101","512008","EFC (I)","537.05","25.55","5.00","75","98","76","B","61","2546.09","90568","168640","-13.10","129.12","269.33","4.47","12.89","75.00","71.00","-","Retail-Apparel/Shoes/Acc",
"102","SIGNATURE","Signatureglobal (India) Ltd","1381.30","10.95","0.80","75","74","76","B+","88","19254.92","967576","700482","-16.13","161.04","-51.07","-8.75","0.41","40.00","44.00","2023-09-27","Bldg-Resident/Comml     ",
"103","REMUS","Remus Pharmaceuticals Ltd","2459.00","54.25","2.26","75","5","79","B","48","1416.88","16682","6784","-13.26","100.40","-66.10","-6.79","21.31","66.00","75.00","2023-05-29","Medical-Whlsle Drg/Suppl",
"104","OAL","Oriental Aromatics","561.85","12.15","2.21","75","67","79","B","79","1849.96","43681","77745","-7.89","87.61","-58.90","6.30","34.36","85.00","87.00","-","Cosmetics/Personal Care ",
"105","523676","Golkunda Dias.& Jewelr.","233.25","-12.25","-4.99","75","99","80","A-","90","170.97","2392","10256","-23.25","144.52","-71.44","-1.60","23.67","71.00","83.00","-","Retail/Whlsle-Jewelry   ",
"106","NEWGEN","Newgen Software Techs","1233.75","7.80","0.64","75","93","81","C-","22","17199.10","532416","431543","-20.30","127.22","-77.56","2.25","27.44","79.00","81.00","2018-01-29","Comp Sftwr-Spec Enterprs",
"107","543787","Macfos","820.00","17.95","2.24","75","99","83","C+","25","755.29","10027","12228","-16.24","189.44","-11.68","-2.38","26.07","66.00","77.00","2023-03-01","Retail-Internet         ",
"108","CHOICEIN","Choice International","460.95","5.25","1.15","75","95","84","A+","102","9085.70","301220","653476","-7.46","130.70","-53.64","-0.41","27.86","76.00","78.00","-","Finance-Invest Bnk/Bkrs ",
"109","539854","Halder Venture","794.00","31.35","4.11","75","88","88","A","131","241.07","1285","1618","-12.54","255.88","-11.37","-8.67","32.91","46.00","74.00","-","Food-Misc Preparation   ",
"110","KIRLPNU","Kirloskar Pneumatic","1562.85","95.25","6.49","75","91","88","B","114","9516.06","226854","145154","0.67","170.80","744.92","52.31","107.68","87.00","82.00","-","Machinery-Gen Industrial",
"111","IITL","Industrial Inv.Tst.","324.35","5.00","1.57","75","77","89","A-","51","720.07","9053","27911","1.57","151.85","-68.71","16.62","45.97","93.00","94.00","-","Finance-Publ Inv Fd-Bal ",
"112","544073","Manoj Ceramic Ltd","219.90","10.45","4.99","75","55","93","A","123","174.56","5484","24940","4.99","186.53","-91.98","52.59","65.71","98.00","94.00","2024-01-03","Bldg-Constr Prds/Misc   ",
"113","521178","Sri Ramakrishna Mills Coimbatore","92.71","-1.89","-2.00","75","51","93","A+","98","67.34","1180","12728","-14.91","274.65","-95.22","14.09","56.23","91.00","92.00","-","Apparel-Clothing Mfg    ",
"114","INDOTECH","Indo Tech Transformers","2089.90","-87.70","-4.03","75","97","93","A-","46","2312.61","32400","15503","-20.37","348.16","57.65","8.11","39.61","84.00","81.00","-","Electrical-Power/Equipmt",
"115","WABAG","Va Tech Wabag","1670.90","92.50","5.86","75","48","93","B+","7","9816.07","951409","569399","-12.32","243.69","-38.67","7.90","47.32","86.00","87.00","-","Utility-Water Supply    ",
"116","539273","Pecos Hotels","299.90","-3.10","-1.02","75","67","94","B+","160","39.69","294","980","-31.05","N/A","2.04","N/A","N/A","9.00","93.00","-","Leisure-Services        ",
"117","544023","Kalyani Cast Tech","489.00","-11.00","-2.20","74","4","65","B-","78","108.30","10954","22400","-24.77","63.56","-93.30","3.14","5.08","80.00","69.00","2023-11-17","Containers/Packaging    ",
"118","TECHM","Tech Mahindra","1708.00","-8.45","-0.49","74","72","73","A-","52","167943.99","3892371","2278906","-3.06","54.11","-58.12","4.83","21.33","83.00","80.00","-","Computer-Tech Services  ",
"119","STYRENIX","Styrenix Performance Materials","2435.05","59.40","2.50","74","55","73","C+","16","4177.82","112348","46138","-15.45","88.84","-43.27","-6.37","19.24","43.00","70.00","-","Chemicals-Plastics      ",
"120","542668","Evans Electric","304.00","21.00","7.42","74","97","74","B","114","77.66","1158","3810","-24.21","90.51","-47.51","-6.03","5.92","51.00","41.00","2019-05-13","Machinery-Gen Industrial",
"121","543939","Kaka Industries Ltd","286.00","0.20","0.07","74","5","76","B-","80","390.40","11000","38460","-12.80","93.04","-37.60","3.23","30.14","83.00","84.00","2023-07-19","Metal Proc & Fabrication",
"122","FORTIS","Fortis Healthcare (Nse)","604.20","21.40","3.67","74","87","77","B-","62","43998.95","879169","1455096","-3.87","82.10","-54.26","0.75","21.14","80.00","77.00","-","Medical-Hospitals       ",
"123","CARERATING","CARE Ratings","1422.95","11.90","0.84","74","66","78","A+","47","4220.31","189082","132880","-2.74","69.76","76.28","31.83","30.97","95.00","88.00","-","Comml Svcs-Market Rsrch ",
"124","ASTERDM","Aster Dm Healthcare","440.05","-8.70","-1.94","74","68","80","A-","62","22415.65","607906","1381448","-5.16","78.15","-29.61","8.50","22.77","88.00","81.00","2018-02-26","Medical-Hospitals       ",
"125","POLICYBZR","Pb Fintech","1649.85","10.10","0.62","74","63","85","C+","155","74790.64","2876408","1743436","-16.10","147.40","-81.21","-4.86","22.58","64.00","73.00","2021-11-15","Insurance-Diversified   ",
"126","543931","Veefin Solutions Ltd","569.80","27.10","4.99","74","72","88","A","33","1225.04","67819","119023","-24.42","191.85","-62.02","-15.49","29.73","41.00","87.00","2023-07-05","Computer Sftwr-Financial",
"127","533019","Simplex Papers","2380.10","-39.90","-1.65","74","31","88","A","45","7.26","167","70","-35.02","N/A","-84.29","N/A","N/A","66.00","80.00","-","Paper & Paper Products  ",
"128","517449","Magna Elto.Castings","855.00","40.65","4.99","74","91","88","A+","127","344.63","2705","3164","-7.06","109.88","-22.69","0.02","47.11","90.00","92.00","-","Steel-Producers         ",
"129","531067","Contil India","266.85","8.85","3.43","74","98","89","A+","55","79.83","1568","5875","-19.31","179.07","-27.20","12.41","51.76","90.00","92.00","-","Financial Svcs-Specialty",
"130","NSIL","Nalwa Sons Investments","5900.00","-498.15","-7.79","74","61","90","B","77","3286.09","196806","33357","-30.38","166.47","-38.25","26.91","60.75","95.00","93.00","-","Finance-Investment Mgmt ",
"131","SARTELE","Sar Televenture Ltd","311.10","-0.15","-0.05","74","83","90","B+","10","1156.08","99754","320650","-24.80","296.19","-81.91","-6.19","25.29","73.00","85.00","2023-11-08","Telecom Svcs-Cable/Satl ",
"132","526479","Sky Industries","159.90","4.75","3.06","74","93","91","A-","98","122.43","4794","29983","-18.44","153.72","-91.17","3.55","48.08","86.00","91.00","-","Apparel-Clothing Mfg    ",
