Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"32","543244","Shine Fashions (India)","332.85","0.00","0.00","81","98","95","A-","89","93.13","979","2940","-22.20","365.52","-14.97","0.93","117.84","79.00","88.00","2020-11-02","Apparel-Clothing Mfg    ",
"33","543620","Insolation Energy","3332.95","-201.55","-5.70","81","99","98","A-","91","7363.07","88396","26522","-15.62","833.82","15.00","2.98","67.29","59.00","90.00","2022-10-10","Energy-Solar            ",
"34","MOTHERSON","Samvardhana Motherson International","209.99","-5.11","-2.38","80","86","84","A","56","151350.71","4516473","21508037","-3.23","147.81","-31.73","11.29","46.40","75.00","84.00","-","Auto/Truck-Original Eqp ",
"35","VMART","V-Mart Retail","4030.00","29.65","0.74","80","39","84","A+","4","7915.49","118401","29380","-1.71","150.81","-14.66","10.97","54.85","81.00","89.00","-","Retail-Department Stores",
"36","NUVAMA","Nuvama Wealth Management Ltd","6787.60","-55.05","-0.80","80","62","86","A+","86","24439.89","874643","128859","-4.40","225.84","-48.86","8.10","40.25","81.00","78.00","-","Finance-Investment Mgmt ",
"37","VOLTAMP","Voltamp Transformers","13015.05","-274.95","-2.07","80","95","86","B-","53","13445.49","291381","22388","-12.06","215.52","-39.14","-1.70","29.42","50.00","63.00","-","Electrical-Power/Equipmt",
"38","TIPSINDLTD","Tips Music Ltd","680.05","-4.15","-0.61","80","97","87","A+","41","8746.26","313866","461533","-13.36","127.95","-76.80","-0.20","39.40","75.00","82.00","-","Leisure-Movies & Related",
"39","505299","KPT Industries","1110.00","-0.05","0.00","80","93","87","A-","54","377.42","7459","6720","-18.38","231.31","-63.82","2.20","41.84","72.00","80.00","-","Machinery-Tools & Rel   ",
"40","PROV","Proventus Agrocom Ltd","1675.00","-120.55","-6.71","80","98","87","A-","75","616.77","4556","2720","-11.38","105.21","-5.88","22.98","56.84","93.00","92.00","2023-06-05","Agricultural Operations ",
"41","543744","Rex Sealing And Packing Industries","221.85","0.00","0.00","80","62","88","C","102","49.25","532","2400","-19.85","N/A","0.00","N/A","N/A","78.00","91.00","2023-01-12","Machinery-Gen Industrial",
"42","523676","Golkunda Dias.& Jewelr.","274.50","-6.00","-2.14","80","99","89","A+","117","195.34","3666","13356","-9.67","186.22","-54.92","22.46","50.86","90.00","89.00","-","Retail/Whlsle-Jewelry   ",
"43","526703","Ecoplast","560.15","-14.50","-2.52","80","35","90","A+","10","172.40","1772","3164","-12.48","233.32","-43.20","1.49","41.67","74.00","86.00","-","Chemicals-Plastics      ",
"44","MOTILALOFS","Motilal Oswal Finl.Svs.","751.60","0.95","0.13","80","98","91","A","81","44931.96","1049272","1396051","-9.32","247.04","-54.53","9.33","41.52","80.00","80.00","-","Finance-Invest Bnk/Bkrs ",
"45","GRWRHITECH","Garware Hi-Tech Films","3876.00","304.45","8.52","80","93","91","A+","85","8297.42","425713","109833","7.13","181.22","119.76","18.11","69.84","89.00","93.00","-","Chemicals-Specialty     ",
"46","543578","Olatech Solutions","261.00","11.00","4.40","80","98","91","B","145","108.22","7223","27676","-8.15","212.50","-23.13","25.43","53.20","92.00","89.00","2022-08-29","Computer Sftwr-Enterprse",
"47","505978","Triton Valves","5050.00","-42.50","-0.83","80","67","93","A","56","602.95","11014","2181","-9.41","251.21","-88.58","19.77","71.60","91.00","92.00","-","Auto/Truck-Original Eqp ",
"48","GET&D","Ge T&D India","1679.95","-23.45","-1.38","80","76","93","A-","53","43615.05","585983","348810","-11.11","388.08","-47.95","2.99","46.51","58.00","79.00","-","Electrical-Power/Equipmt",
"49","539273","Pecos Hotels","360.10","0.00","0.00","80","66","97","A+","162","47.17","936","2600","-17.21","N/A","-61.54","N/A","N/A","83.00","97.00","-","Leisure-Services        ",
"50","505827","Snl Bearings","444.95","-6.25","-1.39","79","81","57","B-","73","162.97","2889","6493","-13.50","60.28","-46.73","11.39","20.44","79.00","70.00","-","Metal Proc & Fabrication",
"51","538564","James Warren Tea James Warren Tea","308.95","-2.75","-0.88","79","49","66","A","75","115.33","2417","7823","-7.78","49.07","-94.16","14.15","27.58","85.00","81.00","-","Agricultural Operations ",
"52","CARTRADE","Cartrade Tech","965.00","-14.65","-1.50","79","28","73","A-","21","4633.74","422079","437388","-6.70","80.17","-71.74","8.34","23.18","72.00","69.00","2021-08-20","Retail-Internet         ",
"53","REMUS","Remus Pharmaceuticals Ltd","2669.95","-20.05","-0.75","79","4","78","B+","45","1584.95","23998","8988","-5.81","124.17","-91.10","13.34","41.88","85.00","84.00","2023-05-29","Medical-Whlsle Drg/Suppl",
"54","GENUSPOWER","Genus Power Infr.","397.35","-12.25","-2.99","79","79","79","B+","53","12445.94","677545","1705158","-16.62","100.29","-47.29","1.64","32.25","67.00","76.00","-","Electrical-Power/Equipmt",
"55","SYMPHONY","Symphony","1545.95","-71.00","-4.39","79","89","83","A","25","11150.00","568797","367927","-11.60","97.19","-2.03","9.33","46.64","81.00","87.00","-","Hsehold-Appliances/Wares",
"56","PITTIENG","Pitti Engineering","1307.75","-14.55","-1.10","79","95","84","A","53","4689.54","114401","87479","-9.62","126.32","-48.63","3.35","41.92","69.00","82.00","-","Electrical-Power/Equipmt",
"57","TORNTPOWER","Torrent Power","1878.70","-29.10","-1.53","79","72","84","A","88","91692.11","2357304","1254753","-4.63","175.71","-57.70","10.49","37.37","80.00","74.00","-","Utility-Electric Power  ",
"58","MASTER","Master Components Ltd","310.00","0.00","0.00","79","98","85","A","10","124.00","763","2460","-18.42","138.46","-59.35","-7.01","55.70","12.00","86.00","2023-09-29","Chemicals-Plastics      ",
"59","543597","Virtuoso Optoelectronics","414.00","-21.55","-4.95","79","98","85","A+","25","1147.20","31038","74970","-9.55","139.31","-57.98","34.07","57.70","92.00","91.00","2022-09-15","Hsehold-Appliances/Wares",
"60","531067","Contil India","245.00","11.15","4.77","79","98","87","A","60","72.35","1236","5045","0.08","165.74","130.13","17.47","50.45","89.00","87.00","-","Financial Svcs-Specialty",
"61","SMSPHARMA","Sms Pharmaceuticals","349.90","-1.30","-0.37","79","66","92","B","65","2972.98","195145","557716","-12.09","213.99","-78.51","9.44","64.51","83.00","89.00","-","Medical-Generic Drugs   ",
"62","533018","Simplex Mills","7099.20","139.20","2.00","79","26","93","A+","89","20.88","163","23","1.46","N/A","-78.26","N/A","N/A","96.00","95.00","-","Apparel-Clothing Mfg    ",
"63","IWEL","Inox Wind Energy","12611.00","-270.00","-2.10","79","63","96","A+","100","15519.03","277593","22012","-9.27","447.89","-83.18","19.37","72.91","93.00","93.00","-","Energy-Alternative/Other",
"64","ALKEM","Alkem Laboratories","6090.05","-94.55","-1.53","78","90","65","A","64","73946.17","1538420","252612","-5.43","79.42","-68.14","6.39","17.97","71.00","66.00","-","Medical-Diversified     ",
"65","522017","Fluidomat","660.10","-2.90","-0.44","78","97","67","C","20","326.66","4883","7397","-12.69","117.31","-79.36","-1.92","5.81","37.00","46.00","-","Electronic-Parts        ",
"66","ARVINDFASN","Arvind Fashions","591.65","-5.05","-0.85","78","68","69","A+","89","7950.67","573748","969742","-5.02","99.67","-82.37","12.66","23.92","77.00","72.00","-","Apparel-Clothing Mfg    ",
"67","NSIL","Nalwa Sons Investments","4917.85","54.50","1.12","78","61","70","B+","86","2497.82","66253","13472","-3.31","106.91","35.76","7.88","30.06","70.00","77.00","-","Finance-Investment Mgmt ",
"68","ICICIGI","Icici Lombard General Ins Co","2192.15","-46.00","-2.06","78","80","72","A","82","110719.49","1991496","908467","-4.77","75.54","21.78","7.57","28.59","74.00","73.00","2017-09-27","Insurance-Brokers       ",
"69","NATIONALUM","National Aluminium (Nse)","211.04","4.00","1.93","78","95","73","A","73","38025.63","3428242","16244512","-0.64","133.68","48.20","14.14","23.28","79.00","64.00","-","Metal Proc & Fabrication",
"70","LUPIN","Lupin (Nse)","2196.70","-21.80","-0.98","78","58","78","A","65","101195.32","3278621","1492521","-4.99","97.55","-39.37","5.92","30.77","77.00","75.00","-","Medical-Generic Drugs   ",
"71","513498","Southern Magnesium","323.85","6.35","2.00","78","96","80","A+","97","95.25","2170","6700","-30.94","112.45","-78.37","-12.79","17.83","48.00","67.00","-","Mining-Metal Ores       ",
"72","CDSL","Central Depository Services (India)","1441.60","-21.45","-1.47","78","97","80","A+","60","30577.75","5848971","4057277","-13.39","131.86","-60.85","7.55","35.64","79.00","80.00","2017-06-30","Financial Svcs-Specialty",
"73","524080","Haryana Leather Chems.","109.40","-4.15","-3.65","78","81","82","B+","85","55.73","617","5642","-11.77","160.20","11.08","8.03","33.10","67.00","75.00","-","Chemicals-Specialty     ",
"74","VOLTAS","Voltas (Nse)","1852.80","-13.90","-0.74","78","50","83","A-","25","61766.30","3511999","1895509","-4.74","131.40","-75.44","10.76","40.32","80.00","79.00","-","Hsehold-Appliances/Wares",
"75","526775","Valiant Communications","661.25","-19.10","-2.81","78","72","84","B+","46","518.97","6528","9872","-9.69","189.57","-64.09","0.68","32.38","43.00","70.00","-","Telecom-Infrastructure  ",
"76","HERITGFOOD","Heritage Foods","631.00","-2.05","-0.32","78","81","86","A+","78","5874.45","431652","684076","-13.25","202.46","23.31","11.74","60.20","75.00","87.00","-","Food-Dairy Products     ",
"77","526479","Sky Industries","151.00","11.35","8.13","78","93","87","B+","89","110.20","3238","21447","-0.59","151.62","203.52","10.49","46.09","83.00","86.00","-","Apparel-Clothing Mfg    ",
"78","KFINTECH","Kfin Technologies","1019.55","-24.95","-2.39","78","95","87","B+","86","17903.46","1535267","1505828","-14.25","145.45","-82.74","8.42","43.91","84.00","83.00","2022-12-29","Finance-Investment Mgmt ",
"79","523411","Adc India Communications","1997.95","-10.20","-0.51","78","96","88","A-","35","923.75","8377","4193","-13.50","193.05","-74.98","2.18","45.38","44.00","86.00","-","Computer-Networking     ",
"80","IITL","Industrial Inv.Tst.","304.00","5.40","1.81","78","76","88","A-","36","673.28","32613","107278","1.81","192.46","-94.57","24.95","43.57","91.00","91.00","-","Finance-Publ Inv Fd-Bal ",
"81","PRUDENT","Prudent Corporate Advisory Services","2572.25","-102.55","-3.83","78","95","89","A","86","11075.54","274752","106814","-9.65","148.68","-72.64","13.94","58.37","85.00","89.00","2022-05-20","Finance-Investment Mgmt ",
"82","JUBLPHARMA","Jubilant Pharmova","1146.40","-23.30","-1.99","78","59","91","A-","64","18631.10","1238893","1080681","-8.08","266.96","-78.57","24.28","65.24","92.00","91.00","-","Medical-Diversified     ",
"83","IIFLSEC","Iifl Securities","348.65","7.65","2.24","78","93","94","A+","81","10536.93","576836","1654484","0.19","303.55","-17.94","31.15","83.68","94.00","95.00","-","Finance-Invest Bnk/Bkrs ",
"84","543931","Veefin Solutions Ltd","681.00","-3.75","-0.55","78","72","95","A+","12","1545.69","109836","161287","-9.67","268.24","-85.12","15.81","78.76","91.00","95.00","2023-07-05","Computer Sftwr-Financial",
"85","V2RETAIL","V2 Retail","1280.00","-0.10","-0.01","78","68","98","A","98","4427.74","101857","79576","-4.81","686.79","-82.48","23.20","111.75","94.00","96.00","-","Retail-Apparel/Shoes/Acc",
"86","517035","RIR Power Electronics","3983.65","-209.65","-5.00","78","96","98","A+","11","3085.01","69419","17426","-18.34","639.89","-73.59","64.08","161.45","98.00","98.00","-","Elec-Semiconductor Mfg  ",
"87","504084","Kaycee Industries","4179.90","81.95","2.00","78","96","99","A+","53","1300.69","23341","5584","2.00","1870.17","-84.20","54.38","258.06","98.00","99.00","-","Electrical-Power/Equipmt",
"88","JSWENERGY","Jsw Energy","736.00","-4.30","-0.58","77","88","69","B","88","129387.26","2130551","2894770","-8.56","113.04","-26.38","2.97","23.78","51.00","59.00","-","Utility-Electric Power  ",
"89","ALICON","Alicon Castalloy","1323.45","-33.85","-2.49","77","99","70","C+","56","2207.24","46182","34895","-14.17","75.01","-8.23","-0.36","26.29","46.00","73.00","-","Auto/Truck-Original Eqp ",
"90","SANDESH","Sandesh (Nse)","1797.50","-15.35","-0.85","77","95","73","B+","135","1372.15","29109","16194","-12.67","85.92","-77.13","6.88","30.94","69.00","79.00","-","Media-Books             ",
"91","SUBROS","Subros","761.15","-18.20","-2.34","77","76","75","A-","56","5084.17","163761","215149","-8.01","122.26","-84.30","6.20","21.80","70.00","70.00","-","Auto/Truck-Original Eqp ",
"92","SMARTLINK","Smartlink Holdings","290.55","-15.25","-4.99","77","66","75","B","35","305.04","7114","24486","-18.33","93.54","-8.83","10.28","32.57","72.00","78.00","-","Computer-Networking     ",
"93","501148","Dalal Street Invs.","596.00","11.20","1.92","77","32","75","B+","86","18.42","84","141","-3.05","N/A","-1.42","N/A","N/A","87.00","74.00","-","Finance-Investment Mgmt ",
"94","509597","Hardcastle & Waud","1050.00","49.70","4.97","77","98","75","B+","85","67.92","304","290","-22.49","N/A","51.72","N/A","N/A","42.00","73.00","-","Chemicals-Specialty     ",
"95","543939","Kaka Industries Ltd","288.05","-4.95","-1.69","77","4","80","B","73","400.24","16062","55760","-3.98","97.91","-56.96","11.29","40.04","86.00","85.00","2023-07-19","Metal Proc & Fabrication",
"96","523606","Sika Interplant Systems","2651.90","25.15","0.96","77","92","80","C","79","1113.74","10666","4022","-25.26","172.48","-54.87","-4.81","20.03","18.00","53.00","-","Aerospace/Defense       ",
"97","GENESYS","Genesys International","770.35","-6.35","-0.82","77","74","81","B+","113","3078.37","357928","464631","-9.99","160.16","-43.22","4.73","30.90","75.00","75.00","-","Computer-Tech Services  ",
"98","JINDALSAW","Jindal Saw (Nse)","744.70","-0.80","-0.11","77","88","83","B+","109","23837.66","1088263","1461344","-1.99","126.91","-66.22","12.37","36.96","84.00","82.00","-","Steel-Producers         ",
"99","SIGNATURE","Signatureglobal (India) Ltd","1598.75","10.45","0.66","77","74","84","A","110","22317.36","1161564","726545","-2.93","249.77","-46.17","6.94","21.85","69.00","64.00","2023-09-27","Bldg-Resident/Comml     ",
"100","531201","Shilchar Technologies","5528.50","54.35","0.99","77","96","87","C+","53","4175.13","50663","9164","-21.60","260.38","-55.42","-9.57","14.15","12.00","26.00","-","Electrical-Power/Equipmt",
"101","SHILPAMED","Shilpa Medicare Limited","811.75","4.45","0.55","77","76","88","A","64","7894.67","337418","415667","-15.40","172.00","-72.60","7.24","51.62","77.00","85.00","-","Medical-Diversified     ",
"102","WABAG","Va Tech Wabag","1518.90","12.40","0.82","77","47","90","A","6","9368.92","877311","577596","-1.88","245.96","-43.67","12.31","54.07","76.00","86.00","-","Utility-Water Supply    ",
"103","507944","Bajaj Steel Industries","2936.05","414.00","16.42","77","93","90","A+","111","1311.47","27678","9427","4.93","151.19","382.30","17.19","71.08","89.00","92.00","-","Machinery-Constr/Mining ",
"104","BBOX","Black Box","499.00","-13.00","-2.54","77","89","90","A-","113","8605.44","120488","241458","-14.55","178.94","-62.01","0.43","58.92","76.00","92.00","-","Computer-Tech Services  ",
"105","WOMANCART","Womancart Ltd","301.00","0.00","0.00","77","83","91","B","70","149.00","1233","4096","-8.76","204.04","-21.88","6.63","69.36","76.00","93.00","2023-10-27","Cosmetics/Personal Care ",
"106","544001","Sunita Tools Ltd","575.00","-7.00","-1.20","77","67","91","C+","169","327.38","6371","11080","-38.83","399.57","-5.23","-16.70","32.55","2.00","73.00","2023-10-11","Elec-Scientific/Msrng   ",
"107","NEULANDLAB","Neuland Laboratories","12407.75","-382.75","-2.99","77","92","93","A-","64","16410.21","594914","47947","-8.97","254.20","-61.77","11.78","65.51","89.00","92.00","-","Medical-Diversified     ",
"108","PGEL","Pg Electroplast","647.80","-16.40","-2.47","77","99","96","A+","10","17377.73","1048145","1618007","-6.66","352.75","-64.99","27.65","119.02","94.00","97.00","-","Chemicals-Plastics      ",
"109","534618","Waaree Renewable Technologies","1931.00","5.80","0.30","77","99","97","B+","100","20055.19","591295","306212","-36.43","702.17","-38.79","21.24","18.50","83.00","41.00","-","Energy-Alternative/Other",
"110","543378","Cwd","815.00","1.00","0.12","76","83","43","B-","8","293.94","3822","4690","-28.76","53.01","-80.81","-6.93","-1.17","32.00","44.00","2021-10-13","Elec-Contract Mfg       ",
"111","ISEC","ICICI Securities","874.65","-15.70","-1.76","76","96","56","A","81","28847.96","531697","607897","-5.18","46.44","-59.45","9.39","15.90","74.00","65.00","2018-04-04","Finance-Invest Bnk/Bkrs ",
"112","DODLA","Dodla Dairy","1167.00","-16.40","-1.39","76","93","68","B","78","7139.22","113834","97544","-13.31","81.71","-85.87","-2.30","17.42","45.00","61.00","2021-06-28","Food-Dairy Products     ",
"113","ABB","ABB India","8150.20","16.75","0.21","76","93","69","B","53","172354.31","2533213","310816","-10.93","111.26","-49.25","4.66","21.21","52.00","50.00","-","Electrical-Power/Equipmt",
"114","ASKAUTOLTD","Ask Automotive Ltd","438.60","-4.60","-1.04","76","56","70","A","120","8737.38","172215","392648","-9.62","84.59","27.52","3.21","31.02","64.00","77.00","2023-11-15","Auto Manufacturers      ",
"115","WHIRLPOOL","Whirlpool Of India (Nse)","2291.65","90.20","4.10","76","60","70","A+","25","27930.24","541395","236247","0.51","85.60","211.98","5.00","35.20","67.00","79.00","-","Hsehold-Appliances/Wares",
"116","BEL","Bharat Electronics","286.05","-7.40","-2.52","76","87","72","B","79","214505.46","8019154","28034098","-15.99","131.06","-19.96","-1.27","26.70","34.00","51.00","-","Aerospace/Defense       ",
"117","TAINWALCHM","Tainwala Chpt.India","225.00","0.08","0.04","76","67","76","A","10","210.62","997","4431","-5.92","92.32","-86.28","5.40","34.41","72.00","81.00","-","Chemicals-Plastics      ",
"118","DICIND","Dic India (Nse)","728.00","-2.00","-0.27","76","74","77","A+","85","670.07","16595","22796","-5.96","77.83","-82.42","7.92","37.85","80.00","84.00","-","Chemicals-Specialty     ",
"119","519003","Modi Naturals","370.05","-4.95","-1.32","76","76","78","A+","47","498.98","5407","14611","-6.08","99.47","-50.13","15.25","43.45","87.00","89.00","-","Food-Packaged           ",
"120","BRIGADE","Brigade Enterprises(Nse)","1434.00","19.50","1.38","76","70","78","A+","123","34545.49","689721","480977","-1.31","150.35","-42.03","13.94","27.77","75.00","72.00","-","Real Estate Dvlpmt/Ops  ",
"121","GREENPLY","Greenply Industries","378.70","0.80","0.21","76","86","80","A-","66","4676.40","217732","574945","-8.07","153.88","-78.20","1.91","31.83","60.00","76.00","-","Bldg-Wood Prds          ",
"122","511768","Master Trust","894.35","-4.75","-0.53","76","98","81","B+","81","2018.75","24003","26839","-13.59","199.70","-89.75","2.81","32.21","58.00","62.00","-","Finance-Invest Bnk/Bkrs ",
"123","531215","R T S Power Corporation","297.00","-1.65","-0.55","76","46","82","A","53","273.83","8177","27531","-9.45","122.79","-65.56","22.07","45.58","89.00","84.00","-","Electrical-Power/Equipmt",
"124","CENTURYTEX","Century Text. (Nse)","2831.65","83.60","3.04","76","47","85","A+","34","30694.62","1533455","541541","-3.57","162.61","-20.02","13.94","44.84","80.00","81.00","-","Paper & Paper Products  ",
"125","ELECTCAST","Electrosteel (Nse) Castings","211.85","-3.79","-1.76","76","99","85","B+","130","13330.54","723355","3414466","-10.46","222.09","-80.20","1.48","22.21","58.00","64.00","-","Bldg-Constr Prds/Misc   ",
"126","EIMCOELECO","Eimco Elecon India","2795.00","25.60","0.92","76","93","86","A-","111","1597.39","21412","7661","-20.12","228.91","-49.38","-6.26","31.28","32.00","72.00","-","Machinery-Constr/Mining ",
"127","ZENTEC","Zen Technologies","1723.50","14.30","0.84","76","57","87","B+","79","14364.80","860149","499071","-12.51","162.95","-40.03","2.73","51.92","76.00","86.00","-","Aerospace/Defense       ",
"128","TECHNOE","Techno Elec.& Engr.Co.","1600.00","-30.65","-1.88","76","89","89","A","127","18964.46","273586","170991","-10.95","239.72","-76.14","0.23","43.37","51.00","83.00","-","Bldg-Heavy Construction ",
"129","SHAILY","Shaily Engineering Plastics","1011.85","-13.60","-1.33","76","92","91","A","10","4703.53","209622","207167","-7.25","214.10","-61.65","8.38","73.21","76.00","86.00","-","Chemicals-Plastics      ",
"130","BASF","Basf India (Nse)","7345.20","79.95","1.10","76","79","91","A-","85","31448.36","489903","66697","-7.61","198.98","-21.97","10.58","61.90","79.00","90.00","-","Chemicals-Specialty     ",
"131","504080","Jsl Industries","2007.85","-38.65","-1.89","76","98","91","B+","53","240.26","275","137","-22.51","N/A","-31.39","N/A","N/A","30.00","88.00","-","Electrical-Power/Equipmt",
"132","505690","Brady & Morris Engr.","1915.15","60.00","3.23","76","93","93","A-","102","417.41","3535","1846","-3.96","343.44","-14.63","36.82","76.60","94.00","93.00","-","Machinery-Gen Industrial",
