Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"63","ASTRAMICRO","Astra Microwave Prds.","880.00","-2.55","-0.29","78","96","69","A","14","8379.37","344186","391121","-16.90","109.68","-58.54","-0.10","18.81","31.00","53.00","-","Elec-Misc Products      ",
"64","NATIONALUM","National Aluminium (Nse)","203.00","7.80","4.00","78","95","71","A-","85","35851.06","3116887","15354124","-2.87","120.32","122.46","7.82","16.97","65.00","47.00","-","Metal Proc & Fabrication",
"65","NAUKRI","Info Edge (India) (Nse)","7925.95","-10.25","-0.13","78","57","72","A+","30","102840.45","2058559","259724","-4.05","99.80","-18.53","7.60","30.42","72.00","74.00","-","Internet-Content        ",
"66","ALICON","Alicon Castalloy","1398.15","-32.45","-2.27","78","99","74","B","60","2326.44","48053","34369","-9.32","84.46","35.09","5.32","33.78","62.00","79.00","-","Auto/Truck-Original Eqp ",
"67","LUPIN","Lupin (Nse)","2193.00","-28.10","-1.27","78","58","79","A+","68","101313.92","3219931","1468277","-5.15","100.99","-15.67","6.80","31.66","76.00","74.00","-","Medical-Generic Drugs   ",
"68","543787","Macfos","798.00","-21.25","-2.59","78","99","83","B-","15","771.49","16078","20148","-18.49","195.65","-74.69","1.96","36.57","46.00","78.00","2023-03-01","Retail-Internet         ",
"69","EIMCOELECO","Eimco Elecon India","2730.00","27.30","1.01","78","93","84","A-","109","1558.92","23601","8645","-21.98","231.21","-61.68","-8.81","28.76","24.00","71.00","-","Machinery-Constr/Mining ",
"70","526775","Valiant Communications","683.00","-0.25","-0.04","78","72","84","B+","39","521.18","6792","9944","-6.72","190.81","-76.87","1.47","33.80","48.00","71.00","-","Telecom-Infrastructure  ",
"71","523606","Sika Interplant Systems","2679.00","-56.50","-2.07","78","92","84","C","80","1159.85","11423","4264","-24.49","194.12","-20.50","-1.33","25.80","26.00","66.00","-","Aerospace/Defense       ",
"72","SIGNATURE","Signatureglobal (India) Ltd","1600.30","21.00","1.33","78","73","85","A-","110","22190.90","1160048","724894","-0.29","247.79","21.93","6.70","21.92","66.00","61.00","2023-09-27","Bldg-Resident/Comml     ",
"73","POLICYBZR","Pb Fintech","1742.00","19.95","1.16","78","62","85","B","137","78544.42","2450829","1406905","-11.42","160.40","657.84","4.95","38.21","72.00","73.00","2021-11-15","Insurance-Diversified   ",
"74","524136","Pee Cee Cosma Sope","699.00","-24.80","-3.43","78","78","86","A+","86","191.52","4450","6366","-11.29","139.55","-49.50","32.81","65.92","94.00","92.00","-","Soap & Clng Preparatns  ",
"75","531067","Contil India","229.00","2.85","1.26","78","98","86","B+","64","69.97","1104","4822","-6.45","156.99","71.78","14.80","46.56","85.00","86.00","-","Financial Svcs-Specialty",
"76","526479","Sky Industries","139.50","-1.15","-0.82","78","93","87","B+","87","110.99","2981","21369","-8.16","153.42","-74.37","12.19","48.19","80.00","87.00","-","Apparel-Clothing Mfg    ",
"77","PROV","Proventus Agrocom Ltd","1710.00","-72.00","-4.04","78","98","87","B+","63","612.12","4602","2691","-9.52","110.89","-70.27","24.57","56.61","93.00","92.00","2023-06-05","Agricultural Operations ",
"78","KFINTECH","Kfin Technologies","1035.00","-57.15","-5.23","78","95","88","A","78","18720.22","1543506","1491310","-12.95","156.64","-16.14","14.70","51.54","89.00","86.00","2022-12-29","Finance-Investment Mgmt ",
"79","BBOX","Black Box","515.00","-16.15","-3.04","78","89","91","A","114","8927.30","123368","239549","-11.82","198.40","-2.13","5.69","66.23","86.00","93.00","-","Computer-Tech Services  ",
"80","530129","Nile","2299.30","-46.90","-2.00","78","85","93","A+","104","704.33","22906","9962","-17.82","255.51","-78.94","3.62","55.37","76.00","89.00","-","Mining-Metal Ores       ",
"81","SMSPHARMA","Sms Pharmaceuticals","353.90","-4.30","-1.20","78","66","93","B","68","3032.23","196691","555781","-11.08","220.25","-72.37","13.16","69.66","85.00","89.00","-","Medical-Generic Drugs   ",
"82","IIFLSEC","Iifl Securities","325.15","-4.55","-1.38","78","93","94","A+","88","10187.76","534004","1642330","-6.57","326.52","-69.04","29.70","79.65","93.00","95.00","-","Finance-Invest Bnk/Bkrs ",
"83","GET&D","Ge T&D India","1622.45","-7.75","-0.48","78","76","94","B+","55","41740.78","541567","333796","-14.15","367.11","-10.25","-1.30","41.72","36.00","74.00","-","Electrical-Power/Equipmt",
"84","IWEL","Inox Wind Energy","13255.00","-174.00","-1.30","78","63","96","A+","91","16179.26","295149","22267","-4.64","471.20","-76.36","26.89","82.43","95.00","94.00","-","Energy-Alternative/Other",
"85","539273","Pecos Hotels","379.05","-19.95","-5.00","78","66","97","A+","162","52.27","1031","2720","-12.85","430.23","-63.24","30.37","162.78","92.00","98.00","-","Leisure-Services        ",
"86","534618","Waaree Renewable Technologies","1833.55","-96.50","-5.00","78","99","97","B","91","20105.72","548974","299405","-39.64","704.19","-21.89","21.56","19.92","83.00","44.00","-","Energy-Alternative/Other",
"87","521244","MKP Mobility Ltd","252.10","-13.25","-4.99","78","60","97","C","87","90.51","62","244","-27.68","N/A","103.28","N/A","N/A","7.00","41.00","-","Apparel-Clothing Mfg    ",
"88","538564","James Warren Tea James Warren Tea","299.20","-0.25","-0.08","77","49","60","A","63","110.80","2311","7724","-10.69","43.21","-56.94","11.01","22.78","82.00","76.00","-","Agricultural Operations ",
"89","JUBLFOOD","Jubilant Foodworks","688.70","-16.05","-2.28","77","88","63","A","46","46502.58","1732148","2515098","-3.74","67.38","56.92","11.22","32.17","78.00","81.00","-","Retail-Restaurants      ",
"90","ICICIGI","Icici Lombard General Ins Co","2245.05","-22.95","-1.01","77","80","73","A+","92","112196.15","2044587","910709","-2.47","79.15","-57.72","9.76","30.90","77.00","75.00","2017-09-27","Insurance-Brokers       ",
"91","501148","Dalal Street Invs.","580.20","11.35","2.00","77","32","73","B+","78","17.92","80","138","-5.62","N/A","12.32","N/A","N/A","84.00","71.00","-","Finance-Investment Mgmt ",
"92","SANDESH","Sandesh (Nse)","1835.00","-2.60","-0.14","77","95","74","B+","131","1390.88","29861","16273","-10.85","88.46","-76.62","8.91","33.49","68.00","78.00","-","Media-Books             ",
"93","TAINWALCHM","Tainwala Chpt.India","226.70","-3.30","-1.43","77","67","77","A","6","215.37","1199","5288","-5.21","96.67","-69.95","8.30","38.03","73.00","82.00","-","Chemicals-Plastics      ",
"94","509597","Hardcastle & Waud","982.55","-47.35","-4.60","77","98","79","B+","94","69.93","291","296","-27.47","N/A","-30.41","N/A","N/A","68.00","76.00","-","Chemicals-Specialty     ",
"95","JINDALSAW","Jindal Saw (Nse)","736.50","13.80","1.91","77","88","81","B+","116","23108.62","1108519","1505118","-2.42","119.97","-54.14","10.10","33.50","79.00","78.00","-","Steel-Producers         ",
"96","MASTER","Master Components Ltd","300.05","0.00","0.00","77","98","83","A","6","120.02","756","2520","-21.04","130.81","0.00","-9.75","51.16","6.00","84.00","2023-09-29","Chemicals-Plastics      ",
"97","GENESYS","Genesys International","784.00","-5.25","-0.67","77","74","83","A-","114","3128.11","361619","461249","-8.40","164.36","-4.65","7.12","33.81","73.00","74.00","-","Computer-Tech Services  ",
"98","TORNTPOWER","Torrent Power","1884.00","-2.90","-0.15","77","71","84","A","81","90687.62","2437621","1293854","-4.36","172.69","-42.16","10.18","36.77","77.00","74.00","-","Utility-Electric Power  ",
"99","PRUDENT","Prudent Corporate Advisory Services","2484.00","19.70","0.80","77","95","85","A-","78","10203.93","258850","104207","-9.27","129.11","3.57","5.83","47.07","76.00","84.00","2022-05-20","Finance-Investment Mgmt ",
"100","IITL","Industrial Inv.Tst.","292.75","5.70","1.99","77","76","86","A-","45","647.24","31494","107580","1.99","181.15","-84.61","22.21","38.75","90.00","89.00","-","Finance-Publ Inv Fd-Bal ",
"101","531201","Shilchar Technologies","5600.00","35.70","0.64","77","96","88","C+","55","4243.89","52959","9457","-20.59","266.31","-63.65","-8.50","16.78","18.00","33.00","-","Electrical-Power/Equipmt",
"102","WOMANCART","Womancart Ltd","301.00","10.95","3.78","77","83","89","B","73","143.57","1310","4352","-8.76","192.98","10.29","3.76","64.64","71.00","93.00","2023-10-27","Cosmetics/Personal Care ",
"103","507944","Bajaj Steel Industries","2519.25","-68.15","-2.63","77","93","91","A+","109","1345.45","24558","9748","-9.96","157.70","-55.08","22.32","77.21","91.00","93.00","-","Machinery-Constr/Mining ",
"104","JUBLPHARMA","Jubilant Pharmova","1182.20","-29.20","-2.41","77","59","91","A-","61","19295.30","1268612","1073094","-5.21","280.05","-72.95","31.18","72.85","94.00","93.00","-","Medical-Diversified     ",
"105","543378","Cwd","848.00","7.85","0.93","76","83","44","B-","7","303.38","3992","4708","-25.87","57.92","-87.26","-3.40","1.81","42.00","49.00","2021-10-13","Elec-Contract Mfg       ",
"106","HUHTAMAKI","Huhtamaki India","395.00","-5.15","-1.29","76","42","60","B+","57","3022.01","146582","371094","-12.58","60.64","-86.71","-0.52","16.10","42.00","62.00","-","Containers/Packaging    ",
"107","WHIRLPOOL","Whirlpool Of India (Nse)","2155.00","42.95","2.03","76","60","67","A","27","26796.00","504667","234184","-5.48","78.07","30.50","0.98","30.40","50.00","75.00","-","Hsehold-Appliances/Wares",
"108","ABB","ABB India","8100.00","-78.35","-0.96","76","93","68","B","55","173305.78","2575468","317959","-11.47","112.42","-27.27","5.26","22.50","53.00","49.00","-","Electrical-Power/Equipmt",
"109","DODLA","Dodla Dairy","1173.00","-20.45","-1.71","76","93","69","B+","77","7199.84","124086","105785","-12.86","83.26","-53.31","-1.57","18.83","42.00","63.00","2021-06-28","Food-Dairy Products     ",
"110","SUBROS","Subros","747.45","-21.50","-2.80","76","77","70","A-","60","5016.32","159665","213613","-9.66","119.29","-74.39","5.30","20.77","67.00","67.00","-","Auto/Truck-Original Eqp ",
"111","HEROMOTOCO","Hero Motocorp","6039.70","-48.60","-0.80","76","66","71","A","134","121753.82","4256237","704710","-3.31","108.22","78.21","10.31","23.82","70.00","66.00","-","Auto Manufacturers      ",
"112","519003","Modi Naturals","372.50","5.45","1.48","76","76","75","A+","51","488.40","5566","14941","-5.46","95.24","-57.67","14.36","40.97","84.00","89.00","-","Food-Packaged           ",
"113","JSWENERGY","Jsw Energy","773.00","-10.90","-1.39","76","88","75","A-","81","137007.53","2141566","2770461","-3.96","125.58","-30.45","9.32","31.73","67.00","71.00","-","Utility-Electric Power  ",
"114","IFBIND","Ifb Industries","1790.00","-43.40","-2.37","76","65","76","A-","27","7428.75","151228","84485","-17.59","115.69","-53.98","-3.76","23.88","40.00","59.00","-","Hsehold-Appliances/Wares",
"115","543939","Kaka Industries Ltd","293.00","18.30","6.66","76","4","76","B-","85","375.24","16015","54660","-1.35","85.55","114.05","5.60","31.94","76.00","80.00","2023-07-19","Metal Proc & Fabrication",
"116","JITFINFRA","Jitf Infralogistics","899.00","1.80","0.20","76","63","77","B+","35","2306.16","70553","78479","-26.01","123.18","-75.43","-6.75","22.85","31.00","58.00","-","Transportation-Equip Mfg",
"117","532067","3B BlackBio Dx Ltd","1354.00","-38.35","-2.75","76","82","79","A-","48","1195.05","10098","7458","-12.65","110.96","-41.31","6.51","43.78","71.00","86.00","-","Chemicals-Agricultural  ",
"118","GREENPLY","Greenply Industries","369.80","-7.60","-2.01","76","86","79","A-","62","4670.21","215804","583569","-10.23","153.54","-57.75","2.36","32.46","57.00","77.00","-","Bldg-Wood Prds          ",
"119","GEECEE","Geecee Ventures","420.90","-10.05","-2.33","76","62","79","C+","115","901.20","21282","50564","-11.85","140.28","89.54","11.62","36.46","74.00","78.00","-","Real Estate Dvlpmt/Ops  ",
"120","524080","Haryana Leather Chems.","117.00","3.56","3.14","76","81","80","B+","94","55.68","613","5236","-5.65","159.95","170.51","8.57","33.79","66.00","75.00","-","Chemicals-Specialty     ",
"121","531215","R T S Power Corporation","290.00","-14.85","-4.87","76","46","81","A","55","279.52","7915","27292","-11.59","127.42","-33.67","26.28","49.68","91.00","87.00","-","Electrical-Power/Equipmt",
"122","ORCHPHARMA","Orchid Pharma","1373.95","-9.05","-0.65","76","39","81","B","61","7014.44","191478","139363","-13.59","220.10","-51.68","-1.73","56.72","51.00","66.00","-","Medical-Diversified     ",
"123","TIMETECHNO","Time Technoplast","390.00","-14.40","-3.56","76","84","86","A+","6","9177.01","667797","1712301","-12.71","188.65","-43.09","7.68","47.91","74.00","81.00","-","Chemicals-Plastics      ",
"124","ZENTEC","Zen Technologies","1677.35","-20.85","-1.23","76","57","86","A-","80","14272.35","861588","513660","-14.86","161.26","-18.24","2.86","52.23","74.00","86.00","-","Aerospace/Defense       ",
"125","ELECTCAST","Electrosteel (Nse) Castings","213.20","-1.64","-0.76","76","99","86","B+","136","13281.09","746656","3502141","-9.89","234.90","-69.38","1.54","22.48","63.00","60.00","-","Bldg-Constr Prds/Misc   ",
"126","GRWRHITECH","Garware Hi-Tech Films","3400.00","64.60","1.94","76","93","89","A+","94","7748.80","367407","108061","-5.29","162.63","4.55","11.96","60.19","86.00","90.00","-","Chemicals-Specialty     ",
"127","SHAILY","Shaily Engineering Plastics","1059.90","34.25","3.34","76","92","91","A-","6","4704.45","211177","199242","-2.85","214.16","21.43","9.53","75.54","76.00","87.00","-","Chemicals-Plastics      ",
"128","SOLEX","Solex Energy","1324.00","-4.95","-0.37","76","65","92","B+","93","1435.66","40726","30760","-13.76","300.29","-81.31","0.59","48.07","53.00","78.00","2018-02-05","Energy-Solar            ",
"129","GRCL","Gayatri Rubbers And Chemicals","423.70","-21.30","-4.79","76","98","92","B-","135","255.34","636","1500","-4.79","321.40","-33.33","15.08","85.94","81.00","83.00","2023-02-07","Auto/Truck-Tires & Misc ",
"130","MARINE","Marine Electricals (India)","224.00","-2.25","-0.99","76","97","93","A","17","3120.98","98443","439479","-27.27","310.62","-63.93","-11.01","62.36","38.00","92.00","2018-10-11","Electronic-Parts        ",
"131","DHUNINV","Dhunseri Investments","2341.00","-60.40","-2.52","76","36","93","A+","78","1464.13","38914","16623","-12.27","225.39","-86.70","38.59","76.84","95.00","95.00","-","Finance-Investment Mgmt ",
"132","544001","Sunita Tools Ltd","608.00","-31.00","-4.85","76","67","93","B-","172","359.44","6493","10680","-35.32","448.50","-11.05","-9.18","46.83","16.00","85.00","2023-10-11","Elec-Scientific/Msrng   ",
