Sno,Symbol,CompanyName,Cur_Price,Price_Change,Price_Percentage_chg,Master_Score,EPS_Rating,RS_Rating,AD_Rating,Group_Rank,MCap_(Cr),Avg_RS_Vol_(000),Avg_Daily_Vol,Price_Percentage_Chg_Vs_52_Wk_High,Price_Percentage_Chg_Vs_52_Wk_Low,Vol_Percentage_Chg_Vs_50_Days_Avg,Price_Percentage_Chg_Vs_50_DMA,Price_Percentage_Chg_Vs_200_DMA,RS_3_Mth,RS_6_Mth,IPO_Date,Industry_Group
"41","ARVINDFASN","Arvind Fashions","564.00","-11.30","-1.96","78","68","72","A","92","7665.70","519689","921434","-11.83","92.50","-68.27","1.68","15.65","73.00","71.00","-","Apparel-Clothing Mfg    ",
"42","501148","Dalal Street Invs.","613.65","12.00","1.99","78","32","78","A-","73","18.95","71","116","-0.18","N/A","126.72","N/A","N/A","90.00","82.00","-","Finance-Investment Mgmt ",
"43","PITTIENG","Pitti Engineering","1270.00","-8.90","-0.70","78","95","81","B","43","4535.62","89630","70575","-12.87","105.28","-16.30","-3.33","29.92","65.00","77.00","-","Electrical-Power/Equipmt",
"44","VOLTAS","Voltas (Nse)","1794.95","-0.70","-0.04","78","50","82","A-","30","59415.37","3104258","1729440","-7.71","121.38","-32.63","0.01","27.71","74.00","75.00","-","Hsehold-Appliances/Wares",
"45","GREENPLY","Greenply Industries","369.40","-2.55","-0.69","78","86","83","B+","38","4602.77","126275","341837","-10.33","149.88","-60.96","-2.72","24.17","66.00","77.00","-","Bldg-Wood Prds          ",
"46","TORNTPOWER","Torrent Power","1950.00","-7.00","-0.36","78","72","88","A","90","94056.75","1937159","993415","-4.27","182.82","7.60","8.35","32.88","82.00","80.00","-","Utility-Electric Power  ",
"47","PRUDENT","Prudent Corporate Advisory Services","2645.00","-39.35","-1.47","78","95","88","B+","73","11115.09","259755","98206","-7.10","145.47","-84.03","8.66","48.63","86.00","88.00","2022-05-20","Finance-Investment Mgmt ",
"48","NUVAMA","Nuvama Wealth Management Ltd","6887.50","26.45","0.39","78","62","88","B+","73","24544.72","1010734","146749","-6.87","178.72","-13.48","3.86","33.47","81.00","80.00","-","Finance-Investment Mgmt ",
"49","SMSPHARMA","Sms Pharmaceuticals","288.10","-12.15","-4.05","78","66","88","B-","31","2541.68","138667","481315","-27.61","168.44","-56.93","-11.65","29.38","31.00","76.00","-","Medical-Generic Drugs   ",
"50","526703","Ecoplast","577.00","-5.60","-0.96","78","35","89","A","15","174.78","1283","2223","-9.84","237.94","-78.54","0.75","36.12","69.00","84.00","-","Chemicals-Plastics      ",
"51","KICL","Kalyani Investment","7403.40","-389.65","-5.00","78","77","91","A","73","3401.67","32405","4377","-10.06","216.27","189.79","24.19","57.48","92.00","91.00","-","Finance-Investment Mgmt ",
"52","530129","Nile","2180.65","-114.75","-5.00","78","85","91","A+","141","689.08","16468","7552","-22.06","247.81","-24.68","-1.16","40.01","73.00","87.00","-","Mining-Metal Ores       ",
"53","ZENTEC","Zen Technologies","1750.70","-22.65","-1.28","78","57","91","B+","117","14903.94","765935","437502","-12.36","172.82","-70.46","2.22","46.15","74.00","88.00","-","Aerospace/Defense       ",
"54","NSIL","Nalwa Sons Investments","7021.00","-256.40","-3.52","78","62","93","A+","73","3737.67","222004","31620","-17.16","209.61","70.87","47.25","84.48","97.00","95.00","-","Finance-Investment Mgmt ",
"55","SMSLIFE","Sms Lifesciences India","1450.00","19.35","1.35","78","74","93","A-","45","432.49","4367","3012","-17.13","202.72","-97.01","-3.01","59.03","85.00","91.00","-","Medical-Diversified     ",
"56","504080","Jsl Industries","2743.55","0.00","0.00","78","98","96","A+","43","322.09","337","123","-1.95","N/A","-86.99","N/A","N/A","92.00","95.00","-","Electrical-Power/Equipmt",
"57","VINCOFE","Vintage Coffee And Beverages","127.05","-1.95","-1.51","78","61","96","A+","5","1585.19","92679","729472","-11.15","386.79","-72.72","17.99","79.29","93.00","94.00","-","Retail-Department Stores",
"58","517035","RIR Power Electronics","3749.35","168.80","4.71","78","96","97","A","20","2634.21","74803","19951","-23.15","528.22","-46.40","12.33","92.56","94.00","95.00","-","Elec-Semiconductor Mfg  ",
"59","CARTRADE","Cartrade Tech","987.85","-14.25","-1.42","77","28","72","A","22","4739.93","406421","411420","-6.33","61.67","-63.49","7.48","23.16","81.00","76.00","2021-08-20","Retail-Internet         ",
"60","WHIRLPOOL","Whirlpool Of India (Nse)","2236.90","-53.50","-2.34","77","60","75","B+","30","29058.76","543645","243035","-8.69","93.10","123.56","4.66","33.72","75.00","81.00","-","Hsehold-Appliances/Wares",
"61","538564","James Warren Tea James Warren Tea","322.00","-1.85","-0.57","77","49","77","B","142","119.83","2527","7848","-12.80","54.88","-73.23","5.59","29.68","87.00","85.00","-","Agricultural Operations ",
"62","539176","Hawa Engineers Dt","220.95","-11.60","-4.99","77","68","84","B+","68","82.00","1694","7666","-34.63","154.99","-45.51","21.97","36.33","92.00","85.00","-","Metal Proc & Fabrication",
"63","UNICHEMLAB","Unichem Laboratories","798.00","-12.70","-1.57","77","27","85","A-","45","5707.81","92220","115564","-12.18","103.18","-19.03","27.23","45.95","94.00","90.00","-","Medical-Diversified     ",
"64","VOLTAMP","Voltamp Transformers","12750.00","-129.05","-1.00","77","95","86","B-","43","13029.74","250729","19665","-13.85","201.92","-11.00","-5.40","18.72","50.00","61.00","-","Electrical-Power/Equipmt",
"65","SYMPHONY","Symphony","1651.50","-21.80","-1.30","77","89","87","A","30","11490.72","335423","203102","-12.20","104.06","-57.89","3.04","42.55","84.00","87.00","-","Hsehold-Appliances/Wares",
"66","HERITGFOOD","Heritage Foods","565.10","-29.70","-4.99","77","81","87","B-","81","5519.51","300431","531643","-22.31","184.19","35.50","1.43","39.11","68.00","81.00","-","Food-Dairy Products     ",
"67","ABREL","Aditya Birla Real Estate Ltd","2754.00","-79.10","-2.79","77","46","88","A","32","31644.59","1599033","580622","-12.29","170.73","-86.22","8.73","39.52","86.00","82.00","-","Paper & Paper Products  ",
"68","RBMINFRA","Rbm Infracon","794.85","0.00","0.00","77","83","91","B-","95","803.04","44257","55680","-24.23","280.31","-54.74","-5.21","24.88","79.00","86.00","2023-01-04","Oil&Gas-Field Services  ",
"69","INDOTECH","Indo Tech Transformers","2073.95","-109.15","-5.00","77","97","93","B+","43","2318.45","33007","15915","-20.98","358.25","-33.40","8.98","41.29","81.00","81.00","-","Electrical-Power/Equipmt",
"70","531398","Sce.Ntfd.& Herbal Spp.","239.25","-4.85","-1.99","77","48","94","A","31","157.13","1872","7825","-11.31","212.95","-99.83","14.11","80.86","90.00","96.00","-","Medical-Generic Drugs   ",
"71","MOTILALOFS","Motilal Oswal Finl.Svs.","940.00","-6.30","-0.67","77","98","94","B+","101","56643.06","2377389","2529137","-11.65","319.62","-66.14","23.11","64.43","94.00","92.00","-","Finance-Invest Bnk/Bkrs ",
"72","WOCKPHARMA","Wockhardt","1117.00","46.35","4.33","77","37","95","A","31","16426.23","311687","279039","-0.84","402.06","147.08","5.98","51.67","83.00","90.00","-","Medical-Generic Drugs   ",
"73","AUROPHARMA","Aurobindo Pharma","1445.35","11.35","0.79","76","72","65","D+","31","83287.01","1785786","1235539","-9.21","71.81","-63.49","-5.11","14.27","50.00","64.00","-","Medical-Generic Drugs   ",
"74","EIMCOELECO","Eimco Elecon India","2634.25","125.40","5.00","76","93","66","C-","126","1447.11","21358","8108","-24.71","97.78","12.19","-13.33","13.28","6.00","47.00","-","Machinery-Constr/Mining ",
"75","ALKEM","Alkem Laboratories","5941.20","86.65","1.48","76","90","68","B","45","69999.93","1308852","220301","-7.74","66.80","-7.13","-3.80","9.60","61.00","64.00","-","Medical-Diversified     ",
"76","OBEROIRLTY","Oberoi Realty","1983.65","26.10","1.33","76","96","76","A-","122","71176.91","1765750","890152","-3.95","86.24","79.52","7.12","19.49","79.00","71.00","-","Real Estate Dvlpmt/Ops  ",
"77","542668","Evans Electric","300.25","-16.10","-5.09","76","97","79","B+","118","86.81","1108","3690","-25.14","123.41","49.05","5.16","18.93","77.00","67.00","2019-05-13","Machinery-Gen Industrial",
"78","ARTEMISMED","Artemis Medicare Services","276.15","-2.70","-0.97","76","94","80","A-","77","3837.03","63498","229942","-9.37","104.89","-65.33","1.43","33.98","76.00","83.00","2017-07-20","Medical-Hospitals       ",
"79","MASTER","Master Components Ltd","284.25","0.00","0.00","76","98","83","A","15","113.70","318","1120","-25.20","118.65","-10.71","-13.55","40.46","13.00","73.00","2023-09-29","Chemicals-Plastics      ",
"80","GLENMARK","Glenmark Pharms. (Nse)","1672.90","-13.00","-0.77","76","33","85","A-","31","47574.07","1883987","1126180","-8.63","133.47","-79.63","-0.50","36.61","71.00","82.00","-","Medical-Generic Drugs   ",
"81","EFACTOR","E Factor Experiences Ltd","278.00","-8.45","-2.95","76","99","86","B+","42","374.91","10235","36816","-7.24","155.76","-73.92","23.19","55.47","92.00","91.00","2023-10-09","Diversified Operations  ",
"82","533019","Simplex Papers","2420.00","-48.00","-1.94","76","33","88","A","32","7.40","174","72","-33.93","N/A","-80.56","N/A","N/A","73.00","78.00","-","Paper & Paper Products  ",
"83","SHILPAMED","Shilpa Medicare Limited","808.90","-3.45","-0.42","76","76","88","B+","45","7944.05","283841","350898","-15.70","173.70","-47.12","0.73","41.73","76.00","84.00","-","Medical-Diversified     ",
"84","FOCE","Foce India","1630.00","0.00","0.00","76","99","90","A","103","797.56","2562","1572","-9.44","132.86","-87.28","1.69","52.87","86.00","91.00","2021-12-28","Retail/Whlsle-Jewelry   ",
"85","530643","Eco Recycling","870.00","-33.30","-3.69","76","97","92","B","53","1743.10","29377","33767","-28.40","277.63","-73.27","-8.10","36.40","66.00","84.00","-","Pollution Control       ",
"86","DPABHUSHAN","D P Abhushan","1740.00","-114.90","-6.19","76","96","93","B+","103","4194.11","172996","99423","-9.70","259.79","-10.18","17.78","58.72","92.00","88.00","2017-10-23","Retail/Whlsle-Jewelry   ",
"87","521244","MKP Mobility Ltd","250.00","0.00","0.00","76","60","95","E","92","85.28","55","220","-28.28","N/A","-87.73","N/A","N/A","25.00","42.00","-","Apparel-Clothing Mfg    ",
"88","538713","Atishay","177.20","-9.25","-4.96","76","81","96","A","58","204.74","7357","41519","-12.71","378.08","-26.04","29.89","83.84","94.00","95.00","-","Computer-Tech Services  ",
"89","505690","Brady & Morris Engr.","2180.30","-44.45","-2.00","76","93","96","A+","118","500.57","3246","1489","-13.18","420.47","-95.03","29.76","88.75","96.00","95.00","-","Machinery-Gen Industrial",
"90","SHAKTIPUMP","Shakti Pumps India","4400.10","-43.15","-0.97","76","91","96","B+","118","8902.05","243224","55277","-14.14","378.31","-37.54","0.71","56.57","60.00","90.00","-","Machinery-Gen Industrial",
"91","502901","Jamshri Realty","177.20","-3.60","-1.99","76","51","97","B-","92","126.33","4136","23343","-40.06","400.69","-93.13","-19.53","56.98","19.00","89.00","-","Apparel-Clothing Mfg    ",
"92","504746","Indian Link Chain Mfs.","206.00","0.00","0.00","75","76","59","A","55","10.30","17","82","-5.09","N/A","0.00","N/A","N/A","75.00","57.00","-","Financial Svcs-Specialty",
"93","HCG","Healthcare Global Ents.","428.05","-0.70","-0.16","75","61","62","A-","77","5974.55","146134","341395","-7.29","36.54","-56.52","4.76","14.86","81.00","70.00","-","Medical-Hospitals       ",
"94","THERMAX","Thermax","5160.00","115.45","2.29","75","90","72","A-","118","60108.84","543678","105364","-11.64","101.76","-67.23","4.78","13.00","72.00","51.00","-","Machinery-Gen Industrial",
"95","DODLA","Dodla Dairy","1254.00","-16.00","-1.26","75","93","73","B-","81","7661.66","90490","72161","-6.84","91.25","184.66","3.82","22.06","72.00","76.00","2021-06-28","Food-Dairy Products     ",
"96","STYRENIX","Styrenix Performance Materials","2425.05","10.45","0.43","75","55","75","B-","15","4246.32","112544","46409","-15.80","91.93","-8.64","-5.03","21.73","40.00","70.00","-","Chemicals-Plastics      ",
"97","SIGNATURE","Signatureglobal (India) Ltd","1402.35","-28.55","-2.00","75","74","78","A-","86","20105.72","996518","710606","-14.85","178.93","-47.67","-4.96","5.12","44.00","50.00","2023-09-27","Bldg-Resident/Comml     ",
"98","OAL","Oriental Aromatics","586.10","15.00","2.63","75","67","79","B+","65","1921.98","43459","74149","-3.92","94.91","64.78","11.13","40.35","88.00","88.00","-","Cosmetics/Personal Care ",
"99","543939","Kaka Industries Ltd","295.00","-8.80","-2.90","75","5","80","B","68","414.99","11245","38120","-10.06","105.20","-10.81","10.28","39.08","87.00","87.00","2023-07-19","Metal Proc & Fabrication",
"100","NEWGEN","Newgen Software Techs","1265.00","31.00","2.51","75","93","82","C-","27","17312.03","540252","427077","-18.28","133.93","-38.67","3.67","28.87","79.00","80.00","2018-01-29","Comp Sftwr-Spec Enterprs",
"101","543787","Macfos","799.10","14.75","1.88","75","99","83","C","22","738.62","10040","12564","-18.38","183.06","-33.14","-4.18","24.01","56.00","70.00","2023-03-01","Retail-Internet         ",
"102","532067","3B BlackBio Dx Ltd","1364.80","3.60","0.26","75","82","84","A-","67","1168.32","8993","6589","-11.95","106.24","6.48","-1.98","33.23","73.00","83.00","-","Chemicals-Agricultural  ",
"103","526237","Morgan Ventures","71.90","0.73","1.03","75","70","84","B","73","70.45","1092","15187","-9.99","132.89","-73.52","14.14","41.12","91.00","87.00","-","Finance-Investment Mgmt ",
"104","539854","Halder Venture","710.00","-6.25","-0.87","75","87","85","A-","119","226.41","1230","1733","-21.79","234.23","-39.64","-14.60","25.78","14.00","64.00","-","Food-Misc Preparation   ",
"105","AMBER","Amber Enterprises India","6264.90","-143.15","-2.23","75","58","87","A","30","21643.83","3672428","586191","-7.71","126.75","865.42","35.34","55.28","95.00","92.00","2018-01-30","Hsehold-Appliances/Wares",
"106","PRIMESECU","Prime Securities","313.00","-13.25","-4.06","75","68","88","A-","101","1094.50","33411","106743","-7.91","147.53","7.21","12.38","47.82","88.00","90.00","-","Finance-Invest Bnk/Bkrs ",
"107","SURAJEST","Suraj Estate Developers Ltd","697.95","-32.10","-4.40","75","97","89","A+","86","3487.67","122770","175901","-17.60","185.40","-62.81","-6.08","44.81","60.00","88.00","2023-12-26","Bldg-Resident/Comml     ",
"108","GANECOS","Ganesha Ecosphere","2089.10","-41.15","-1.93","75","78","90","B","92","5399.55","222562","106535","-14.29","162.62","-52.03","9.37","56.70","88.00","91.00","-","Apparel-Clothing Mfg    ",
"109","POWERINDIA","Hitachi Energy India","13620.00","-124.10","-0.90","75","86","91","A-","43","58250.24","648121","47586","-17.70","241.01","-45.50","4.28","38.89","76.00","79.00","-","Electrical-Power/Equipmt",
"110","507944","Bajaj Steel Industries","2976.00","-87.40","-2.85","75","93","94","A","126","1592.97","40807","13712","-14.97","205.10","-56.46","17.52","84.96","93.00","95.00","-","Machinery-Constr/Mining ",
"111","IWEL","Inox Wind Energy","11449.00","-425.75","-3.59","75","63","95","A+","134","14306.70","215653","18836","-17.63","405.09","-43.45","-2.42","47.37","82.00","89.00","-","Energy-Alternative/Other",
"112","PGEL","Pg Electroplast","590.00","4.20","0.72","75","99","95","A-","15","15326.52","883564","1497566","-14.99","299.30","-61.45","0.58","75.20","84.00","95.00","-","Chemicals-Plastics      ",
"113","531395","Padam Cotton Yarns","156.10","3.05","1.99","75","65","98","A+","61","59.28","8285","53073","1.99","377.98","-96.06","55.69","159.72","98.00","99.00","-","Retail-Apparel/Shoes/Acc",
"114","KEC","Kec International","914.00","-18.35","-1.97","74","77","70","A","135","24819.16","1370011","1498918","-14.42","69.50","-67.17","-2.27","16.21","60.00","65.00","-","Bldg-Heavy Construction ",
"115","543578","Olatech Solutions","196.25","-1.75","-0.88","74","98","72","B","108","85.71","4411","22477","-30.93","141.23","-62.96","-11.02","15.62","59.00","72.00","2022-08-29","Computer Sftwr-Enterprse",
"116","GENESYS","Genesys International","702.55","-5.35","-0.76","74","74","75","B","58","2809.94","290332","413254","-17.91","137.11","-51.95","-7.39","13.92","41.00","64.00","-","Computer-Tech Services  ",
"117","MAHSCOOTER","Maharashtra Scooters","11140.00","-558.60","-4.77","74","72","77","A-","46","13370.33","167289","15017","-12.89","73.77","-22.05","8.77","35.41","86.00","85.00","-","Auto/Truck-Original Eqp ",
"118","FORTIS","Fortis Healthcare (Nse)","585.00","-8.55","-1.44","74","87","77","B-","77","44810.53","910994","1557255","-6.92","89.15","-61.91","3.07","23.77","75.00","77.00","-","Medical-Hospitals       ",
"119","PDMJEPAPER","Pudumjee Paper Products","113.00","2.64","2.39","74","98","82","B","32","1047.87","40814","361184","-17.22","154.87","-66.37","-5.60","18.10","32.00","62.00","-","Paper & Paper Products  ",
"120","HPL","Hpl Electric & Power","500.00","-8.10","-1.59","74","97","82","B+","43","3267.08","132622","265243","-27.95","183.85","-70.96","-12.95","14.82","16.00","58.00","-","Electrical-Power/Equipmt",
"121","BBTC","Bombay Burmah Trading","2792.55","95.15","3.53","74","65","83","B+","119","18820.30","659022","235993","-6.13","114.20","185.81","2.67","37.26","77.00","87.00","-","Food-Misc Preparation   ",
"122","CDSL","Central Depository Services (India)","1470.25","-10.10","-0.68","74","97","84","A-","55","30939.32","7038222","4787092","-11.66","134.60","-57.78","1.80","31.56","79.00","80.00","2017-06-30","Financial Svcs-Specialty",
"123","EMSLIMITED","Ems Ltd","767.50","-20.20","-2.56","74","92","86","A-","18","4374.18","301914","393373","-17.91","184.32","-47.10","-2.93","31.71","64.00","83.00","2023-09-21","Bldg-A/C & Heating Prds ",
"124","UNIVASTU","Univastu India","251.16","11.96","5.00","74","87","86","A-","135","271.85","30817","122700","-9.03","144.08","-62.83","12.98","36.77","89.00","82.00","-","Bldg-Heavy Construction ",
"125","531067","Contil India","254.75","4.65","1.86","74","98","87","A+","55","77.38","1459","5726","-22.97","170.52","-9.31","10.36","48.32","84.00","89.00","-","Financial Svcs-Specialty",
"126","511768","Master Trust","860.10","-19.30","-2.19","74","98","87","B+","101","1974.52","23328","27122","-16.90","193.13","-75.71","-3.16","22.57","66.00","63.00","-","Finance-Invest Bnk/Bkrs ",
"127","KIRLPNU","Kirloskar Pneumatic","1342.50","-13.95","-1.03","74","91","87","C","118","8795.36","168547","125547","-13.53","150.29","-46.99","45.50","94.07","67.00","71.00","-","Machinery-Gen Industrial",
"128","508905","Smifs Capital Markets","86.67","-1.53","-1.73","74","78","88","A","101","49.26","3134","36161","-13.19","N/A","-93.44","N/A","N/A","93.00","90.00","-","Finance-Invest Bnk/Bkrs ",
"129","DHUNINV","Dhunseri Investments","2119.80","-87.30","-3.96","74","37","88","A","73","1345.67","31899","15048","-20.56","167.85","-76.00","6.49","51.07","90.00","92.00","-","Finance-Investment Mgmt ",
"130","JCHAC","Johnson Contr.","2194.10","-242.40","-9.95","74","65","88","A-","30","6625.09","175317","79904","-16.26","156.11","154.11","11.51","50.32","85.00","88.00","-","Hsehold-Appliances/Wares",
"131","517449","Magna Elto.Castings","839.00","-3.10","-0.37","74","91","89","A+","128","356.38","3224","3843","-8.80","117.04","-55.71","3.88","53.07","91.00","91.00","-","Steel-Producers         ",
"132","TIMETECHNO","Time Technoplast","407.90","-13.65","-3.24","74","84","91","A+","15","9566.19","657970","1613068","-13.95","195.51","-51.98","4.18","42.91","81.00","83.00","-","Chemicals-Plastics      ",
